tissue	ensembl	gene_symbol	clust
SF	ENSG00000280099	RP11-33E12.2	14
SF	ENSG00000280605	AP001107.1	14
SF	ENSG00000241288	RP11-379B18.5	14
SF	ENSG00000273302	RP11-493E12.2	14
SF	ENSG00000129749	CHRNA10	14
SF	ENSG00000167723	TRPV3	14
SF	ENSG00000181666	HKR1	14
SF	ENSG00000236662	RP11-108L7.4	14
SF	ENSG00000270179	RP11-159N11.4	14
SF	ENSG00000262663	RP11-497H17.1	14
SF	ENSG00000277728	RP11-143K11.7	14
SF	ENSG00000002016	RAD52	14
SF	ENSG00000251179	TMEM92-AS1	14
SF	ENSG00000231025	RP11-175O19.4	14
SF	ENSG00000154743	TSEN2	14
SF	ENSG00000272338	RP11-722E23.2	14
SF	ENSG00000207864	MIR27B	14
SF	ENSG00000162913	C1orf145	14
SF	ENSG00000267198	RP11-798G7.6	14
SF	ENSG00000277692	RP11-358N2.2	14
SF	ENSG00000131044	TTLL9	14
SF	ENSG00000233261	LINC00264	14
SF	ENSG00000260070	RP11-182J23.1	14
SF	ENSG00000243289	CTGLF9P	14
SF	ENSG00000181392	SYNE4	14
SF	ENSG00000163357	DCST1	14
SF	ENSG00000146215	CRIP3	14
SF	ENSG00000272791	RP11-464F9.22	14
SF	ENSG00000250673	RP11-6L6.2	14
SF	ENSG00000232553	CLK2P1	14
SF	ENSG00000281831	HCP5B	14
SF	ENSG00000259940	CTD-3203P2.1	14
SF	ENSG00000207297	SNORD7	14
SF	ENSG00000280294	RP11-177H2.1	14
SF	ENSG00000254997	KRTAP5-9	14
SF	ENSG00000275152	CCL16	14
SF	ENSG00000221340	RNU6ATAC18P	14
SF	ENSG00000232406	RP11-234K24.3	14
SF	ENSG00000266821	RP11-6N17.2	14
SF	ENSG00000119440	LCN1P1	14
SF	ENSG00000152254	G6PC2	14
SF	ENSG00000254035	RP11-281O15.4	14
SF	ENSG00000272872	LL22NC03-N14H11.1	14
SKLM	ENSG00000196922	ZNF252P	14
SKLM	ENSG00000134909	ARHGAP32	14
SKLM	ENSG00000267160	RP11-1072C15.4	14
SKLM	ENSG00000164070	HSPA4L	14
SKLM	ENSG00000164307	ERAP1	14
SKLM	ENSG00000182831	C16orf72	14
SKLM	ENSG00000105497	ZNF175	14
SKLM	ENSG00000172262	ZNF131	14
SKLM	ENSG00000132294	EFR3A	14
SKLM	ENSG00000072657	TRHDE	14
SKLM	ENSG00000117010	ZNF684	14
SKLM	ENSG00000148700	ADD3	14
SKLM	ENSG00000164329	PAPD4	14
SKLM	ENSG00000058804	NDC1	14
SKLM	ENSG00000143315	PIGM	14
SKLM	ENSG00000154188	ANGPT1	14
SKLM	ENSG00000198523	PLN	14
SKLM	ENSG00000138639	ARHGAP24	14
SKLM	ENSG00000138459	SLC35A5	14
SKLM	ENSG00000133226	SRRM1	14
SKLM	ENSG00000171940	ZNF217	14
SKLM	ENSG00000212125	TAS2R15P	14
SKLM	ENSG00000260317	RP11-48B3.4	14
SKLM	ENSG00000251247	ZNF345	14
SKLM	ENSG00000085224	ATRX	14
SKLM	ENSG00000214413	BBIP1	14
SKLM	ENSG00000204899	MZT1	14
SKLM	ENSG00000163781	TOPBP1	14
SKLM	ENSG00000178694	NSUN3	14
SKLM	ENSG00000170348	TMED10	14
SKLM	ENSG00000095380	NANS	14
SKLM	ENSG00000198160	MIER1	14
SKLM	ENSG00000085449	WDFY1	14
SKLM	ENSG00000138780	GSTCD	14
SKLM	ENSG00000162702	ZNF281	14
SKLM	ENSG00000134982	APC	14
SKLM	ENSG00000066027	PPP2R5A	14
SKLM	ENSG00000145495	MARCH6	14
SKLM	ENSG00000047634	SCML1	14
SKLM	ENSG00000177483	RBM44	14
SKLM	ENSG00000144224	UBXN4	14
SKLM	ENSG00000114698	PLSCR4	14
SKLM	ENSG00000166997	CNPY4	14
SKLM	ENSG00000140575	IQGAP1	14
SKLM	ENSG00000119138	KLF9	14
SKLM	ENSG00000119684	MLH3	14
SKLM	ENSG00000040275	SPDL1	14
SKLM	ENSG00000118985	ELL2	14
SKLM	ENSG00000155189	AGPAT5	14
SKLM	ENSG00000100644	HIF1A	14
SKLM	ENSG00000198730	CTR9	14
SKLM	ENSG00000151617	EDNRA	14
SKLM	ENSG00000168615	ADAM9	14
SKLM	ENSG00000172123	SLFN12	14
SKLM	ENSG00000121210	KIAA0922	14
SKLM	ENSG00000174501	ANKRD36C	14
SKLM	ENSG00000171791	BCL2	14
SKLM	ENSG00000120798	NR2C1	14
SKLM	ENSG00000164144	ARFIP1	14
SKLM	ENSG00000168300	PCMTD1	14
SKLM	ENSG00000136100	VPS36	14
SKLM	ENSG00000115137	DNAJC27	14
SKLM	ENSG00000133961	NUMB	14
SKLM	ENSG00000180667	YOD1	14
SKLM	ENSG00000242689	CNTF	14
SKLM	ENSG00000101871	MID1	14
SKLM	ENSG00000145780	FEM1C	14
SKLM	ENSG00000153814	JAZF1	14
SKLM	ENSG00000087253	LPCAT2	14
SKLM	ENSG00000167384	ZNF180	14
SKLM	ENSG00000052126	PLEKHA5	14
SKLM	ENSG00000197619	ZNF615	14
SKLM	ENSG00000234545	FAM133B	14
SKLM	ENSG00000110888	CAPRIN2	14
SKLM	ENSG00000106688	SLC1A1	14
SKLM	ENSG00000280193	RP13-923O23.7	14
SKLM	ENSG00000138246	DNAJC13	14
SKLM	ENSG00000159140	SON	14
SKLM	ENSG00000152689	RASGRP3	14
SKLM	ENSG00000102870	ZNF629	14
SKLM	ENSG00000085276	MECOM	14
SKLM	ENSG00000164114	MAP9	14
SKLM	ENSG00000107551	RASSF4	14
SKLM	ENSG00000131781	FMO5	14
SKLM	ENSG00000186908	ZDHHC17	14
SKLM	ENSG00000069974	RAB27A	14
SKLM	ENSG00000115896	PLCL1	14
SKLM	ENSG00000185532	PRKG1	14
SKLM	ENSG00000133104	SPG20	14
SKLM	ENSG00000097096	SYDE2	14
SKLM	ENSG00000196569	LAMA2	14
SKLM	ENSG00000036549	ZZZ3	14
SKLM	ENSG00000004700	RECQL	14
SKLM	ENSG00000270069	MIR222HG	14
SKLM	ENSG00000181704	YIPF6	14
SKLM	ENSG00000138760	SCARB2	14
SKLM	ENSG00000067798	NAV3	14
SKLM	ENSG00000090686	USP48	14
SKLM	ENSG00000115084	SLC35F5	14
SKLM	ENSG00000058056	USP13	14
SKLM	ENSG00000143756	FBXO28	14
SKLM	ENSG00000122741	DCAF10	14
SKLM	ENSG00000122483	CCDC18	14
SKLM	ENSG00000112182	BACH2	14
SKLM	ENSG00000169255	B3GALNT1	14
SKLM	ENSG00000023608	SNAPC1	14
SKLM	ENSG00000174718	KIAA1551	14
SKLM	ENSG00000237522	NONOP2	14
SKLM	ENSG00000132970	WASF3	14
SKLM	ENSG00000102753	KPNA3	14
SKLM	ENSG00000174606	ANGEL2	14
SKLM	ENSG00000182389	CACNB4	14
SKLM	ENSG00000161526	SAP30BP	14
SKLM	ENSG00000132640	BTBD3	14
SKLM	ENSG00000174953	DHX36	14
SKLM	ENSG00000118197	DDX59	14
SKLM	ENSG00000151834	GABRA2	14
SKLM	ENSG00000124749	COL21A1	14
SKLM	ENSG00000152818	UTRN	14
SKLM	ENSG00000147251	DOCK11	14
SKLM	ENSG00000135241	PNPLA8	14
SKLM	ENSG00000162695	SLC30A7	14
SKLM	ENSG00000104320	NBN	14
SKLM	ENSG00000137509	PRCP	14
SKLM	ENSG00000147133	TAF1	14
SKLM	ENSG00000198908	BHLHB9	14
SKLM	ENSG00000153933	DGKE	14
SKLM	ENSG00000198301	SDAD1	14
SKLM	ENSG00000214106	PAXIP1-AS2	14
SKLM	ENSG00000116106	EPHA4	14
SKLM	ENSG00000158201	ABHD3	14
SKLM	ENSG00000252464	RN7SKP70	14
SKLM	ENSG00000175741	RWDD4P2	14
SKLM	ENSG00000126773	PCNXL4	14
SKLM	ENSG00000137269	LRRC1	14
SKLM	ENSG00000157107	FCHO2	14
SKLM	ENSG00000214367	HAUS3	14
SKLM	ENSG00000142065	ZFP14	14
SKLM	ENSG00000108599	AKAP10	14
SKLM	ENSG00000025796	SEC63	14
SKLM	ENSG00000173611	SCAI	14
SKLM	ENSG00000196505	GDAP2	14
SKLM	ENSG00000125846	ZNF133	14
SKLM	ENSG00000072364	AFF4	14
SKLM	ENSG00000124171	PARD6B	14
SKLM	ENSG00000147457	CHMP7	14
SKLM	ENSG00000196233	LCOR	14
SKLM	ENSG00000148481	FAM188A	14
SKLM	ENSG00000164985	PSIP1	14
SKLM	ENSG00000062725	APPBP2	14
SKLM	ENSG00000183098	GPC6	14
SKLM	ENSG00000114120	SLC25A36	14
SKLM	ENSG00000113522	RAD50	14
SKLM	ENSG00000070961	ATP2B1	14
SKLM	ENSG00000102218	RP2	14
SKLM	ENSG00000169504	CLIC4	14
SKLM	ENSG00000206560	ANKRD28	14
SKLM	ENSG00000074695	LMAN1	14
SKLM	ENSG00000011376	LARS2	14
SKLM	ENSG00000121957	GPSM2	14
SKLM	ENSG00000272579	RP11-101E13.5	14
SKLM	ENSG00000135679	MDM2	14
SKLM	ENSG00000229897	SEPT7P7	14
SKLM	ENSG00000277462	ZNF670	14
SKLM	ENSG00000031003	FAM13B	14
SKLM	ENSG00000156313	RPGR	14
SKLM	ENSG00000021645	NRXN3	14
SKLM	ENSG00000169629	RGPD8	14
SKLM	ENSG00000261098	RP11-819C21.1	14
SKLM	ENSG00000175054	ATR	14
SKLM	ENSG00000111371	SLC38A1	14
SKLM	ENSG00000254004	ZNF260	14
SKLM	ENSG00000059769	DNAJC25	14
SKLM	ENSG00000145014	TMEM44	14
SKLM	ENSG00000109618	SEPSECS	14
SKLM	ENSG00000256667	KLRAP1	14
SKLM	ENSG00000163328	GPR155	14
SKLM	ENSG00000204104	TRAF3IP1	14
SKLM	ENSG00000205339	IPO7	14
SKLM	ENSG00000162688	AGL	14
SKLM	ENSG00000120526	NUDCD1	14
SKLM	ENSG00000237440	ZNF737	14
SKLM	ENSG00000120925	RNF170	14
SKLM	ENSG00000084073	ZMPSTE24	14
SKLM	ENSG00000137601	NEK1	14
SKLM	ENSG00000102710	SUPT20H	14
SKLM	ENSG00000065135	GNAI3	14
SKLM	ENSG00000081019	RSBN1	14
SKLM	ENSG00000114857	NKTR	14
SKLM	ENSG00000213204	RP3-382I10.7	14
SKLM	ENSG00000177034	MTX3	14
SKLM	ENSG00000138449	SLC40A1	14
SKLM	ENSG00000137414	FAM8A1	14
SKLM	ENSG00000182150	ERCC6L2	14
SKLM	ENSG00000232811	RP11-96K19.2	14
SKLM	ENSG00000113231	PDE8B	14
SKLM	ENSG00000158528	PPP1R9A	14
SKLM	ENSG00000057019	DCBLD2	14
SKLM	ENSG00000185129	PURA	14
SKLM	ENSG00000144566	RAB5A	14
SKLM	ENSG00000166503	RP11-382A20.3	14
SKLM	ENSG00000120071	KANSL1	14
SKLM	ENSG00000018236	CNTN1	14
SKLM	ENSG00000107372	ZFAND5	14
SKLM	ENSG00000089050	RBBP9	14
SKLM	ENSG00000163625	WDFY3	14
SKLM	ENSG00000109944	C11orf63	14
SKLM	ENSG00000130844	ZNF331	14
SKLM	ENSG00000183833	MAATS1	14
SKLM	ENSG00000123505	AMD1	14
SKLM	ENSG00000196757	ZNF700	14
SKLM	ENSG00000167232	ZNF91	14
SKLM	ENSG00000188206	HNRNPU-AS1	14
SKLM	ENSG00000143669	LYST	14
SKLM	ENSG00000152520	PAN3	14
SKLM	ENSG00000072133	RPS6KA6	14
SKLM	ENSG00000102401	ARMCX3	14
SKLM	ENSG00000101695	RNF125	14
SKLM	ENSG00000211456	SACM1L	14
SKLM	ENSG00000028116	VRK2	14
SKLM	ENSG00000196670	ZFP62	14
SKLM	ENSG00000163281	GNPDA2	14
SKLM	ENSG00000172380	GNG12	14
SKLM	ENSG00000123119	NECAB1	14
SKLM	ENSG00000127989	MTERF1	14
SKLM	ENSG00000116406	EDEM3	14
SKLM	ENSG00000113240	CLK4	14
SKLM	ENSG00000118217	ATF6	14
SKLM	ENSG00000096060	FKBP5	14
SKLM	ENSG00000151773	CCDC122	14
SKLM	ENSG00000107771	CCSER2	14
SKLM	ENSG00000138018	EPT1	14
SKLM	ENSG00000214029	ZNF891	14
SKLM	ENSG00000197451	HNRNPAB	14
SKLM	ENSG00000165899	OTOGL	14
SKLM	ENSG00000133731	IMPA1	14
SKLM	ENSG00000186416	NKRF	14
SKLM	ENSG00000103995	CEP152	14
SKLM	ENSG00000174013	FBXO45	14
SKLM	ENSG00000005889	ZFX	14
SKLM	ENSG00000171488	LRRC8C	14
SKLM	ENSG00000082497	SERTAD4	14
SKLM	ENSG00000120686	UFM1	14
SKLM	ENSG00000163512	AZI2	14
SKLM	ENSG00000184517	ZFP1	14
SKLM	ENSG00000107362	ABHD17B	14
SKLM	ENSG00000126070	AGO3	14
SKLM	ENSG00000148154	UGCG	14
SKLM	ENSG00000119318	RAD23B	14
SKLM	ENSG00000113594	LIFR	14
SKLM	ENSG00000171681	ATF7IP	14
SKLM	ENSG00000183230	CTNNA3	14
SKLM	ENSG00000139324	TMTC3	14
SKLM	ENSG00000005810	MYCBP2	14
SKLM	ENSG00000113448	PDE4D	14
SKLM	ENSG00000075303	SLC25A40	14
SKLM	ENSG00000115365	LANCL1	14
SKLM	ENSG00000151458	ANKRD50	14
SKLM	ENSG00000180626	ZNF594	14
SKLM	ENSG00000122550	KLHL7	14
SKLM	ENSG00000174485	DENND4A	14
SKLM	ENSG00000198162	MAN1A2	14
SKLM	ENSG00000162600	OMA1	14
SKLM	ENSG00000165288	BRWD3	14
SKLM	ENSG00000234420	ZNF37BP	14
SKLM	ENSG00000110315	RNF141	14
SKLM	ENSG00000156931	VPS8	14
SKLM	ENSG00000120868	APAF1	14
SKLM	ENSG00000171843	MLLT3	14
SKLM	ENSG00000145779	TNFAIP8	14
SKLM	ENSG00000106392	C1GALT1	14
SKLM	ENSG00000102699	PARP4	14
SKLM	ENSG00000196263	ZNF471	14
SKLM	ENSG00000123104	ITPR2	14
SKLM	ENSG00000115361	ACADL	14
SKLM	ENSG00000156103	MMP16	14
SKLM	ENSG00000091136	LAMB1	14
SKLM	ENSG00000054116	TRAPPC3	14
SKLM	ENSG00000165813	CCDC186	14
SKLM	ENSG00000169871	TRIM56	14
SKLM	ENSG00000135506	OS9	14
SKLM	ENSG00000048405	ZNF800	14
SKLM	ENSG00000106299	WASL	14
SKLM	ENSG00000260296	RP11-395I6.3	14
SKLM	ENSG00000137449	CPEB2	14
SKLM	ENSG00000101752	MIB1	14
SKLM	ENSG00000038219	BOD1L1	14
SKLM	ENSG00000168769	TET2	14
SKLM	ENSG00000097033	SH3GLB1	14
SKLM	ENSG00000167635	ZNF146	14
SKLM	ENSG00000054523	KIF1B	14
SKLM	ENSG00000197535	MYO5A	14
SKLM	ENSG00000128585	MKLN1	14
SKLM	ENSG00000181826	RELL1	14
SKLM	ENSG00000053747	LAMA3	14
SKLM	ENSG00000001631	KRIT1	14
SKLM	ENSG00000067208	EVI5	14
SKLM	ENSG00000163867	ZMYM6	14
SKLM	ENSG00000163743	RCHY1	14
SKLM	ENSG00000005020	SKAP2	14
SKLM	ENSG00000087502	ERGIC2	14
SKLM	ENSG00000122786	CALD1	14
SKLM	ENSG00000079134	THOC1	14
SKLM	ENSG00000257621	PSMA3-AS1	14
SKLM	ENSG00000072401	UBE2D1	14
SKLM	ENSG00000131263	RLIM	14
SKLM	ENSG00000134897	BIVM	14
SKLM	ENSG00000198498	TMA16	14
SKLM	ENSG00000134744	ZCCHC11	14
SKLM	ENSG00000143401	ANP32E	14
SKLM	ENSG00000180233	ZNRF2	14
SKLM	ENSG00000163527	STT3B	14
SKLM	ENSG00000182149	IST1	14
SKLM	ENSG00000109458	GAB1	14
SKLM	ENSG00000008405	CRY1	14
SKLM	ENSG00000138593	SECISBP2L	14
SKLM	ENSG00000159086	PAXBP1	14
SKLM	ENSG00000180694	TMEM64	14
SKLM	ENSG00000127980	PEX1	14
SKLM	ENSG00000138756	BMP2K	14
SKLM	ENSG00000086300	SNX10	14
SKLM	ENSG00000160062	ZBTB8A	14
SKLM	ENSG00000105939	ZC3HAV1	14
SKLM	ENSG00000142166	IFNAR1	14
SKLM	ENSG00000145246	ATP10D	14
SKLM	ENSG00000125772	GPCPD1	14
SKLM	ENSG00000121989	ACVR2A	14
SKLM	ENSG00000165186	PTCHD1	14
SKLM	ENSG00000228223	HCG11	14
SKLM	ENSG00000186522	sep-10	14
SKLM	ENSG00000137502	RAB30	14
SKLM	ENSG00000157259	GATAD1	14
SKLM	ENSG00000102471	NDFIP2	14
SKLM	ENSG00000274315	RP11-996F15.5	14
SKLM	ENSG00000180787	ZFP3	14
SKLM	ENSG00000162607	USP1	14
SKLM	ENSG00000167555	ZNF528	14
SKLM	ENSG00000260966	RP11-690D19.3	14
SKLM	ENSG00000197312	DDI2	14
SKLM	ENSG00000137501	SYTL2	14
SKLM	ENSG00000116132	PRRX1	14
SKLM	ENSG00000197712	FAM114A1	14
SKLM	ENSG00000111615	KRR1	14
SKLM	ENSG00000165417	GTF2A1	14
SKLM	ENSG00000196705	ZNF431	14
SKLM	ENSG00000166855	CLPX	14
SKLM	ENSG00000221818	EBF2	14
SKLM	ENSG00000198780	FAM169A	14
SKLM	ENSG00000140836	ZFHX3	14
SKLM	ENSG00000205269	TMEM170B	14
SKLM	ENSG00000155850	SLC26A2	14
SKLM	ENSG00000119912	IDE	14
SKLM	ENSG00000100354	TNRC6B	14
SKLM	ENSG00000146757	ZNF92	14
SKLM	ENSG00000154001	PPP2R5E	14
SKLM	ENSG00000144810	COL8A1	14
SKLM	ENSG00000251141	RP11-53O19.1	14
SKLM	ENSG00000270223	RP13-36G14.4	14
SKLM	ENSG00000111727	HCFC2	14
SKLM	ENSG00000035115	SH3YL1	14
SKLM	ENSG00000196177	ACADSB	14
SKLM	ENSG00000171827	ZNF570	14
SKLM	ENSG00000087448	KLHL42	14
SKLM	ENSG00000066427	ATXN3	14
SKLM	ENSG00000164663	USP49	14
SKLM	ENSG00000143367	TUFT1	14
SKLM	ENSG00000279145	RP11-547D13.1	14
SKLM	ENSG00000125885	MCM8	14
SKLM	ENSG00000188529	SRSF10	14
SKLM	ENSG00000171448	ZBTB26	14
SKLM	ENSG00000236287	ZBED5	14
SKLM	ENSG00000138592	USP8	14
SKLM	ENSG00000183323	CCDC125	14
SKLM	ENSG00000145348	TBCK	14
SKLM	ENSG00000136040	PLXNC1	14
SKLM	ENSG00000113966	ARL6	14
SKLM	ENSG00000272983	RP11-508N22.12	14
SKLM	ENSG00000164124	TMEM144	14
SKLM	ENSG00000177683	THAP5	14
SKLM	ENSG00000139826	ABHD13	14
SKLM	ENSG00000168538	TRAPPC11	14
SKLM	ENSG00000261366	MANEA-AS1	14
SKLM	ENSG00000116903	EXOC8	14
SKLM	ENSG00000128872	TMOD2	14
SKLM	ENSG00000131023	LATS1	14
SKLM	ENSG00000089335	ZNF302	14
SKLM	ENSG00000157554	ERG	14
SKLM	ENSG00000091409	ITGA6	14
SKLM	ENSG00000136108	CKAP2	14
SKLM	ENSG00000120051	CFAP58	14
SKLM	ENSG00000197969	VPS13A	14
SKLM	ENSG00000135823	STX6	14
SKLM	ENSG00000123607	TTC21B	14
SKLM	ENSG00000130363	RSPH3	14
SKLM	ENSG00000151923	TIAL1	14
SKLM	ENSG00000220563	PKMP3	14
SKLM	ENSG00000033178	UBA6	14
SKLM	ENSG00000070081	NUCB2	14
SKLM	ENSG00000213799	ZNF845	14
SKLM	ENSG00000155754	ALS2CR11	14
SKLM	ENSG00000151612	ZNF827	14
SKLM	ENSG00000267934	CTB-176F20.3	14
SKLM	ENSG00000164332	UBLCP1	14
SKLM	ENSG00000108256	NUFIP2	14
SKLM	ENSG00000155329	ZCCHC10	14
SKLM	ENSG00000116478	HDAC1	14
SKLM	ENSG00000162733	DDR2	14
SKLM	ENSG00000117533	VAMP4	14
SKLM	ENSG00000105926	MPP6	14
SKLM	ENSG00000117226	GBP3	14
SKLM	ENSG00000127954	STEAP4	14
SKLM	ENSG00000128923	FAM63B	14
SKLM	ENSG00000254876	RP11-23J9.5	14
SKLM	ENSG00000280077	RP11-87H9.4	14
SKLM	ENSG00000100522	GNPNAT1	14
SKLM	ENSG00000196549	MME	14
SKLM	ENSG00000163697	APBB2	14
SKLM	ENSG00000169062	UPF3A	14
SKLM	ENSG00000114127	XRN1	14
SKLM	ENSG00000174373	RALGAPA1	14
SKLM	ENSG00000276141	WHAMMP3	14
SKLM	ENSG00000102921	N4BP1	14
SKLM	ENSG00000165195	PIGA	14
SKLM	ENSG00000172260	NEGR1	14
SKLM	ENSG00000112245	PTP4A1	14
SKLM	ENSG00000136754	ABI1	14
SKLM	ENSG00000134198	TSPAN2	14
SKLM	ENSG00000075292	ZNF638	14
SKLM	ENSG00000118946	PCDH17	14
SKLM	ENSG00000188993	LRRC66	14
SKLM	ENSG00000174579	MSL2	14
SKLM	ENSG00000120694	HSPH1	14
SKLM	ENSG00000172915	NBEA	14
SKLM	ENSG00000153558	FBXL2	14
SKLM	ENSG00000151332	MBIP	14
SKLM	ENSG00000164305	CASP3	14
SKLM	ENSG00000145416	MARCH1	14
SKLM	ENSG00000134444	KIAA1468	14
SKLM	ENSG00000110318	CEP126	14
SKLM	ENSG00000148516	ZEB1	14
SKLM	ENSG00000138399	FASTKD1	14
SKLM	ENSG00000144161	ZC3H8	14
SKLM	ENSG00000152779	SLC16A12	14
SKLM	ENSG00000197961	ZNF121	14
SKLM	ENSG00000121644	DESI2	14
SKLM	ENSG00000150637	CD226	14
SKLM	ENSG00000162623	TYW3	14
SKLM	ENSG00000184305	CCSER1	14
SKLM	ENSG00000112851	ERBB2IP	14
SKLM	ENSG00000227671	RP11-488L18.4	14
SKLM	ENSG00000181450	ZNF678	14
SKLM	ENSG00000134602	STK26	14
SKLM	ENSG00000112874	NUDT12	14
SKLM	ENSG00000185658	BRWD1	14
SKLM	ENSG00000112249	ASCC3	14
SKLM	ENSG00000203791	METTL10	14
SKLM	ENSG00000143341	HMCN1	14
SKLM	ENSG00000224078	SNHG14	14
SKLM	ENSG00000104290	FZD3	14
SKLM	ENSG00000232931	LINC00342	14
SKLM	ENSG00000078124	ACER3	14
SKLM	ENSG00000185158	LRRC37B	14
SKLM	ENSG00000118620	ZNF430	14
SKLM	ENSG00000117600	PLPPR4	14
SKLM	ENSG00000155744	FAM126B	14
SKLM	ENSG00000104375	STK3	14
SKLM	ENSG00000145390	USP53	14
SKLM	ENSG00000147650	LRP12	14
SKLM	ENSG00000120658	ENOX1	14
SKLM	ENSG00000178996	SNX18	14
SKLM	ENSG00000113595	TRIM23	14
