tissue	ensembl	gene_symbol	clust
SKLM	ENSG00000177425	PAWR	14
SKLM	ENSG00000152193	RNF219	14
SKLM	ENSG00000017260	ATP2C1	14
SKLM	ENSG00000184785	SMIM10	14
SKLM	ENSG00000244754	N4BP2L2	14
SKLM	ENSG00000177640	CASC2	14
SKLM	ENSG00000248866	USP46-AS1	14
SKLM	ENSG00000164989	CCDC171	14
SKLM	ENSG00000188994	ZNF292	14
SKLM	ENSG00000115977	AAK1	14
SKLM	ENSG00000108055	SMC3	14
SKLM	ENSG00000137992	DBT	14
SKLM	ENSG00000162944	RFTN2	14
SKLM	ENSG00000136051	KIAA1033	14
SKLM	ENSG00000033867	SLC4A7	14
SKLM	ENSG00000167981	ZNF597	14
SKLM	ENSG00000186767	SPIN4	14
SKLM	ENSG00000127993	RBM48	14
SKLM	ENSG00000163072	NOSTRIN	14
SKLM	ENSG00000172292	CERS6	14
SKLM	ENSG00000106701	FSD1L	14
SKLM	ENSG00000272602	ZNF595	14
SKLM	ENSG00000179144	GIMAP7	14
SKLM	ENSG00000165359	DDX26B	14
SKLM	ENSG00000146909	NOM1	14
SKLM	ENSG00000136546	SCN7A	14
SKLM	ENSG00000133103	COG6	14
SKLM	ENSG00000162980	ARL5A	14
SKLM	ENSG00000133313	CNDP2	14
SKLM	ENSG00000136874	STX17	14
SKLM	ENSG00000212916	MAP10	14
SKLM	ENSG00000112796	ENPP5	14
SKLM	ENSG00000162086	ZNF75A	14
SKLM	ENSG00000259326	RP11-102L12.2	14
SKLM	ENSG00000115935	WIPF1	14
SKLM	ENSG00000168813	ZNF507	14
SKLM	ENSG00000185046	ANKS1B	14
SKLM	ENSG00000136144	RCBTB1	14
SKLM	ENSG00000087301	TXNDC16	14
SKLM	ENSG00000147408	CSGALNACT1	14
SKLM	ENSG00000154678	PDE1C	14
SKLM	ENSG00000196482	ESRRG	14
SKLM	ENSG00000133116	KL	14
SKLM	ENSG00000133858	ZFC3H1	14
SKLM	ENSG00000166598	HSP90B1	14
SKLM	ENSG00000157764	BRAF	14
SKLM	ENSG00000153339	TRAPPC8	14
SKLM	ENSG00000107854	TNKS2	14
SKLM	ENSG00000257176	RP11-996F15.2	14
SKLM	ENSG00000116005	PCYOX1	14
SKLM	ENSG00000101974	ATP11C	14
SKLM	ENSG00000106086	PLEKHA8	14
SKLM	ENSG00000136940	PDCL	14
SKLM	ENSG00000115355	CCDC88A	14
SKLM	ENSG00000108091	CCDC6	14
SKLM	ENSG00000130338	TULP4	14
SKLM	ENSG00000095951	HIVEP1	14
SKLM	ENSG00000197343	ZNF655	14
SKLM	ENSG00000080503	SMARCA2	14
SKLM	ENSG00000148935	GAS2	14
SKLM	ENSG00000152527	PLEKHH2	14
SKLM	ENSG00000118263	KLF7	14
SKLM	ENSG00000138758	sep-11	14
SKLM	ENSG00000259865	RP11-488L18.10	14
SKLM	ENSG00000150347	ARID5B	14
SKLM	ENSG00000121879	PIK3CA	14
SKLM	ENSG00000114423	CBLB	14
SKLM	ENSG00000124209	RAB22A	14
SKLM	ENSG00000159882	ZNF230	14
SKLM	ENSG00000178852	EFCAB13	14
SKLM	ENSG00000120696	KBTBD7	14
SKLM	ENSG00000136870	ZNF189	14
SKLM	ENSG00000177409	SAMD9L	14
SKLM	ENSG00000135976	ANKRD36	14
SKLM	ENSG00000154065	ANKRD29	14
SKLM	ENSG00000157827	FMNL2	14
SKLM	ENSG00000186105	LRRC70	14
SKLM	ENSG00000164823	OSGIN2	14
SKLM	ENSG00000138434	SSFA2	14
SKLM	ENSG00000148541	FAM13C	14
SKLM	ENSG00000160336	ZNF761	14
SKLM	ENSG00000175066	GK5	14
SKLM	ENSG00000119599	DCAF4	14
SKLM	ENSG00000101146	RAE1	14
SKLM	ENSG00000069956	MAPK6	14
SKLM	ENSG00000138660	AP1AR	14
SKLM	ENSG00000171115	GIMAP8	14
SKLM	ENSG00000163611	SPICE1	14
SKLM	ENSG00000188321	ZNF559	14
SKLM	ENSG00000173401	GLIPR1L1	14
SKLM	ENSG00000198408	MGEA5	14
SKLM	ENSG00000179841	AKAP5	14
SKLM	ENSG00000123684	LPGAT1	14
SKLM	ENSG00000196586	MYO6	14
SKLM	ENSG00000153187	HNRNPU	14
SKLM	ENSG00000112365	ZBTB24	14
SKLM	ENSG00000010017	RANBP9	14
SKLM	ENSG00000152061	RABGAP1L	14
SKLM	ENSG00000136152	COG3	14
SKLM	ENSG00000123106	CCDC91	14
SKLM	ENSG00000100796	PPP4R3A	14
SKLM	ENSG00000138686	BBS7	14
SKLM	ENSG00000141384	TAF4B	14
SKLM	ENSG00000110619	CARS	14
SKLM	ENSG00000091039	OSBPL8	14
SKLM	ENSG00000035928	RFC1	14
SKLM	ENSG00000038210	PI4K2B	14
SKLM	ENSG00000265917	MIR3685	14
SKLM	ENSG00000171988	JMJD1C	14
SKLM	ENSG00000178202	KDELC2	14
SKLM	ENSG00000112902	SEMA5A	14
SKLM	ENSG00000198168	SVIP	14
SKLM	ENSG00000143951	WDPCP	14
SKLM	ENSG00000151694	ADAM17	14
SKLM	ENSG00000116127	ALMS1	14
SKLM	ENSG00000078747	ITCH	14
SKLM	ENSG00000136935	GOLGA1	14
SKLM	ENSG00000111203	ITFG2	14
SKLM	ENSG00000153291	SLC25A27	14
SKLM	ENSG00000229659	RP11-345K20.2	14
SKLM	ENSG00000131711	MAP1B	14
SKLM	ENSG00000135776	ABCB10	14
SKLM	ENSG00000175105	ZNF654	14
SKLM	ENSG00000178075	GRAMD1C	14
SKLM	ENSG00000092140	G2E3	14
SKLM	ENSG00000188647	PTAR1	14
SKLM	ENSG00000065833	ME1	14
SKLM	ENSG00000095637	SORBS1	14
SKLM	ENSG00000105887	MTPN	14
SKLM	ENSG00000173517	PEAK1	14
SKLM	ENSG00000070761	CFAP20	14
SKLM	ENSG00000095015	MAP3K1	14
SKLM	ENSG00000165476	REEP3	14
SKLM	ENSG00000118596	SLC16A7	14
SKLM	ENSG00000174720	LARP7	14
SKLM	ENSG00000138443	ABI2	14
SKLM	ENSG00000156052	GNAQ	14
SKLM	ENSG00000122042	UBL3	14
SKLM	ENSG00000138496	PARP9	14
SKLM	ENSG00000270067	CTC-487M23.5	14
SKLM	ENSG00000150995	ITPR1	14
SKLM	ENSG00000113161	HMGCR	14
SKLM	ENSG00000134954	ETS1	14
SKLM	ENSG00000110218	PANX1	14
SKLM	ENSG00000120800	UTP20	14
SKLM	ENSG00000178295	GEN1	14
SKLM	ENSG00000079335	CDC14A	14
SKLM	ENSG00000127083	OMD	14
SKLM	ENSG00000108064	TFAM	14
SKLM	ENSG00000107201	DDX58	14
SKLM	ENSG00000111879	FAM184A	14
SKLM	ENSG00000109171	SLAIN2	14
SKLM	ENSG00000151414	NEK7	14
SKLM	ENSG00000147180	ZNF711	14
SKLM	ENSG00000248905	FMN1	14
SKLM	ENSG00000166037	CEP57	14
SKLM	ENSG00000005801	ZNF195	14
SKLM	ENSG00000174796	THAP6	14
SKLM	ENSG00000162819	BROX	14
SKLM	ENSG00000242767	ZBTB20-AS4	14
SKLM	ENSG00000136861	CDK5RAP2	14
SKLM	ENSG00000271347	RP11-701H24.7	14
SKLM	ENSG00000118454	ANKRD13C	14
SKLM	ENSG00000081087	OSTM1	14
SKLM	ENSG00000138642	HERC6	14
SKLM	ENSG00000104131	EIF3J	14
SKLM	ENSG00000176928	GCNT4	14
SKLM	ENSG00000213463	SYNJ2BP	14
SKLM	ENSG00000146918	NCAPG2	14
SKLM	ENSG00000149311	ATM	14
SKLM	ENSG00000102781	KATNAL1	14
SKLM	ENSG00000026103	FAS	14
SKLM	ENSG00000147140	NONO	14
SKLM	ENSG00000206052	DOK6	14
SKLM	ENSG00000142961	MOB3C	14
SKLM	ENSG00000203880	PCMTD2	14
SKLM	ENSG00000170871	KIAA0232	14
SKLM	ENSG00000171295	ZNF440	14
SKLM	ENSG00000166471	TMEM41B	14
SKLM	ENSG00000115145	STAM2	14
SKLM	ENSG00000169231	THBS3	14
SKLM	ENSG00000185070	FLRT2	14
SKLM	ENSG00000186063	AIDA	14
SKLM	ENSG00000139926	FRMD6	14
SKLM	ENSG00000178105	DDX10	14
SKLM	ENSG00000100461	RBM23	14
SKLM	ENSG00000280339	RP11-736K20.4	14
SKLM	ENSG00000139350	NEDD1	14
SKLM	ENSG00000133739	LRRCC1	14
SKLM	ENSG00000196597	ZNF782	14
SKLM	ENSG00000147649	MTDH	14
SKLM	ENSG00000127995	CASD1	14
SKLM	ENSG00000184384	MAML2	14
SKLM	ENSG00000107249	GLIS3	14
SKLM	ENSG00000183763	TRAIP	14
SKLM	ENSG00000084733	RAB10	14
SKLM	ENSG00000034677	RNF19A	14
SKLM	ENSG00000198947	DMD	14
SKLM	ENSG00000279456	RP11-87H9.5	14
SKLM	ENSG00000154429	CCSAP	14
SKLM	ENSG00000149346	SLX4IP	14
SKLM	ENSG00000107864	CPEB3	14
SKLM	ENSG00000166845	C18orf54	14
SKLM	ENSG00000124383	MPHOSPH10	14
SKLM	ENSG00000156017	CARNMT1	14
SKLM	ENSG00000101773	RBBP8	14
SKLM	ENSG00000197852	FAM212B	14
SKLM	ENSG00000166822	TMEM170A	14
SKLM	ENSG00000101868	POLA1	14
SKLM	ENSG00000154310	TNIK	14
SKLM	ENSG00000056586	RC3H2	14
SKLM	ENSG00000115841	RMDN2	14
SKLM	ENSG00000141446	ESCO1	14
SKLM	ENSG00000111364	DDX55	14
SKLM	ENSG00000134121	CHL1	14
SKLM	ENSG00000213062	RP1-206D15.6	14
SKLM	ENSG00000107581	EIF3A	14
SKLM	ENSG00000129317	PUS7L	14
SKLM	ENSG00000166510	CCDC68	14
SKLM	ENSG00000150540	HNMT	14
SKLM	ENSG00000186814	ZSCAN30	14
SKLM	ENSG00000113648	H2AFY	14
SKLM	ENSG00000022976	ZNF839	14
SKLM	ENSG00000122417	ODF2L	14
SKLM	ENSG00000144228	SPOPL	14
SKLM	ENSG00000108094	CUL2	14
SKLM	ENSG00000114439	BBX	14
SKLM	ENSG00000148488	ST8SIA6	14
SKLM	ENSG00000197808	ZNF461	14
SKLM	ENSG00000105968	H2AFV	14
SKLM	ENSG00000125827	TMX4	14
SKLM	ENSG00000182957	SPATA13	14
SKLM	ENSG00000107815	C10orf2	14
SKLM	ENSG00000100722	ZC3H14	14
SKLM	ENSG00000118407	FILIP1	14
SKLM	ENSG00000101846	STS	14
SKLM	ENSG00000126216	TUBGCP3	14
SKLM	ENSG00000110330	BIRC2	14
SKLM	ENSG00000131115	ZNF227	14
SKLM	ENSG00000163811	WDR43	14
SKLM	ENSG00000273373	RP5-1074L1.4	14
SKLM	ENSG00000205213	LGR4	14
SKLM	ENSG00000145725	PPIP5K2	14
SKLM	ENSG00000115368	WDR75	14
SKLM	ENSG00000089682	RBM41	14
SKLM	ENSG00000083520	DIS3	14
SKLM	ENSG00000275764	RP11-582E3.6	14
SKLM	ENSG00000189060	H1F0	14
SKLM	ENSG00000156603	MED19	14
SKLM	ENSG00000091844	RGS17	14
SKLM	ENSG00000164654	MIOS	14
SKLM	ENSG00000136237	RAPGEF5	14
SKLM	ENSG00000144642	RBMS3	14
SKLM	ENSG00000166450	PRTG	14
SKLM	ENSG00000134884	ARGLU1	14
SKLM	ENSG00000104765	BNIP3L	14
SKLM	ENSG00000143190	POU2F1	14
SKLM	ENSG00000260400	RP11-119F7.5	14
SKLM	ENSG00000163029	SMC6	14
SKLM	ENSG00000167005	NUDT21	14
SKLM	ENSG00000169860	P2RY1	14
SKLM	ENSG00000109790	KLHL5	14
SKLM	ENSG00000229019	RP11-88I18.3	14
SKLM	ENSG00000170522	ELOVL6	14
SKLM	ENSG00000147526	TACC1	14
SKLM	ENSG00000105948	TTC26	14
SKLM	ENSG00000090376	IRAK3	14
SKLM	ENSG00000130962	PRRG1	14
SKLM	ENSG00000078403	MLLT10	14
SKLM	ENSG00000111875	ASF1A	14
SKLM	ENSG00000056097	ZFR	14
SKLM	ENSG00000189007	ADAT2	14
SKLM	ENSG00000128609	NDUFA5	14
SKLM	ENSG00000104205	SGK3	14
SKLM	ENSG00000106692	FKTN	14
SKLM	ENSG00000134317	GRHL1	14
SKLM	ENSG00000166986	MARS	14
SKLM	ENSG00000139517	LNX2	14
SKLM	ENSG00000140396	NCOA2	14
SKLM	ENSG00000162971	TYW5	14
SKLM	ENSG00000272800	RP11-438L19.1	14
SKLM	ENSG00000163406	SLC15A2	14
SKLM	ENSG00000151718	WWC2	14
SKLM	ENSG00000172071	EIF2AK3	14
SKLM	ENSG00000122008	POLK	14
SKLM	ENSG00000170949	ZNF160	14
SKLM	ENSG00000013375	PGM3	14
SKLM	ENSG00000068697	LAPTM4A	14
SKLM	ENSG00000176018	LYSMD3	14
SKLM	ENSG00000101544	ADNP2	14
SKLM	ENSG00000196821	C6orf106	14
SKLM	ENSG00000001036	FUCA2	14
SKLM	ENSG00000175548	ALG10B	14
SKLM	ENSG00000119471	HSDL2	14
SKLM	ENSG00000114757	PEX5L	14
SKLM	ENSG00000118432	CNR1	14
SKLM	ENSG00000215126	CBWD7	14
SKLM	ENSG00000163939	PBRM1	14
SKLM	ENSG00000089048	ESF1	14
SKLM	ENSG00000163946	FAM208A	14
SKLM	ENSG00000164187	LMBRD2	14
SKLM	ENSG00000156735	BAG4	14
SKLM	ENSG00000136098	NEK3	14
SKLM	ENSG00000196693	ZNF33B	14
SKLM	ENSG00000108061	SHOC2	14
SKLM	ENSG00000162437	RAVER2	14
SKLM	ENSG00000165572	KBTBD6	14
SKLM	ENSG00000198087	CD2AP	14
SKLM	ENSG00000163762	TM4SF18	14
SKLM	ENSG00000169045	HNRNPH1	14
SKLM	ENSG00000064651	SLC12A2	14
SKLM	ENSG00000074935	TUBE1	14
SKLM	ENSG00000105810	CDK6	14
SKLM	ENSG00000239388	ASB14	14
SKLM	ENSG00000174125	TLR1	14
SKLM	ENSG00000120802	TMPO	14
SKLM	ENSG00000276550	HERC2P2	14
SKLM	ENSG00000126804	ZBTB1	14
SKLM	ENSG00000187098	MITF	14
SKLM	ENSG00000178700	DHFRL1	14
SKLM	ENSG00000204186	ZDBF2	14
SKLM	ENSG00000100697	DICER1	14
SKLM	ENSG00000178567	EPM2AIP1	14
SKLM	ENSG00000134371	CDC73	14
SKLM	ENSG00000106025	TSPAN12	14
SKLM	ENSG00000157796	WDR19	14
SKLM	ENSG00000070950	RAD18	14
SKLM	ENSG00000013441	CLK1	14
SKLM	ENSG00000155975	VPS37A	14
SKLM	ENSG00000123572	NRK	14
SKLM	ENSG00000075151	EIF4G3	14
SKLM	ENSG00000105792	CFAP69	14
SKLM	ENSG00000110172	CHORDC1	14
SKLM	ENSG00000102349	KLF8	14
SKLM	ENSG00000128059	PPAT	14
SKLM	ENSG00000118762	PKD2	14
SKLM	ENSG00000152760	TCTEX1D1	14
SKLM	ENSG00000103047	TANGO6	14
SKLM	ENSG00000170325	PRDM10	14
SKLM	ENSG00000272341	RP1-151F17.2	14
SKLM	ENSG00000151498	ACAD8	14
SKLM	ENSG00000162664	ZNF326	14
SKLM	ENSG00000124788	ATXN1	14
SKLM	ENSG00000177707	PVRL3	14
SKLM	ENSG00000153201	RANBP2	14
SKLM	ENSG00000081237	PTPRC	14
SKLM	ENSG00000204217	BMPR2	14
SKLM	ENSG00000133657	ATP13A3	14
SKLM	ENSG00000166263	STXBP4	14
SKLM	ENSG00000155304	HSPA13	14
SKLM	ENSG00000147027	TMEM47	14
SKLM	ENSG00000154124	OTULIN	14
SKLM	ENSG00000143970	ASXL2	14
SKLM	ENSG00000258289	CHURC1	14
SKLM	ENSG00000096968	JAK2	14
SKLM	ENSG00000100625	SIX4	14
SKLM	ENSG00000155099	TMEM55A	14
SKLM	ENSG00000046604	DSG2	14
SKLM	ENSG00000198169	ZNF251	14
SKLM	ENSG00000092036	HAUS4	14
SKLM	ENSG00000113441	LNPEP	14
SKLM	ENSG00000185565	LSAMP	14
SKLM	ENSG00000083223	ZCCHC6	14
SKLM	ENSG00000090612	ZNF268	14
SKLM	ENSG00000124486	USP9X	14
SKLM	ENSG00000138814	PPP3CA	14
SKLM	ENSG00000086189	DIMT1	14
SKLM	ENSG00000167562	ZNF701	14
SKLM	ENSG00000138646	HERC5	14
SKLM	ENSG00000081320	STK17B	14
SKLM	ENSG00000129003	VPS13C	14
SKLM	ENSG00000119314	PTBP3	14
SKLM	ENSG00000183718	TRIM52	14
SKLM	ENSG00000101193	GID8	14
SKLM	ENSG00000116539	ASH1L	14
SKLM	ENSG00000039560	RAI14	14
SKLM	ENSG00000223960	AC009948.5	14
SKLM	ENSG00000279722	RP11-44F14.6	14
SKLM	ENSG00000151470	C4orf33	14
SKLM	ENSG00000158711	ELK4	14
SKLM	ENSG00000131725	WDR44	14
SKLM	ENSG00000117000	RLF	14
SKLM	ENSG00000023909	GCLM	14
SKLM	ENSG00000168491	CCDC110	14
SKLM	ENSG00000144306	SCRN3	14
SKLM	ENSG00000136636	KCTD3	14
SKLM	ENSG00000276564	CTA-276F8.1	14
SKLM	ENSG00000164938	TP53INP1	14
SKLM	ENSG00000169570	DTWD2	14
SKLM	ENSG00000130396	MLLT4	14
SKLM	ENSG00000075568	TMEM131	14
SKLM	ENSG00000122482	ZNF644	14
SKLM	ENSG00000163632	C3orf49	14
SKLM	ENSG00000077254	USP33	14
SKLM	ENSG00000143498	TAF1A	14
SKLM	ENSG00000043093	DCUN1D1	14
SKLM	ENSG00000174442	ZWILCH	14
SKLM	ENSG00000156136	DCK	14
SKLM	ENSG00000100650	SRSF5	14
SKLM	ENSG00000156172	C8orf37	14
SKLM	ENSG00000137760	ALKBH8	14
SKLM	ENSG00000127081	ZNF484	14
SKLM	ENSG00000102531	FNDC3A	14
SKLM	ENSG00000198648	STK39	14
SKLM	ENSG00000203668	CHML	14
SKLM	ENSG00000064726	BTBD1	14
SKLM	ENSG00000232630	PRPS1P2	14
SKLM	ENSG00000163602	RYBP	14
SKLM	ENSG00000100523	DDHD1	14
SKLM	ENSG00000137831	UACA	14
SKLM	ENSG00000197442	MAP3K5	14
SKLM	ENSG00000235652	RP11-545I5.3	14
SKLM	ENSG00000132356	PRKAA1	14
SKLM	ENSG00000115827	DCAF17	14
SKLM	ENSG00000123636	BAZ2B	14
SKLM	ENSG00000174842	GLMN	14
SKLM	ENSG00000177885	GRB2	14
SKLM	ENSG00000112175	BMP5	14
SKLM	ENSG00000154447	SH3RF1	14
SKLM	ENSG00000073921	PICALM	14
SKLM	ENSG00000111215	PRR4	14
SKLM	ENSG00000070018	LRP6	14
SKLM	ENSG00000189184	PCDH18	14
SKLM	ENSG00000166881	NEMP1	14
SKLM	ENSG00000138050	THUMPD2	14
SKLM	ENSG00000165338	HECTD2	14
SKLM	ENSG00000259623	RP11-156E6.1	14
SKLM	ENSG00000169507	SLC38A11	14
SKLM	ENSG00000165490	DDIAS	14
SKLM	ENSG00000112541	PDE10A	14
SKLM	ENSG00000172748	ZNF596	14
SKLM	ENSG00000213963	AC074286.1	14
SKLM	ENSG00000064989	CALCRL	14
SKLM	ENSG00000205133	TRIQK	14
SKLM	ENSG00000135052	GOLM1	14
SKLM	ENSG00000033122	LRRC7	14
SKLM	ENSG00000164953	TMEM67	14
SKLM	ENSG00000107643	MAPK8	14
SKLM	ENSG00000117228	GBP1	14
SKLM	ENSG00000189050	RNFT1	14
SKLM	ENSG00000123600	METTL8	14
SKLM	ENSG00000124613	ZNF391	14
SKLM	ENSG00000064313	TAF2	14
SKLM	ENSG00000196850	PPTC7	14
SKLM	ENSG00000155903	RASA2	14
SKLM	ENSG00000170456	DENND5B	14
SKLM	ENSG00000005483	KMT2E	14
SKLM	ENSG00000083312	TNPO1	14
SKLM	ENSG00000267041	ZNF850	14
SKLM	ENSG00000105835	NAMPT	14
SKLM	ENSG00000185697	MYBL1	14
SKLM	ENSG00000137628	DDX60	14
SKLM	ENSG00000260916	CCPG1	14
SKLM	ENSG00000186376	ZNF75D	14
SKLM	ENSG00000228716	DHFR	14
SKLM	ENSG00000153786	ZDHHC7	14
SKLM	ENSG00000215301	DDX3X	14
SKLM	ENSG00000152078	TMEM56	14
SKLM	ENSG00000272087	RP11-379F4.7	14
SKLM	ENSG00000232855	AF131217.1	14
SKLM	ENSG00000100129	EIF3L	14
SKLM	ENSG00000163635	ATXN7	14
SKLM	ENSG00000173744	AGFG1	14
SKLM	ENSG00000180855	ZNF443	14
SKLM	ENSG00000168116	KIAA1586	14
SKLM	ENSG00000046889	PREX2	14
SKLM	ENSG00000136628	EPRS	14
SKLM	ENSG00000154240	CEP112	14
SKLM	ENSG00000050405	LIMA1	14
SKLM	ENSG00000081818	PCDHB4	14
SKLM	ENSG00000085832	EPS15	14
SKLM	ENSG00000145075	CCDC39	14
SKLM	ENSG00000111790	FGFR1OP2	14
SKLM	ENSG00000178338	ZNF354B	14
SKLM	ENSG00000179454	KLHL28	14
SKLM	ENSG00000083720	OXCT1	14
SKLM	ENSG00000168297	PXK	14
SKLM	ENSG00000170448	NFXL1	14
SKLM	ENSG00000172667	ZMAT3	14
SKLM	ENSG00000172264	MACROD2	14
SKLM	ENSG00000155158	TTC39B	14
SKLM	ENSG00000065413	ANKRD44	14
SKLM	ENSG00000126870	WDR60	14
SKLM	ENSG00000178568	ERBB4	14
SKLM	ENSG00000148019	CEP78	14
SKLM	ENSG00000054267	ARID4B	14
SKLM	ENSG00000118200	CAMSAP2	14
SKLM	ENSG00000113282	CLINT1	14
SKLM	ENSG00000071794	HLTF	14
SKLM	ENSG00000133704	IPO8	14
SKLM	ENSG00000131051	RBM39	14
SKLM	ENSG00000095209	TMEM38B	14
SKLM	ENSG00000132773	TOE1	14
SKLM	ENSG00000108848	LUC7L3	14
SKLM	ENSG00000180998	GPR137C	14
SKLM	ENSG00000134852	CLOCK	14
SKLM	ENSG00000076248	UNG	14
SKLM	ENSG00000253251	CTC-534A2.2	14
SKLM	ENSG00000165006	UBAP1	14
SKLM	ENSG00000142687	KIAA0319L	14
SKLM	ENSG00000164741	DLC1	14
SKLM	ENSG00000117523	PRRC2C	14
SKLM	ENSG00000089775	ZBTB25	14
SKLM	ENSG00000108654	DDX5	14
SKLM	ENSG00000198642	KLHL9	14
SKLM	ENSG00000154511	FAM69A	14
SKLM	ENSG00000156650	KAT6B	14
SKLM	ENSG00000128335	APOL2	14
SKLM	ENSG00000256771	ZNF253	14
SKLM	ENSG00000155545	MIER3	14
SKLM	ENSG00000272108	AC005754.8	14
SKLM	ENSG00000248334	WHAMMP2	14
SKLM	ENSG00000163558	PRKCI	14
SKLM	ENSG00000133687	TMTC1	14
SKLM	ENSG00000138604	GLCE	14
SKLM	ENSG00000124406	ATP8A1	14
SKLM	ENSG00000140950	TLDC1	14
SKLM	ENSG00000182141	ZNF708	14
SKLM	ENSG00000037637	FBXO42	14
SKLM	ENSG00000189079	ARID2	14
SKLM	ENSG00000136021	SCYL2	14
SKLM	ENSG00000171291	ZNF439	14
SKLM	ENSG00000114861	FOXP1	14
SKLM	ENSG00000280385	AP000648.5	14
SKLM	ENSG00000163617	CCDC191	14
SKLM	ENSG00000112701	SENP6	14
SKLM	ENSG00000099284	H2AFY2	14
SKLM	ENSG00000092531	SNAP23	14
SKLM	ENSG00000138035	PNPT1	14
SKLM	ENSG00000164951	PDP1	14
SKLM	ENSG00000161813	LARP4	14
SKLM	ENSG00000113532	ST8SIA4	14
SKLM	ENSG00000166170	BAG5	14
SKLM	ENSG00000140367	UBE2Q2	14
SKLM	ENSG00000196369	SRGAP2B	14
SKLM	ENSG00000164323	CFAP97	14
SKLM	ENSG00000164221	CCDC112	14
SKLM	ENSG00000276644	DACH1	14
SKLM	ENSG00000153975	ZUFSP	14
SKLM	ENSG00000164944	KIAA1429	14
SKLM	ENSG00000118402	ELOVL4	14
SKLM	ENSG00000001497	LAS1L	14
SKLM	ENSG00000068400	GRIPAP1	14
SKLM	ENSG00000137845	ADAM10	14
SKLM	ENSG00000156042	CFAP70	14
SKLM	ENSG00000119541	VPS4B	14
SKLM	ENSG00000023516	AKAP11	14
SKLM	ENSG00000172469	MANEA	14
SKLM	ENSG00000151849	CENPJ	14
SKLM	ENSG00000171160	MORN4	14
SKLM	ENSG00000159479	MED8	14
SKLM	ENSG00000122641	INHBA	14
SKLM	ENSG00000188171	ZNF626	14
SKLM	ENSG00000083937	CHMP2B	14
SKLM	ENSG00000153904	DDAH1	14
SKLM	ENSG00000138411	HECW2	14
SKLM	ENSG00000156531	PHF6	14
SKLM	ENSG00000162599	NFIA	14
SKLM	ENSG00000139508	SLC46A3	14
SKLM	ENSG00000180398	MCFD2	14
SKLM	ENSG00000188158	NHS	14
SKLM	ENSG00000183340	JRKL	14
SKLM	ENSG00000107290	SETX	14
SKLM	ENSG00000143374	TARS2	14
SKLM	ENSG00000104427	ZC2HC1A	14
SKLM	ENSG00000197566	ZNF624	14
SKLM	ENSG00000069493	CLEC2D	14
SKLM	ENSG00000011566	MAP4K3	14
SKLM	ENSG00000272807	RP11-260M2.1	14
SKLM	ENSG00000021574	SPAST	14
SKLM	ENSG00000148110	HIATL1	14
SKLM	ENSG00000166912	MTMR10	14
SKLM	ENSG00000179152	TCAIM	14
SKLM	ENSG00000163320	CGGBP1	14
SKLM	ENSG00000052841	TTC17	14
SKLM	ENSG00000102763	VWA8	14
SKLM	ENSG00000153879	CEBPG	14
SKLM	ENSG00000196199	MPHOSPH8	14
SKLM	ENSG00000087470	DNM1L	14
SKLM	ENSG00000196584	XRCC2	14
SKLM	ENSG00000154359	LONRF1	14
SKLM	ENSG00000111877	MCM9	14
SKLM	ENSG00000156504	FAM122B	14
SKLM	ENSG00000108946	PRKAR1A	14
SKLM	ENSG00000056277	ZNF280C	14
SKLM	ENSG00000046653	GPM6B	14
SKLM	ENSG00000117174	ZNHIT6	14
SKLM	ENSG00000062370	ZNF112	14
SKLM	ENSG00000169282	KCNAB1	14
SKLM	ENSG00000107938	EDRF1	14
SKLM	ENSG00000141279	NPEPPS	14
SKLM	ENSG00000113391	FAM172A	14
SKLM	ENSG00000096401	CDC5L	14
SKLM	ENSG00000116199	FAM20B	14
SKLM	ENSG00000142892	PIGK	14
SKLM	ENSG00000065883	CDK13	14
SKLM	ENSG00000278959	RP11-455I9.1	14
SKLM	ENSG00000139496	NUP58	14
SKLM	ENSG00000085491	SLC25A24	14
SKLM	ENSG00000120539	MASTL	14
SKLM	ENSG00000134970	TMED7	14
SKLM	ENSG00000075420	FNDC3B	14
SKLM	ENSG00000271997	RP11-97O12.6	14
SKLM	ENSG00000005022	SLC25A5	14
SKLM	ENSG00000135365	PHF21A	14
SKLM	ENSG00000198000	NOL8	14
SKLM	ENSG00000156875	HIAT1	14
SKLM	ENSG00000273014	RP11-225B17.2	14
SKLM	ENSG00000152749	GPR180	14
SKLM	ENSG00000055609	KMT2C	14
SKLM	ENSG00000172845	SP3	14
SKLM	ENSG00000057657	PRDM1	14
SKLM	ENSG00000261609	GAN	14
SKLM	ENSG00000197016	ZNF470	14
SKLM	ENSG00000104343	UBE2W	14
SKLM	ENSG00000138767	CNOT6L	14
SKLM	ENSG00000170631	ZNF16	14
SKLM	ENSG00000108381	ASPA	14
SKLM	ENSG00000091732	ZC3HC1	14
SKLM	ENSG00000272760	RP11-5C23.1	14
SKLM	ENSG00000145012	LPP	14
SKLM	ENSG00000153982	GDPD1	14
SKLM	ENSG00000127022	CANX	14
SKLM	ENSG00000281501	SEPSECS-AS1	14
SKLM	ENSG00000157349	DDX19B	14
SKLM	ENSG00000213949	ITGA1	14
SKLM	ENSG00000170017	ALCAM	14
SKLM	ENSG00000168743	NPNT	14
SKLM	ENSG00000170185	USP38	14
SKLM	ENSG00000169826	CSGALNACT2	14
SKLM	ENSG00000141424	SLC39A6	14
