tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000095627	TDRD1	85
BLOOD	ENSG00000154920	EME1	85
BLOOD	ENSG00000225265	TAF1A-AS1	85
BLOOD	ENSG00000274767	AC131056.3	85
BLOOD	ENSG00000229043	AC091729.9	85
BLOOD	ENSG00000124429	POF1B	85
BLOOD	ENSG00000237021	RP3-486I3.7	85
BLOOD	ENSG00000185736	ADARB2	85
BLOOD	ENSG00000163576	EFHB	85
BLOOD	ENSG00000249846	RP11-77P16.4	85
BLOOD	ENSG00000131941	RHPN2	85
BLOOD	ENSG00000142494	SLC47A1	85
BLOOD	ENSG00000225194	LINC00092	85
BLOOD	ENSG00000232811	RP11-96K19.2	85
BLOOD	ENSG00000158528	PPP1R9A	85
BLOOD	ENSG00000235618	FAM21EP	85
BLOOD	ENSG00000250159	RP11-381K20.2	85
BLOOD	ENSG00000108379	WNT3	85
BLOOD	ENSG00000169242	EFNA1	85
BLOOD	ENSG00000228434	AC004951.6	85
BLOOD	ENSG00000135314	KHDC1	85
BLOOD	ENSG00000260293	RP11-715J22.6	85
BLOOD	ENSG00000236682	AC068282.3	85
BLOOD	ENSG00000164265	SCGB3A2	85
BLOOD	ENSG00000268912	CTD-2619J13.17	85
BLOOD	ENSG00000256299	RP11-989F5.3	85
BLOOD	ENSG00000257181	RP11-611O2.5	85
BLOOD	ENSG00000100276	RASL10A	85
BLOOD	ENSG00000141665	FBXO15	85
BLOOD	ENSG00000259539	CTD-2651B20.1	85
BLOOD	ENSG00000249786	EAF1-AS1	85
BLOOD	ENSG00000260924	LINC01311	85
BLOOD	ENSG00000276070	CCL4L2	85
BLOOD	ENSG00000227953	LINC01341	85
BLOOD	ENSG00000000003	TSPAN6	85
BLOOD	ENSG00000261737	RP4-612B15.3	85
BLOOD	ENSG00000174721	FGFBP3	85
BLOOD	ENSG00000117595	IRF6	85
BLOOD	ENSG00000227189	AC092535.3	85
BLOOD	ENSG00000204253	HNRNPCP2	85
BLOOD	ENSG00000115112	TFCP2L1	85
BLOOD	ENSG00000233690	EBAG9P1	85
BLOOD	ENSG00000119147	C2orf40	85
BLOOD	ENSG00000254363	CTB-131B5.5	85
BLOOD	ENSG00000215915	ATAD3C	85
BLOOD	ENSG00000266801	RP11-521L9.2	85
BLOOD	ENSG00000238287	RP11-656D10.3	85
BLOOD	ENSG00000105146	AURKC	85
BLOOD	ENSG00000165300	SLITRK5	85
BLOOD	ENSG00000273340	MICE	85
BLOOD	ENSG00000201457	SNORA55	85
BLOOD	ENSG00000080823	MOK	85
BLOOD	ENSG00000278434	RP11-709D24.8	85
BLOOD	ENSG00000183579	ZNRF3	85
BLOOD	ENSG00000132874	SLC14A2	85
BLOOD	ENSG00000237513	RP11-325F22.2	85
BLOOD	ENSG00000261533	RP11-15N24.4	85
BLOOD	ENSG00000165810	BTNL9	85
BLOOD	ENSG00000158301	GPRASP2	85
BLOOD	ENSG00000263013	RP11-876N24.5	85
BLOOD	ENSG00000080166	DCT	85
BLOOD	ENSG00000277534	RP11-9E17.1	85
BLOOD	ENSG00000177181	RIMKLA	85
BLOOD	ENSG00000238862	SNORD19B	85
BLOOD	ENSG00000224729	PCOLCE-AS1	85
BLOOD	ENSG00000197813	CTC-301O7.4	85
BLOOD	ENSG00000221184	MIR1254-1	85
BLOOD	ENSG00000188993	LRRC66	85
BLOOD	ENSG00000273314	RP5-1136G13.2	85
BLOOD	ENSG00000227036	LINC00511	85
BLOOD	ENSG00000260000	RP3-467N11.1	85
BLOOD	ENSG00000145708	CRHBP	85
BLOOD	ENSG00000139044	B4GALNT3	85
BLOOD	ENSG00000127863	TNFRSF19	85
BLOOD	ENSG00000117600	PLPPR4	85
BLOOD	ENSG00000213513	RP13-39P12.2	85
BLOOD	ENSG00000247595	SPTY2D1-AS1	85
BLOOD	ENSG00000271447	MMP28	85
BLOOD	ENSG00000259583	RP11-66B24.4	85
BLOOD	ENSG00000248866	USP46-AS1	85
BLOOD	ENSG00000267586	LINC00907	85
BLOOD	ENSG00000230373	GOLGA6L5P	85
BLOOD	ENSG00000177453	NIM1K	85
BLOOD	ENSG00000246308	RP11-685M7.3	85
BLOOD	ENSG00000273375	RP11-803P9.1	85
BLOOD	ENSG00000226752	PSMD5-AS1	85
BLOOD	ENSG00000179455	MKRN3	85
BLOOD	ENSG00000227242	NBPF13P	85
BLOOD	ENSG00000263033	RP11-396B14.2	85
BLOOD	ENSG00000188385	JAKMIP3	85
BLOOD	ENSG00000185267	CDNF	85
BLOOD	ENSG00000253910	PCDHGB2	85
BLOOD	ENSG00000267655	CTD-2286N8.2	85
BLOOD	ENSG00000147889	CDKN2A	85
BLOOD	ENSG00000198729	PPP1R14C	85
BLOOD	ENSG00000280022	RP11-707O23.1	85
BLOOD	ENSG00000224903	AC005534.8	85
BLOOD	ENSG00000149201	CCDC81	85
BLOOD	ENSG00000154065	ANKRD29	85
BLOOD	ENSG00000169989	TIGD4	85
BLOOD	ENSG00000178222	RNF212	85
BLOOD	ENSG00000235271	LINC01422	85
BLOOD	ENSG00000196581	AJAP1	85
BLOOD	ENSG00000274964	RP11-817I4.1	85
BLOOD	ENSG00000263400	TMEM220-AS1	85
BLOOD	ENSG00000207500	SNORD102	85
BLOOD	ENSG00000169684	CHRNA5	85
BLOOD	ENSG00000112902	SEMA5A	85
BLOOD	ENSG00000170390	DCLK2	85
BLOOD	ENSG00000260672	RP11-1006G14.1	85
BLOOD	ENSG00000100142	POLR2F	85
BLOOD	ENSG00000184156	KCNQ3	85
BLOOD	ENSG00000243926	TIPARP-AS1	85
BLOOD	ENSG00000075035	WSCD2	85
BLOOD	ENSG00000148219	ASTN2	85
BLOOD	ENSG00000229007	EXOSC3P1	85
BLOOD	ENSG00000247081	BAALC-AS1	85
BLOOD	ENSG00000162755	KLHDC9	85
BLOOD	ENSG00000272599	RP11-152N13.16	85
BLOOD	ENSG00000272444	RP11-1017G21.6	85
BLOOD	ENSG00000184194	GPR173	85
BLOOD	ENSG00000177103	DSCAML1	85
BLOOD	ENSG00000233602	ERI3-IT1	85
BLOOD	ENSG00000240509	RPL34P18	85
BLOOD	ENSG00000271966	RP11-7F18.2	85
BLOOD	ENSG00000266953	RP11-618P17.4	85
BLOOD	ENSG00000143512	HHIPL2	85
BLOOD	ENSG00000227456	LINC00310	85
BLOOD	ENSG00000186369	LINC00643	85
BLOOD	ENSG00000170293	CMTM8	85
BLOOD	ENSG00000139926	FRMD6	85
BLOOD	ENSG00000198580	RP11-611L7.2	85
BLOOD	ENSG00000107249	GLIS3	85
BLOOD	ENSG00000154165	GPR15	85
BLOOD	ENSG00000267278	MAP3K14-AS1	85
BLOOD	ENSG00000261286	RP11-517C16.2	85
BLOOD	ENSG00000211553	AC253576.2	85
BLOOD	ENSG00000228010	AC073343.13	85
BLOOD	ENSG00000163689	C3orf67	85
BLOOD	ENSG00000168427	KLHL30	85
BLOOD	ENSG00000273153	RP11-406H21.2	85
BLOOD	ENSG00000279499	RP11-490N5.3	85
BLOOD	ENSG00000281207	SLFNL1-AS1	85
BLOOD	ENSG00000240489	SETP14	85
BLOOD	ENSG00000278662	GOLGA6L10	85
BLOOD	ENSG00000120645	IQSEC3	85
BLOOD	ENSG00000173567	ADGRF3	85
BLOOD	ENSG00000230424	RP1-43E13.2	85
BLOOD	ENSG00000260144	RP11-361M10.3	85
BLOOD	ENSG00000186399	GOLGA8R	85
BLOOD	ENSG00000244192	RP11-114H7.1	85
BLOOD	ENSG00000225377	NRSN2-AS1	85
BLOOD	ENSG00000173809	TDRD12	85
BLOOD	ENSG00000043591	ADRB1	85
BLOOD	ENSG00000182890	GLUD2	85
BLOOD	ENSG00000280401	RP11-104F15.9	85
BLOOD	ENSG00000142279	WTIP	85
BLOOD	ENSG00000260671	RP11-278A23.2	85
BLOOD	ENSG00000236296	GUSBP5	85
BLOOD	ENSG00000283078	RP11-11M20.4	85
BLOOD	ENSG00000217648	RP1-95L4.4	85
BLOOD	ENSG00000225465	RFPL1S	85
BLOOD	ENSG00000278987	LA16c-431H6.7	85
BLOOD	ENSG00000221886	ZBED8	85
BLOOD	ENSG00000196335	STK31	85
BLOOD	ENSG00000270020	RP11-463O9.9	85
BLOOD	ENSG00000269921	RP11-646I6.5	85
BLOOD	ENSG00000196542	SPTSSB	85
BLOOD	ENSG00000091651	ORC6	85
BLOOD	ENSG00000146005	PSD2	85
BLOOD	ENSG00000172717	FAM71D	85
BLOOD	ENSG00000251867	RP11-48B3.5	85
BLOOD	ENSG00000016391	CHDH	85
BLOOD	ENSG00000261428	RP11-16P6.1	85
BLOOD	ENSG00000224023	FLJ37035	85
BLOOD	ENSG00000260464	RP4-561L24.3	85
BLOOD	ENSG00000247498	RP11-392P7.6	85
BLOOD	ENSG00000202343	SNORA2	85
BLOOD	ENSG00000258824	CTD-2555O16.2	85
BLOOD	ENSG00000257210	NACAP3	85
BLOOD	ENSG00000272858	CTA-292E10.8	85
BLOOD	ENSG00000261618	RP11-79H23.3	85
BLOOD	ENSG00000224424	PRKAR2A-AS1	85
BLOOD	ENSG00000266718	RP11-466A19.1	85
BLOOD	ENSG00000269800	PLEKHA3P1	85
BLOOD	ENSG00000253669	KB-1732A1.1	85
BLOOD	ENSG00000166743	ACSM1	85
BLOOD	ENSG00000279968	GVQW2	85
BLOOD	ENSG00000144115	THNSL2	85
BLOOD	ENSG00000156113	KCNMA1	85
BLOOD	ENSG00000271882	KB-1410C5.5	85
BLOOD	ENSG00000248794	CTD-2248H3.1	85
BLOOD	ENSG00000277662	RP11-74J13.9	85
BLOOD	ENSG00000236432	AC097662.2	85
BLOOD	ENSG00000272129	RP11-250B2.6	85
BLOOD	ENSG00000238390	SNORA81	85
BLOOD	ENSG00000162482	AKR7A3	85
BLOOD	ENSG00000256116	RP11-783K16.14	85
BLOOD	ENSG00000260615	RPL23AP97	85
BLOOD	ENSG00000280239	CTB-50L17.8	85
BLOOD	ENSG00000261879	RP11-333E1.1	85
BLOOD	ENSG00000232907	DLGAP4-AS1	85
BLOOD	ENSG00000266677	RP11-258F1.1	85
BLOOD	ENSG00000277954	RP11-679B19.1	85
BLOOD	ENSG00000232995	RGS5	85
BLOOD	ENSG00000279204	RP11-175K6.2	85
BLOOD	ENSG00000261839	RP1-265C24.8	85
BLOOD	ENSG00000267390	RP11-635N19.1	85
BLOOD	ENSG00000154240	CEP112	85
BLOOD	ENSG00000203943	SAMD13	85
BLOOD	ENSG00000214770	RP11-544I20.2	85
BLOOD	ENSG00000233170	RP11-863K10.4	85
BLOOD	ENSG00000276934	RP11-231E4.5	85
BLOOD	ENSG00000211454	AKR7L	85
BLOOD	ENSG00000272323	CTD-2517O10.6	85
BLOOD	ENSG00000036530	CYP46A1	85
BLOOD	ENSG00000220744	RPL5P18	85
BLOOD	ENSG00000261115	TMEM178B	85
BLOOD	ENSG00000261786	RP4-555D20.2	85
BLOOD	ENSG00000232838	PET117	85
BLOOD	ENSG00000266524	GDF10	85
BLOOD	ENSG00000259659	RP11-151N17.1	85
BLOOD	ENSG00000274667	RP11-31H5.3	85
BLOOD	ENSG00000250132	RP11-359B12.2	85
BLOOD	ENSG00000224358	RP11-466F5.8	85
BLOOD	ENSG00000183171	RP11-49C9.2	85
BLOOD	ENSG00000259065	RP5-1021I20.1	85
BLOOD	ENSG00000253485	PCDHGA5	85
BLOOD	ENSG00000155066	PROM2	85
BLOOD	ENSG00000204745	AC083899.3	85
BLOOD	ENSG00000250222	CTC-338M12.5	85
BLOOD	ENSG00000277851	RP11-756G20.1	85
BLOOD	ENSG00000273219	RP11-644N4.1	85
BLOOD	ENSG00000112139	MDGA1	85
BLOOD	ENSG00000253305	PCDHGB6	85
BLOOD	ENSG00000273090	RP11-78I14.1	85
BLOOD	ENSG00000225171	DUTP6	85
BLOOD	ENSG00000268584	RP11-464F9.20	85
BLOOD	ENSG00000147570	DNAJC5B	85
BLOOD	ENSG00000279576	AP000769.1	85
BLOOD	ENSG00000255121	RP11-110I1.12	85
BLOOD	ENSG00000153157	SYCP2L	85
BLOOD	ENSG00000167695	FAM57A	85
BLOOD	ENSG00000250731	TPM3P6	85
BLOOD	ENSG00000226849	RP4-635E18.7	85
BLOOD	ENSG00000206602	SNORD58A	85
BLOOD	ENSG00000180245	RRH	85
BLOOD	ENSG00000270659	RP11-105N14.1	85
BLOOD	ENSG00000124780	KCNK17	85
BLOOD	ENSG00000105737	GRIK5	85
BLOOD	ENSG00000260388	LINC00562	85
BLOOD	ENSG00000137821	LRRC49	85
BLOOD	ENSG00000273014	RP11-225B17.2	85
BLOOD	ENSG00000240591	RP11-247I13.11	85
BLOOD	ENSG00000134504	KCTD1	85
BLOOD	ENSG00000266368	RP11-1096G20.5	85
BLOOD	ENSG00000259158	ADAM20P1	85
BLOOD	ENSG00000075213	SEMA3A	85
BLOOD	ENSG00000204147	ASAH2B	85
BLOOD	ENSG00000214541	RPS4XP3	85
BLOOD	ENSG00000255222	SETP17	85
BLOOD	ENSG00000261061	RP11-303E16.2	85
BLOOD	ENSG00000241962	RP11-111H13.1	85
BLOOD	ENSG00000278000	AC139100.4	85
BLOOD	ENSG00000228274	RP3-508I15.9	85
BLOOD	ENSG00000267197	CTC-429L19.3	85
BLOOD	ENSG00000158423	RIBC1	85
BLOOD	ENSG00000121690	DEPDC7	85
BLOOD	ENSG00000251143	RP11-849H4.4	85
BLOOD	ENSG00000279048	RP11-511H23.2	85
BLOOD	ENSG00000158427	TMSB15B	85
BLOOD	ENSG00000271828	CTD-2310F14.1	85
BLOOD	ENSG00000257556	RP11-44N21.1	85
BLOOD	ENSG00000116690	PRG4	85
BLOOD	ENSG00000227741	RP11-536C5.7	85
BLOOD	ENSG00000119946	CNNM1	85
BLOOD	ENSG00000197279	ZNF165	85
BLOOD	ENSG00000219755	RP1-199J3.5	85
BLOOD	ENSG00000230417	LINC00856	85
BLOOD	ENSG00000273747	RP11-90B9.3	85
BLOOD	ENSG00000260285	RP11-600F24.7	85
BLOOD	ENSG00000068781	STON1-GTF2A1L	85
BLOOD	ENSG00000236814	RP11-446E9.1	85
BLOOD	ENSG00000275367	RP11-266K4.14	85
BLOOD	ENSG00000187987	ZSCAN23	85
BLOOD	ENSG00000257243	RP11-133N21.7	85
BLOOD	ENSG00000087076	HSD17B14	85
BLOOD	ENSG00000205571	SMN2	85
BLOOD	ENSG00000176909	MAMSTR	85
BLOOD	ENSG00000137571	SLCO5A1	85
BLOOD	ENSG00000200259	SNORD35A	85
BLOOD	ENSG00000271270	TMCC1-AS1	85
BLOOD	ENSG00000277986	U4	85
BLOOD	ENSG00000175267	VWA3A	85
BLOOD	ENSG00000255733	IFNG-AS1	85
BLOOD	ENSG00000199691	RN7SKP173	85
BLOOD	ENSG00000227001	NBPF2P	85
BLOOD	ENSG00000144792	ZNF660	85
BLOOD	ENSG00000143994	ABHD1	85
BLOOD	ENSG00000273203	AC006946.16	85
BLOOD	ENSG00000215237	RP11-54D18.2	85
BLOOD	ENSG00000141655	TNFRSF11A	85
BLOOD	ENSG00000270681	RP11-372K14.2	85
BLOOD	ENSG00000099957	P2RX6	85
BLOOD	ENSG00000232545	KB-318B8.7	85
BLOOD	ENSG00000158813	EDA	85
BLOOD	ENSG00000267272	LINC01140	85
BLOOD	ENSG00000258325	RP4-816N1.6	85
BLOOD	ENSG00000162594	IL23R	85
BLOOD	ENSG00000168502	MTCL1	85
BLOOD	ENSG00000250326	RP11-284M14.1	85
BLOOD	ENSG00000272720	CTA-228A9.3	85
BLOOD	ENSG00000049247	UTS2	85
BLOOD	ENSG00000162620	LRRIQ3	85
BLOOD	ENSG00000116254	CHD5	85
BLOOD	ENSG00000167914	GSDMA	85
BLOOD	ENSG00000272077	RP11-348P10.2	85
BLOOD	ENSG00000140807	NKD1	85
BLOOD	ENSG00000091137	SLC26A4	85
BLOOD	ENSG00000129474	AJUBA	85
BLOOD	ENSG00000228172	RP1-317E23.3	85
BLOOD	ENSG00000276085	CCL3L3	85
BLOOD	ENSG00000180730	SHISA2	85
BLOOD	ENSG00000266783	RP11-715F3.2	85
BLOOD	ENSG00000182508	LHFPL1	85
BLOOD	ENSG00000166833	NAV2	85
BLOOD	ENSG00000146242	TPBG	85
BLOOD	ENSG00000226530	RP11-348F1.2	85
BLOOD	ENSG00000245498	RP11-677M14.7	85
BLOOD	ENSG00000228436	RP5-864K19.4	85
BLOOD	ENSG00000254860	TMEM9B-AS1	85
BLOOD	ENSG00000273568	RP11-417L19.6	85
BLOOD	ENSG00000163633	C4orf36	85
BLOOD	ENSG00000162738	VANGL2	85
BLOOD	ENSG00000269473	CTD-2619J13.19	85
BLOOD	ENSG00000272156	RP11-477N3.1	85
BLOOD	ENSG00000267058	RP11-15A1.3	85
BLOOD	ENSG00000269439	CTD-3131K8.2	85
BLOOD	ENSG00000205913	SRRM2-AS1	85
BLOOD	ENSG00000155530	LRGUK	85
BLOOD	ENSG00000259845	HERC2P10	85
BLOOD	ENSG00000113249	HAVCR1	85
BLOOD	ENSG00000225361	PPP1R26-AS1	85
BLOOD	ENSG00000272910	RP11-15L13.4	85
BLOOD	ENSG00000261096	RP11-690I21.2	85
BLOOD	ENSG00000267711	RP11-686D22.5	85
BLOOD	ENSG00000270558	CTD-2124B8.2	85
BLOOD	ENSG00000215146	RP11-313J2.1	85
BLOOD	ENSG00000260625	RP11-452L6.7	85
BLOOD	ENSG00000225302	RP11-539I5.1	85
BLOOD	ENSG00000254415	SIGLEC14	85
BLOOD	ENSG00000201302	SNORA65	85
BLOOD	ENSG00000157653	C9orf43	85
BLOOD	ENSG00000226435	ANKRD18DP	85
BLOOD	ENSG00000225880	LINC00115	85
BLOOD	ENSG00000160307	S100B	85
BLOOD	ENSG00000258057	BCDIN3D-AS1	85
BLOOD	ENSG00000144369	FAM171B	85
BLOOD	ENSG00000132330	SCLY	85
BLOOD	ENSG00000187624	C17orf97	85
BLOOD	ENSG00000116285	ERRFI1	85
BLOOD	ENSG00000258244	OSTF1P1	85
BLOOD	ENSG00000205209	SCGB2B2	85
BLOOD	ENSG00000159212	CLIC6	85
BLOOD	ENSG00000106686	SPATA6L	85
BLOOD	ENSG00000230658	KLHL7-AS1	85
BLOOD	ENSG00000224281	SLC25A5-AS1	85
BLOOD	ENSG00000269693	CTD-2192J16.20	85
BLOOD	ENSG00000136449	MYCBPAP	85
BLOOD	ENSG00000247735	CTD-2574D22.2	85
BLOOD	ENSG00000165617	DACT1	85
BLOOD	ENSG00000230445	LRRC37A6P	85
BLOOD	ENSG00000162877	PM20D1	85
BLOOD	ENSG00000135549	PKIB	85
BLOOD	ENSG00000266916	ZNF793-AS1	85
BLOOD	ENSG00000186280	KDM4D	85
BLOOD	ENSG00000172602	RND1	85
BLOOD	ENSG00000279805	CTA-212A2.1	85
BLOOD	ENSG00000102048	ASB9	85
BLOOD	ENSG00000224356	RP11-151A6.4	85
BLOOD	ENSG00000137968	SLC44A5	85
BLOOD	ENSG00000151778	SERP2	85
BLOOD	ENSG00000279355	AGPAT4-IT1	85
BLOOD	ENSG00000257135	RP11-320M2.1	85
BLOOD	ENSG00000252150	AC092574.2	85
BLOOD	ENSG00000177283	FZD8	85
BLOOD	ENSG00000230074	RP11-195F19.9	85
BLOOD	ENSG00000231466	CTA-246H3.11	85
BLOOD	ENSG00000115705	TPO	85
BLOOD	ENSG00000197935	ZNF311	85
BLOOD	ENSG00000186862	PDZD7	85
BLOOD	ENSG00000100448	CTSG	85
BLOOD	ENSG00000272142	RP11-428J1.5	85
BLOOD	ENSG00000165695	AK8	85
BLOOD	ENSG00000279329	CTD-2553L13.9	85
BLOOD	ENSG00000279800	BCLAF1P2	85
BLOOD	ENSG00000144847	IGSF11	85
BLOOD	ENSG00000132010	ZNF20	85
BLOOD	ENSG00000250075	RP11-584P21.2	85
BLOOD	ENSG00000272463	RP11-532F6.3	85
BLOOD	ENSG00000275996	SNORD27	85
BLOOD	ENSG00000272690	RP11-803B1.8	85
BLOOD	ENSG00000225793	RP1-234P15.4	85
BLOOD	ENSG00000215187	FAM166B	85
BLOOD	ENSG00000234043	RP11-56M3.1	85
BLOOD	ENSG00000123843	C4BPB	85
BLOOD	ENSG00000172554	SNTG2	85
BLOOD	ENSG00000277566	RP11-545P7.9	85
BLOOD	ENSG00000230772	VN1R108P	85
BLOOD	ENSG00000183873	SCN5A	85
BLOOD	ENSG00000207051	SNORA27	85
BLOOD	ENSG00000245017	RP11-181C3.1	85
BLOOD	ENSG00000065361	ERBB3	85
BLOOD	ENSG00000256651	RP11-144O23.8	85
BLOOD	ENSG00000227354	RBM26-AS1	85
BLOOD	ENSG00000213512	GBP7	85
BLOOD	ENSG00000260063	RP5-968P14.2	85
BLOOD	ENSG00000227252	AC105760.2	85
BLOOD	ENSG00000168702	LRP1B	85
BLOOD	ENSG00000102837	OLFM4	85
BLOOD	ENSG00000259172	RP11-299G20.2	85
BLOOD	ENSG00000105889	STEAP1B	85
BLOOD	ENSG00000134077	THUMPD3	85
BLOOD	ENSG00000166265	CYYR1	85
BLOOD	ENSG00000277423	RP11-173P15.9	85
BLOOD	ENSG00000274605	RP11-12G12.7	85
BLOOD	ENSG00000169435	RASSF6	85
BLOOD	ENSG00000136895	GARNL3	85
BLOOD	ENSG00000246792	RP11-68L18.1	85
BLOOD	ENSG00000168000	BSCL2	85
BLOOD	ENSG00000202363	SNORA62	85
BLOOD	ENSG00000105270	CLIP3	85
BLOOD	ENSG00000127074	RGS13	85
BLOOD	ENSG00000076716	GPC4	85
BLOOD	ENSG00000272842	RP11-513M16.7	85
BLOOD	ENSG00000280187	CTC-351M12.1	85
BLOOD	ENSG00000253704	RP11-267M23.4	85
BLOOD	ENSG00000248677	CTD-2044J15.1	85
BLOOD	ENSG00000261335	RP11-318A15.2	85
BLOOD	ENSG00000142621	FHAD1	85
BLOOD	ENSG00000213160	KLHL23	85
BLOOD	ENSG00000237352	LINC01358	85
BLOOD	ENSG00000268364	SMC5-AS1	85
BLOOD	ENSG00000225806	RP1-309F20.3	85
BLOOD	ENSG00000254414	RP11-182J1.1	85
BLOOD	ENSG00000227536	SOCS5P4	85
BLOOD	ENSG00000205791	LOH12CR2	85
BLOOD	ENSG00000279923	CTD-2008E3.1	85
BLOOD	ENSG00000170161	RP11-262H14.4	85
BLOOD	ENSG00000245573	BDNF-AS	85
BLOOD	ENSG00000273419	RP4-751H13.7	85
BLOOD	ENSG00000229852	RP11-398K22.12	85
BLOOD	ENSG00000266921	RP11-15A1.7	85
BLOOD	ENSG00000248632	RP11-366M4.11	85
BLOOD	ENSG00000251417	RP11-1348G14.4	85
BLOOD	ENSG00000170954	ZNF415	85
BLOOD	ENSG00000161249	DMKN	85
BLOOD	ENSG00000226763	SRRM5	85
BLOOD	ENSG00000099974	DDTL	85
BLOOD	ENSG00000267270	PARD6G-AS1	85
BLOOD	ENSG00000180801	ARSJ	85
BLOOD	ENSG00000231948	HS1BP3-IT1	85
BLOOD	ENSG00000170891	CYTL1	85
BLOOD	ENSG00000160172	FAM86C2P	85
BLOOD	ENSG00000235961	PNMA6A	85
BLOOD	ENSG00000274776	RP11-687F6.5	85
BLOOD	ENSG00000197275	RAD54B	85
BLOOD	ENSG00000218565	RP11-12A2.1	85
BLOOD	ENSG00000228623	ZNF883	85
BLOOD	ENSG00000124216	SNAI1	85
BLOOD	ENSG00000260526	RP11-73K9.2	85
BLOOD	ENSG00000235978	AC018816.3	85
BLOOD	ENSG00000178201	VN1R1	85
BLOOD	ENSG00000201499	RNU6-312P	85
BLOOD	ENSG00000129194	SOX15	85
BLOOD	ENSG00000280316	AL365181.2	85
BLOOD	ENSG00000170647	TMEM133	85
BLOOD	ENSG00000269696	AC007228.11	85
BLOOD	ENSG00000144290	SLC4A10	85
BLOOD	ENSG00000276593	RP11-295H24.5	85
BLOOD	ENSG00000245317	CTC-241N9.1	85
BLOOD	ENSG00000163106	HPGDS	85
BLOOD	ENSG00000267265	CTC-550B14.7	85
BLOOD	ENSG00000121743	GJA3	85
BLOOD	ENSG00000277846	SNORD30	85
BLOOD	ENSG00000170469	SPATA24	85
BLOOD	ENSG00000267422	CTD-2554C21.1	85
BLOOD	ENSG00000236882	LINC01554	85
BLOOD	ENSG00000170500	LONRF2	85
BLOOD	ENSG00000280355	RP11-119F19.5	85
BLOOD	ENSG00000169855	ROBO1	85
BLOOD	ENSG00000242337	TFP1	85
BLOOD	ENSG00000117594	HSD11B1	85
BLOOD	ENSG00000278985	RP11-303E16.9	85
BLOOD	ENSG00000283031	RP11-557N21.1	85
BLOOD	ENSG00000279026	RP3-414A15.12	85
BLOOD	ENSG00000115423	DNAH6	85
BLOOD	ENSG00000229689	AC009237.8	85
BLOOD	ENSG00000280351	CTD-2561B21.8	85
BLOOD	ENSG00000223561	AC003090.1	85
BLOOD	ENSG00000182612	TSPAN10	85
BLOOD	ENSG00000262652	RP13-638C3.2	85
BLOOD	ENSG00000170615	SLC26A5	85
BLOOD	ENSG00000213178	RP11-641D5.1	85
BLOOD	ENSG00000259363	CTD-2054N24.2	85
BLOOD	ENSG00000128602	SMO	85
BLOOD	ENSG00000258317	RP11-603J24.5	85
BLOOD	ENSG00000183780	SLC35F3	85
BLOOD	ENSG00000272143	FGF14-AS2	85
BLOOD	ENSG00000278383	RP4-694B14.8	85
BLOOD	ENSG00000196275	GTF2IRD2	85
BLOOD	ENSG00000223820	CFL1P1	85
BLOOD	ENSG00000186615	KTN1-AS1	85
BLOOD	ENSG00000245869	RP11-158I9.5	85
BLOOD	ENSG00000085999	RAD54L	85
BLOOD	ENSG00000153495	TEX29	85
BLOOD	ENSG00000143036	SLC44A3	85
BLOOD	ENSG00000153832	FBXO36	85
BLOOD	ENSG00000277342	RP11-843B15.4	85
BLOOD	ENSG00000253559	OSGEPL1-AS1	85
