tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000260236	RP11-708J19.1	85
BLOOD	ENSG00000253540	FAM86HP	85
BLOOD	ENSG00000277959	RP11-45A17.2	85
BLOOD	ENSG00000173894	CBX2	85
BLOOD	ENSG00000230797	YY2	85
BLOOD	ENSG00000178440	LINC00843	85
BLOOD	ENSG00000273045	C2orf15	85
BLOOD	ENSG00000257681	RP11-341G23.4	85
BLOOD	ENSG00000267707	RP11-95O2.5	85
BLOOD	ENSG00000237651	C2orf74	85
BLOOD	ENSG00000197763	TXNRD3	85
BLOOD	ENSG00000267452	RP11-1018N14.5	85
BLOOD	ENSG00000105808	RASA4	85
BLOOD	ENSG00000089163	SIRT4	85
BLOOD	ENSG00000175544	CABP4	85
BLOOD	ENSG00000232629	HLA-DQB2	85
BLOOD	ENSG00000206885	SNORA75	85
BLOOD	ENSG00000269890	RP5-1139B12.2	85
BLOOD	ENSG00000154040	CABYR	85
BLOOD	ENSG00000273454	RP11-797D24.3	85
BLOOD	ENSG00000170899	GSTA4	85
BLOOD	ENSG00000231419	LINC00689	85
BLOOD	ENSG00000271105	SCML2P2	85
BLOOD	ENSG00000099365	STX1B	85
BLOOD	ENSG00000041515	MYO16	85
BLOOD	ENSG00000275004	ZNF280B	85
BLOOD	ENSG00000205084	TMEM231	85
BLOOD	ENSG00000214465	SMARCE1P6	85
BLOOD	ENSG00000229656	RP11-462L8.1	85
BLOOD	ENSG00000280010	AP001350.4	85
BLOOD	ENSG00000225643	RP11-70P17.1	85
BLOOD	ENSG00000231672	DIRC3	85
BLOOD	ENSG00000168356	SCN11A	85
BLOOD	ENSG00000237836	PHKA2-AS1	85
BLOOD	ENSG00000256356	HSPA8P5	85
BLOOD	ENSG00000152672	CLEC4F	85
BLOOD	ENSG00000163016	ALMS1P	85
BLOOD	ENSG00000276600	RAB7B	85
BLOOD	ENSG00000267470	ZNF571-AS1	85
BLOOD	ENSG00000260331	RP11-111J6.2	85
BLOOD	ENSG00000264057	RP11-583F2.1	85
BLOOD	ENSG00000125675	GRIA3	85
BLOOD	ENSG00000255036	RP11-23J9.4	85
BLOOD	ENSG00000196391	ZNF774	85
BLOOD	ENSG00000207650	MIR570	85
BLOOD	ENSG00000231249	ITPR1-AS1	85
BLOOD	ENSG00000235897	TM4SF19-AS1	85
BLOOD	ENSG00000235408	SNORA71B	85
BLOOD	ENSG00000025423	HSD17B6	85
BLOOD	ENSG00000259768	RP5-991G20.1	85
BLOOD	ENSG00000143816	WNT9A	85
BLOOD	ENSG00000248773	RP11-231L11.3	85
BLOOD	ENSG00000241061	RPL5P1	85
BLOOD	ENSG00000272604	RP11-251G23.5	85
BLOOD	ENSG00000254944	ATP5F1P5	85
BLOOD	ENSG00000243094	RP11-1084A12.1	85
BLOOD	ENSG00000128342	LIF	85
BLOOD	ENSG00000170485	NPAS2	85
BLOOD	ENSG00000248008	NRAV	85
BLOOD	ENSG00000125657	TNFSF9	85
BLOOD	ENSG00000163093	BBS5	85
BLOOD	ENSG00000279641	CTD-2545G14.6	85
BLOOD	ENSG00000224376	AC017104.6	85
BLOOD	ENSG00000249258	RP11-468H14.2	85
BLOOD	ENSG00000119698	PPP4R4	85
BLOOD	ENSG00000070526	ST6GALNAC1	85
BLOOD	ENSG00000228192	RP11-342M1.3	85
BLOOD	ENSG00000237990	CNTN4-AS1	85
BLOOD	ENSG00000246174	KCTD21-AS1	85
BLOOD	ENSG00000253552	HOXA-AS2	85
BLOOD	ENSG00000136014	USP44	85
BLOOD	ENSG00000165730	STOX1	85
BLOOD	ENSG00000237773	AC003075.4	85
BLOOD	ENSG00000243155	RP11-46A10.5	85
BLOOD	ENSG00000241370	RPP21	85
BLOOD	ENSG00000235092	ID2-AS1	85
BLOOD	ENSG00000274544	SNORD28	85
BLOOD	ENSG00000270040	RP11-416A14.1	85
BLOOD	ENSG00000272899	RP11-309L24.4	85
BLOOD	ENSG00000272572	RP11-179B2.2	85
BLOOD	ENSG00000116147	TNR	85
BLOOD	ENSG00000233058	LINC00884	85
BLOOD	ENSG00000253731	PCDHGA6	85
BLOOD	ENSG00000176771	NCKAP5	85
BLOOD	ENSG00000182397	DNM1P46	85
BLOOD	ENSG00000173867	RP11-97O12.7	85
BLOOD	ENSG00000144821	MYH15	85
BLOOD	ENSG00000279464	RP11-17P16.1	85
BLOOD	ENSG00000274737	RP5-1057I20.6	85
BLOOD	ENSG00000267249	RP11-973H7.3	85
BLOOD	ENSG00000199266	SNORA60	85
BLOOD	ENSG00000214198	TTC41P	85
BLOOD	ENSG00000204959	ARHGEF34P	85
BLOOD	ENSG00000207770	MIR568	85
BLOOD	ENSG00000111254	AKAP3	85
BLOOD	ENSG00000261126	RP11-795F19.1	85
BLOOD	ENSG00000276931	RP11-161M6.6	85
BLOOD	ENSG00000123965	PMS2P5	85
BLOOD	ENSG00000224043	CCNT2-AS1	85
BLOOD	ENSG00000279792	RP11-893F2.18	85
BLOOD	ENSG00000278029	CTD-2240J17.2	85
BLOOD	ENSG00000267165	RP11-78A19.3	85
BLOOD	ENSG00000253537	PCDHGA7	85
BLOOD	ENSG00000275963	RP11-180M15.6	85
BLOOD	ENSG00000242294	STAG3L5P	85
BLOOD	ENSG00000006468	ETV1	85
BLOOD	ENSG00000244479	OR2A1-AS1	85
BLOOD	ENSG00000180611	MB21D2	85
BLOOD	ENSG00000203778	FAM229B	85
BLOOD	ENSG00000118514	ALDH8A1	85
BLOOD	ENSG00000247746	USP51	85
BLOOD	ENSG00000079150	FKBP7	85
BLOOD	ENSG00000177335	C8orf31	85
BLOOD	ENSG00000271551	RP11-230C9.2	85
BLOOD	ENSG00000270115	RP11-415J8.7	85
BLOOD	ENSG00000175600	SUGCT	85
BLOOD	ENSG00000259775	RP11-45P15.4	85
BLOOD	ENSG00000129204	USP6	85
BLOOD	ENSG00000247950	SEC24B-AS1	85
BLOOD	ENSG00000242282	AC108488.4	85
BLOOD	ENSG00000139344	AMDHD1	85
BLOOD	ENSG00000228701	TNKS2-AS1	85
BLOOD	ENSG00000155011	DKK2	85
BLOOD	ENSG00000185518	SV2B	85
BLOOD	ENSG00000167191	GPRC5B	85
BLOOD	ENSG00000224315	RPL7P7	85
BLOOD	ENSG00000278765	RP5-890E16.5	85
BLOOD	ENSG00000273295	AP000350.5	85
BLOOD	ENSG00000257225	RP11-328C8.4	85
BLOOD	ENSG00000250790	RP11-46H11.3	85
BLOOD	ENSG00000260572	RP11-16N11.2	85
BLOOD	ENSG00000218537	MIF-AS1	85
BLOOD	ENSG00000164604	GPR85	85
BLOOD	ENSG00000175536	LIPT2	85
BLOOD	ENSG00000276814	RP1-228P16.8	85
BLOOD	ENSG00000260135	RP11-212I21.2	85
BLOOD	ENSG00000242615	CTC-359D24.3	85
BLOOD	ENSG00000111834	RSPH4A	85
BLOOD	ENSG00000221955	SLC12A8	85
BLOOD	ENSG00000132938	MTUS2	85
BLOOD	ENSG00000277450	CTB-96E2.10	85
BLOOD	ENSG00000067445	TRO	85
BLOOD	ENSG00000207031	SNORD59A	85
BLOOD	ENSG00000197822	OCLN	85
BLOOD	ENSG00000261251	RP3-388M5.9	85
BLOOD	ENSG00000255422	AP002954.4	85
BLOOD	ENSG00000214455	RCN1P2	85
BLOOD	ENSG00000158806	NPM2	85
BLOOD	ENSG00000212588	SNORA26	85
BLOOD	ENSG00000174977	AC026271.5	85
BLOOD	ENSG00000233597	RP11-343B5.1	85
BLOOD	ENSG00000107282	APBA1	85
BLOOD	ENSG00000278989	RP11-762L8.6	85
BLOOD	ENSG00000214711	CAPN14	85
BLOOD	ENSG00000186019	AC084219.4	85
BLOOD	ENSG00000230897	RPS18P12	85
BLOOD	ENSG00000279092	RP11-1H8.5	85
BLOOD	ENSG00000280987	MATR3	85
BLOOD	ENSG00000137936	BCAR3	85
BLOOD	ENSG00000282386	RP11-422P24.12	85
BLOOD	ENSG00000273064	RP11-474G23.3	85
BLOOD	ENSG00000263531	RP13-753N3.1	85
BLOOD	ENSG00000175820	CCDC168	85
BLOOD	ENSG00000152192	POU4F1	85
BLOOD	ENSG00000259826	RP11-467D6.1	85
BLOOD	ENSG00000236015	AC011290.5	85
BLOOD	ENSG00000174586	ZNF497	85
BLOOD	ENSG00000237481	RP4-803J11.2	85
BLOOD	ENSG00000251667	BRCC3P1	85
BLOOD	ENSG00000276030	CTD-2027I19.3	85
BLOOD	ENSG00000237356	AL163953.3	85
BLOOD	ENSG00000101898	MCTS2P	85
BLOOD	ENSG00000258904	RP11-638I2.2	85
BLOOD	ENSG00000274220	RP11-77K12.9	85
BLOOD	ENSG00000236844	AC091633.2	85
BLOOD	ENSG00000135119	RNFT2	85
BLOOD	ENSG00000238286	SLC35E1P1	85
BLOOD	ENSG00000258168	RP11-588H23.3	85
BLOOD	ENSG00000153993	SEMA3D	85
BLOOD	ENSG00000095539	SEMA4G	85
BLOOD	ENSG00000197927	C2orf27A	85
BLOOD	ENSG00000143318	CASQ1	85
BLOOD	ENSG00000259062	ACTN1-AS1	85
BLOOD	ENSG00000164935	DCSTAMP	85
BLOOD	ENSG00000196876	SCN8A	85
BLOOD	ENSG00000122778	KIAA1549	85
BLOOD	ENSG00000227082	CH17-437K3.1	85
BLOOD	ENSG00000279328	RP11-203H19.2	85
BLOOD	ENSG00000137727	ARHGAP20	85
BLOOD	ENSG00000155980	KIF5A	85
BLOOD	ENSG00000268568	AC007228.9	85
BLOOD	ENSG00000102038	SMARCA1	85
BLOOD	ENSG00000277938	RP5-965G21.3	85
BLOOD	ENSG00000162374	ELAVL4	85
BLOOD	ENSG00000223922	ASS1P2	85
BLOOD	ENSG00000188766	SPRED3	85
BLOOD	ENSG00000050030	KIAA2022	85
BLOOD	ENSG00000254615	RP11-395G23.3	85
BLOOD	ENSG00000233820	RP11-535M15.2	85
BLOOD	ENSG00000180764	PIPSL	85
BLOOD	ENSG00000225187	AC073283.7	85
BLOOD	ENSG00000273674	CTD-2378E12.1	85
BLOOD	ENSG00000255513	AC005363.9	85
BLOOD	ENSG00000261167	RP11-517B11.7	85
BLOOD	ENSG00000003096	KLHL13	85
BLOOD	ENSG00000262903	RP11-235E17.6	85
BLOOD	ENSG00000259318	RP11-454L9.2	85
BLOOD	ENSG00000227962	RP11-382D8.3	85
BLOOD	ENSG00000188981	MSANTD1	85
BLOOD	ENSG00000262663	RP11-497H17.1	85
BLOOD	ENSG00000213185	FAM24B	85
BLOOD	ENSG00000060709	RIMBP2	85
BLOOD	ENSG00000162598	C1orf87	85
BLOOD	ENSG00000250474	WBP1LP2	85
BLOOD	ENSG00000188611	ASAH2	85
BLOOD	ENSG00000272518	RP11-26J3.3	85
BLOOD	ENSG00000272070	AC005618.6	85
BLOOD	ENSG00000240498	CDKN2B-AS1	85
BLOOD	ENSG00000198185	ZNF334	85
BLOOD	ENSG00000091536	MYO15A	85
BLOOD	ENSG00000276788	SNORD26	85
BLOOD	ENSG00000213693	SEC14L1P1	85
BLOOD	ENSG00000205041	CTC-425O23.2	85
BLOOD	ENSG00000279246	RP11-286N22.14	85
BLOOD	ENSG00000124743	KLHL31	85
BLOOD	ENSG00000198939	ZFP2	85
BLOOD	ENSG00000124191	TOX2	85
BLOOD	ENSG00000121380	BCL2L14	85
BLOOD	ENSG00000271092	TMEM56-RWDD3	85
BLOOD	ENSG00000270011	ZNF559-ZNF177	85
BLOOD	ENSG00000212493	SNORD19	85
BLOOD	ENSG00000268357	VN1R81P	85
BLOOD	ENSG00000134864	GGACT	85
BLOOD	ENSG00000273387	RP3-412A9.16	85
BLOOD	ENSG00000227359	AC017074.2	85
BLOOD	ENSG00000178636	RP11-455G16.1	85
BLOOD	ENSG00000167608	TMC4	85
BLOOD	ENSG00000207406	SNORA41	85
BLOOD	ENSG00000215912	TTC34	85
BLOOD	ENSG00000188859	FAM78B	85
BLOOD	ENSG00000225031	EIF4BP7	85
BLOOD	ENSG00000260339	HEXA-AS1	85
BLOOD	ENSG00000231728	LL0XNC01-116E7.2	85
BLOOD	ENSG00000090530	P3H2	85
BLOOD	ENSG00000261794	GOLGA8H	85
BLOOD	ENSG00000197816	CCDC180	85
BLOOD	ENSG00000172974	AC007318.5	85
BLOOD	ENSG00000119042	SATB2	85
BLOOD	ENSG00000200879	SNORD14E	85
BLOOD	ENSG00000276071	CTD-3234P18.6	85
BLOOD	ENSG00000272746	RP11-53B2.6	85
BLOOD	ENSG00000184905	TCEAL2	85
BLOOD	ENSG00000249741	RP11-673E1.3	85
BLOOD	ENSG00000188739	RBM34	85
BLOOD	ENSG00000272512	RP11-54O7.17	85
BLOOD	ENSG00000177025	C19orf18	85
BLOOD	ENSG00000238221	RP11-69L16.4	85
BLOOD	ENSG00000273382	RP5-1065J22.8	85
BLOOD	ENSG00000240137	ERICH6-AS1	85
BLOOD	ENSG00000269176	RP11-727F15.12	85
BLOOD	ENSG00000132321	IQCA1	85
BLOOD	ENSG00000271751	RP11-110I1.14	85
BLOOD	ENSG00000163155	LYSMD1	85
BLOOD	ENSG00000196639	HRH1	85
BLOOD	ENSG00000163701	IL17RE	85
BLOOD	ENSG00000206754	SNORD101	85
BLOOD	ENSG00000279594	RP11-950C14.10	85
BLOOD	ENSG00000224769	MUC20P1	85
BLOOD	ENSG00000233266	HMGB1P31	85
BLOOD	ENSG00000276672	RP11-142E9.1	85
BLOOD	ENSG00000176268	CYCSP34	85
BLOOD	ENSG00000232504	ST3GAL5-AS1	85
BLOOD	ENSG00000174473	GALNTL6	85
BLOOD	ENSG00000152580	IGSF10	85
BLOOD	ENSG00000166455	C16orf46	85
BLOOD	ENSG00000093217	XYLB	85
BLOOD	ENSG00000162627	SNX7	85
BLOOD	ENSG00000204381	LAYN	85
BLOOD	ENSG00000240875	LINC00886	85
BLOOD	ENSG00000281332	LINC00997	85
BLOOD	ENSG00000263968	RN7SL381P	85
BLOOD	ENSG00000136244	IL6	85
BLOOD	ENSG00000213590	RP11-229P13.2	85
BLOOD	ENSG00000237950	RP11-7O11.3	85
BLOOD	ENSG00000250982	RP11-159J3.1	85
BLOOD	ENSG00000188958	UTS2B	85
BLOOD	ENSG00000169760	NLGN1	85
BLOOD	ENSG00000259000	DOCK11P1	85
BLOOD	ENSG00000256806	C17orf100	85
BLOOD	ENSG00000214652	ZNF727	85
BLOOD	ENSG00000232040	ZBED9	85
BLOOD	ENSG00000271778	RP11-379F4.8	85
BLOOD	ENSG00000266947	RP11-799D4.4	85
BLOOD	ENSG00000180867	PDIA3P1	85
BLOOD	ENSG00000267419	CTC-559E9.6	85
BLOOD	ENSG00000278978	RP11-164P12.5	85
BLOOD	ENSG00000260269	CTD-2323K18.1	85
BLOOD	ENSG00000145451	GLRA3	85
BLOOD	ENSG00000256582	RP11-75L1.1	85
BLOOD	ENSG00000231181	RP13-15M17.1	85
BLOOD	ENSG00000227591	RP1-28O10.1	85
BLOOD	ENSG00000212664	RP11-592N21.1	85
BLOOD	ENSG00000273464	RP11-313P22.1	85
BLOOD	ENSG00000211683	KB-1572G7.3	85
BLOOD	ENSG00000272459	RP11-1277A3.3	85
BLOOD	ENSG00000175841	FAM172BP	85
BLOOD	ENSG00000226659	RP11-137H2.4	85
BLOOD	ENSG00000205572	SERF1B	85
BLOOD	ENSG00000247011	RP11-700H6.1	85
BLOOD	ENSG00000269976	RP11-130L8.2	85
BLOOD	ENSG00000277502	uc_338	85
BLOOD	ENSG00000211697	TRGV5	85
BLOOD	ENSG00000124557	BTN1A1	85
BLOOD	ENSG00000267264	CTC-459F4.6	85
BLOOD	ENSG00000258116	RP11-493L12.6	85
BLOOD	ENSG00000233916	ZDHHC20P1	85
BLOOD	ENSG00000270816	LINC00221	85
BLOOD	ENSG00000273056	RP11-77E14.2	85
BLOOD	ENSG00000280207	RP11-423H2.4	85
BLOOD	ENSG00000272973	KB-1125A3.11	85
BLOOD	ENSG00000101115	SALL4	85
BLOOD	ENSG00000232333	RPS27AP2	85
BLOOD	ENSG00000120659	TNFSF11	85
BLOOD	ENSG00000244593	RP11-685B14.1	85
BLOOD	ENSG00000272109	CTD-2260A17.3	85
BLOOD	ENSG00000275344	MIR6503	85
BLOOD	ENSG00000260360	RP11-533E19.5	85
BLOOD	ENSG00000256590	TRDV3	85
BLOOD	ENSG00000228203	RNF144A-AS1	85
BLOOD	ENSG00000229539	RP11-119B16.2	85
BLOOD	ENSG00000236496	GPS2P1	85
BLOOD	ENSG00000109471	IL2	85
BLOOD	ENSG00000276597	TRBV11-3	85
BLOOD	ENSG00000214544	GTF2IRD2P1	85
BLOOD	ENSG00000267336	EIF4A2P1	85
BLOOD	ENSG00000238363	SNORA13	85
BLOOD	ENSG00000269949	RP11-738E22.3	85
BLOOD	ENSG00000272217	XXbac-BPG157A10.21	85
BLOOD	ENSG00000235776	AC000089.3	85
BLOOD	ENSG00000281097	LINC01395	85
BLOOD	ENSG00000219355	RPL31P52	85
BLOOD	ENSG00000235912	RP1-159A19.3	85
BLOOD	ENSG00000203414	BTBD7P1	85
BLOOD	ENSG00000280122	RP11-87G24.2	85
BLOOD	ENSG00000274363	RP11-104O19.4	85
BLOOD	ENSG00000162510	MATN1	85
BLOOD	ENSG00000215784	FAM72D	85
BLOOD	ENSG00000272799	RP11-474N24.6	85
BLOOD	ENSG00000275092	LA16c-329F2.2	85
BLOOD	ENSG00000124564	SLC17A3	85
BLOOD	ENSG00000224945	RP11-82L18.2	85
BLOOD	ENSG00000272948	AP001412.1	85
BLOOD	ENSG00000253426	RP11-10A14.4	85
BLOOD	ENSG00000261866	AC092566.1	85
BLOOD	ENSG00000213309	RPL9P18	85
BLOOD	ENSG00000177369	FLJ40194	85
BLOOD	ENSG00000223821	RP11-505P4.6	85
BLOOD	ENSG00000244219	GS1-259H13.2	85
BLOOD	ENSG00000254231	CTD-2284J15.1	85
BLOOD	ENSG00000274015	CTD-2302E22.6	85
BLOOD	ENSG00000257345	RP11-511B23.1	85
BLOOD	ENSG00000219102	HNRNPA3P12	85
BLOOD	ENSG00000235172	LINC01366	85
BLOOD	ENSG00000233057	EEF1A1P14	85
BLOOD	ENSG00000217258	AC007249.3	85
BLOOD	ENSG00000255186	RP11-514F3.5	85
BLOOD	ENSG00000273343	XXbac-B444P24.13	85
BLOOD	ENSG00000114455	HHLA2	85
BLOOD	ENSG00000234699	RP11-225H22.4	85
BLOOD	ENSG00000235280	MCF2L-AS1	85
BLOOD	ENSG00000270076	AF131215.8	85
BLOOD	ENSG00000263412	RP5-890E16.2	85
BLOOD	ENSG00000271888	RP11-560J1.2	85
BLOOD	ENSG00000007038	PRSS21	85
BLOOD	ENSG00000226025	LGALS17A	85
BLOOD	ENSG00000036565	SLC18A1	85
BLOOD	ENSG00000244153	WWP1P1	85
BLOOD	ENSG00000273483	RP4-671G15.2	85
BLOOD	ENSG00000272787	KB-226F1.2	85
BLOOD	ENSG00000111713	GYS2	85
BLOOD	ENSG00000272716	RP11-563N4.1	85
BLOOD	ENSG00000278023	RDM1	85
BLOOD	ENSG00000211720	TRBV11-1	85
BLOOD	ENSG00000182393	IFNL1	85
BLOOD	ENSG00000131044	TTLL9	85
BLOOD	ENSG00000272223	RP1-20C7.6	85
BLOOD	ENSG00000254006	RP11-1D12.2	85
BLOOD	ENSG00000272361	GS1-166A23.2	85
BLOOD	ENSG00000213253	RPL12P42	85
BLOOD	ENSG00000236559	RP11-243J16.7	85
BLOOD	ENSG00000232411	AC009495.3	85
BLOOD	ENSG00000272892	RP11-57G10.8	85
BLOOD	ENSG00000132518	GUCY2D	85
BLOOD	ENSG00000225094	SETP20	85
BLOOD	ENSG00000258760	CTD-2509G16.5	85
BLOOD	ENSG00000242852	ZNF709	85
BLOOD	ENSG00000259153	RP6-65G23.3	85
BLOOD	ENSG00000261628	RP11-540B6.3	85
BLOOD	ENSG00000173261	PLAC8L1	85
BLOOD	ENSG00000261183	RP11-532F12.5	85
BLOOD	ENSG00000254459	RP11-91P24.7	85
BLOOD	ENSG00000206066	IGLL3P	85
BLOOD	ENSG00000261186	RP11-341N2.1	85
BLOOD	ENSG00000269886	RP11-266J6.2	85
BLOOD	ENSG00000146453	PNLDC1	85
BLOOD	ENSG00000242474	AC093627.9	85
BLOOD	ENSG00000273265	RP11-353K11.1	85
BLOOD	ENSG00000271320	RP11-1152H14.1	85
BLOOD	ENSG00000211714	TRBV7-3	85
BLOOD	ENSG00000276651	AC007950.2	85
BLOOD	ENSG00000154611	PSMA8	85
BLOOD	ENSG00000244052	RPL5P24	85
BLOOD	ENSG00000267138	AC005954.3	85
BLOOD	ENSG00000224940	PRRT4	85
BLOOD	ENSG00000279942	RP1-153P14.7	85
BLOOD	ENSG00000234141	AC009473.1	85
BLOOD	ENSG00000271855	RP11-214N9.1	85
BLOOD	ENSG00000273824	RP11-81H14.1	85
BLOOD	ENSG00000207652	MIR621	85
BLOOD	ENSG00000272745	RP5-1007H16.1	85
BLOOD	ENSG00000272567	RP11-73K9.3	85
BLOOD	ENSG00000226970	RP11-82H13.2	85
BLOOD	ENSG00000227630	LINC01132	85
BLOOD	ENSG00000270165	RP11-167P11.2	85
BLOOD	ENSG00000214562	NUTM2D	85
BLOOD	ENSG00000201403	SNORD14B	85
BLOOD	ENSG00000224097	RP11-472B18.1	85
BLOOD	ENSG00000225721	RP11-269F19.2	85
BLOOD	ENSG00000276968	RP11-90M2.5	85
BLOOD	ENSG00000170484	KRT74	85
BLOOD	ENSG00000211846	TRAJ43	85
BLOOD	ENSG00000105251	SHD	85
BLOOD	ENSG00000267416	CTD-2319I12.2	85
BLOOD	ENSG00000280969	RPS4Y2	85
BLOOD	ENSG00000259804	CTD-2012K14.7	85
BLOOD	ENSG00000251221	LINC01337	85
BLOOD	ENSG00000260810	CTD-2547L24.4	85
BLOOD	ENSG00000240889	NDUFB2-AS1	85
BLOOD	ENSG00000213598	RP11-112J1.1	85
BLOOD	ENSG00000234147	RP3-460G2.2	85
BLOOD	ENSG00000161149	TUBA3FP	85
BLOOD	ENSG00000171772	SYCE1	85
BLOOD	ENSG00000271781	CTD-2589H19.6	85
BLOOD	ENSG00000272525	RP11-79P5.9	85
BLOOD	ENSG00000250081	CTD-2116N20.1	85
BLOOD	ENSG00000124469	CEACAM8	85
BLOOD	ENSG00000278816	RP5-1116H23.4	85
BLOOD	ENSG00000264222	RP11-757O6.1	85
BLOOD	ENSG00000188375	H3F3C	85
BLOOD	ENSG00000132681	ATP1A4	85
BLOOD	ENSG00000213862	CTD-2270N23.1	85
BLOOD	ENSG00000271754	RP3-337H4.9	85
BLOOD	ENSG00000281706	LINC01012	85
BLOOD	ENSG00000253293	HOXA10	85
BLOOD	ENSG00000222345	SNORD19	85
BLOOD	ENSG00000246228	CASC8	85
BLOOD	ENSG00000237436	RP11-312B8.1	85
BLOOD	ENSG00000224553	AC008065.1	85
BLOOD	ENSG00000251131	CTD-2035E11.3	85
BLOOD	ENSG00000179750	APOBEC3B	85
BLOOD	ENSG00000139610	CELA1	85
BLOOD	ENSG00000106341	PPP1R17	85
BLOOD	ENSG00000226525	RPS7P10	85
BLOOD	ENSG00000268581	SIGLEC18P	85
BLOOD	ENSG00000170298	LGALS9B	85
BLOOD	ENSG00000268088	AC093063.2	85
BLOOD	ENSG00000224034	RP11-445P17.8	85
BLOOD	ENSG00000156194	PPEF2	85
BLOOD	ENSG00000237668	RPS15AP38	85
BLOOD	ENSG00000272183	RP11-523H20.3	85
BLOOD	ENSG00000276995	RP11-321A17.6	85
BLOOD	ENSG00000225449	RAB6C-AS1	85
BLOOD	ENSG00000078399	HOXA9	85
BLOOD	ENSG00000231682	AC097713.4	85
BLOOD	ENSG00000162843	WDR64	85
BLOOD	ENSG00000273654	CTB-52I2.4	85
BLOOD	ENSG00000224429	LINC00539	85
BLOOD	ENSG00000231305	RP11-723O4.2	85
BLOOD	ENSG00000149506	ZP1	85
BLOOD	ENSG00000186075	ZPBP2	85
BLOOD	ENSG00000185933	CALHM1	85
BLOOD	ENSG00000243224	RP5-1157M23.2	85
BLOOD	ENSG00000279024	RP11-1193F23.1	85
BLOOD	ENSG00000273507	RP11-50D16.4	85
BLOOD	ENSG00000213621	RPSAP54	85
BLOOD	ENSG00000261159	RP11-723O4.9	85
BLOOD	ENSG00000159904	ZNF890P	85
BLOOD	ENSG00000119411	BSPRY	85
BLOOD	ENSG00000126460	PRRG2	85
BLOOD	ENSG00000275234	CTD-2396E7.11	85
BLOOD	ENSG00000126467	TSKS	85
BLOOD	ENSG00000255484	RP11-65M17.1	85
BLOOD	ENSG00000253633	KB-1980E6.3	85
BLOOD	ENSG00000211860	TRAJ29	85
BLOOD	ENSG00000260747	RP11-421N8.1	85
BLOOD	ENSG00000266913	CTC-548K16.2	85
BLOOD	ENSG00000070915	SLC12A3	85
BLOOD	ENSG00000157111	TMEM171	85
BLOOD	ENSG00000268117	VN1R84P	85
BLOOD	ENSG00000267096	CTD-2537I9.13	85
BLOOD	ENSG00000243199	RP11-408P14.1	85
BLOOD	ENSG00000177238	TRIM72	85
BLOOD	ENSG00000230162	CT45A11P	85
BLOOD	ENSG00000233903	Z83851.4	85
BLOOD	ENSG00000240216	CPHL1P	85
BLOOD	ENSG00000243629	LINC00880	85
BLOOD	ENSG00000256612	CYP2B7P	85
BLOOD	ENSG00000237840	FAM21FP	85
BLOOD	ENSG00000166763	STRCP1	85
BLOOD	ENSG00000236577	SNRPGP14	85
BLOOD	ENSG00000208036	MIR106B	85
BLOOD	ENSG00000241680	RPL31P49	85
BLOOD	ENSG00000233673	ANAPC1P1	85
BLOOD	ENSG00000235821	IFITM4P	85
BLOOD	ENSG00000277117	CH507-9B2.1	85
BLOOD	ENSG00000271819	RNU6-94P	85
BLOOD	ENSG00000242473	KIR2DP1	85
BLOOD	ENSG00000231613	RP5-943J3.1	85
BLOOD	ENSG00000260923	AC137934.1	85
BLOOD	ENSG00000101883	RHOXF1	85
BLOOD	ENSG00000267065	CTD-2246P4.1	85
BLOOD	ENSG00000229932	YWHAZP3	85
BLOOD	ENSG00000121742	GJB6	85
BLOOD	ENSG00000278356	RP11-372B4.3	85
BLOOD	ENSG00000282827	ATRIP	85
BLOOD	ENSG00000280417	RP11-5O17.1	85
BLOOD	ENSG00000242085	RPS20P33	85
BLOOD	ENSG00000226057	PHF2P2	85
BLOOD	ENSG00000238042	RP11-815M8.1	85
BLOOD	ENSG00000160223	ICOSLG	85
BLOOD	ENSG00000124205	EDN3	85
BLOOD	ENSG00000128040	SPINK2	85
BLOOD	ENSG00000134716	CYP2J2	85
BLOOD	ENSG00000162188	GNG3	85
BLOOD	ENSG00000267123	CTD-2357A8.3	85
BLOOD	ENSG00000257924	RP11-493L12.5	85
BLOOD	ENSG00000150556	LYPD6B	85
BLOOD	ENSG00000240823	RN7SL23P	85
BLOOD	ENSG00000276524	RP11-323F24.3	85
BLOOD	ENSG00000275383	RP11-615I2.6	85
BLOOD	ENSG00000258878	CTD-2509G16.3	85
BLOOD	ENSG00000223466	AC064834.2	85
BLOOD	ENSG00000249637	CTC-329D1.2	85
BLOOD	ENSG00000280156	AC006548.28	85
BLOOD	ENSG00000211667	IGLV3-12	85
BLOOD	ENSG00000272989	RP13-616I3.1	85
BLOOD	ENSG00000273474	RP11-295P9.12	85
BLOOD	ENSG00000207631	MIR641	85
BLOOD	ENSG00000135373	EHF	85
BLOOD	ENSG00000121410	A1BG	85
BLOOD	ENSG00000107018	RLN1	85
BLOOD	ENSG00000173585	CCR9	85
BLOOD	ENSG00000019186	CYP24A1	85
BLOOD	ENSG00000213985	AC078899.1	85
BLOOD	ENSG00000154227	CERS3	85
BLOOD	ENSG00000261173	RP11-169E6.1	85
BLOOD	ENSG00000273447	AC004067.5	85
BLOOD	ENSG00000178015	GPR150	85
BLOOD	ENSG00000188610	FAM72B	85
