tissue	ensembl	gene_symbol	clust
AOR	ENSG00000270049	RP11-297D21.4	154
AOR	ENSG00000274211	SOCS7	154
AOR	ENSG00000134717	BTF3L4	154
AOR	ENSG00000162368	CMPK1	154
AOR	ENSG00000029364	SLC39A9	154
AOR	ENSG00000154358	OBSCN	154
AOR	ENSG00000205683	DPF3	154
AOR	ENSG00000272219	CTB-181H17.1	154
AOR	ENSG00000061794	MRPS35	154
AOR	ENSG00000206418	RAB12	154
AOR	ENSG00000143771	CNIH4	154
AOR	ENSG00000023734	STRAP	154
AOR	ENSG00000179912	R3HDM2	154
AOR	ENSG00000176700	SCAND2P	154
AOR	ENSG00000155959	VBP1	154
AOR	ENSG00000242600	MBL1P	154
AOR	ENSG00000038210	PI4K2B	154
AOR	ENSG00000168092	PAFAH1B2	154
AOR	ENSG00000257122	RRN3P3	154
AOR	ENSG00000196810	CTBP1-AS2	154
AOR	ENSG00000105887	MTPN	154
AOR	ENSG00000165476	REEP3	154
AOR	ENSG00000151414	NEK7	154
AOR	ENSG00000184194	GPR173	154
AOR	ENSG00000253159	PCDHGA12	154
AOR	ENSG00000230454	U73166.2	154
AOR	ENSG00000160633	SAFB	154
AOR	ENSG00000165527	ARF6	154
AOR	ENSG00000084733	RAB10	154
AOR	ENSG00000174231	PRPF8	154
AOR	ENSG00000223501	VPS52	154
AOR	ENSG00000150753	CCT5	154
AOR	ENSG00000214194	LINC00998	154
AOR	ENSG00000261286	RP11-517C16.2	154
AOR	ENSG00000135473	PAN2	154
AOR	ENSG00000162836	ACP6	154
AOR	ENSG00000167005	NUDT21	154
AOR	ENSG00000173726	TOMM20	154
AOR	ENSG00000111875	ASF1A	154
AOR	ENSG00000113384	GOLPH3	154
AOR	ENSG00000144559	TAMM41	154
AOR	ENSG00000163964	PIGX	154
AOR	ENSG00000258727	RP11-66N24.3	154
AOR	ENSG00000085721	RRN3	154
AOR	ENSG00000144028	SNRNP200	154
AOR	ENSG00000163945	UVSSA	154
AOR	ENSG00000115514	TXNDC9	154
AOR	ENSG00000111726	CMAS	154
AOR	ENSG00000198865	CCDC152	154
AOR	ENSG00000172315	TP53RK	154
AOR	ENSG00000155304	HSPA13	154
AOR	ENSG00000147027	TMEM47	154
AOR	ENSG00000155099	TMEM55A	154
AOR	ENSG00000198169	ZNF251	154
AOR	ENSG00000086189	DIMT1	154
AOR	ENSG00000101166	PRELID3B	154
AOR	ENSG00000106069	CHN2	154
AOR	ENSG00000131966	ACTR10	154
AOR	ENSG00000136161	RCBTB2	154
AOR	ENSG00000121578	B4GALT4	154
AOR	ENSG00000272047	GTF2H5	154
AOR	ENSG00000156136	DCK	154
AOR	ENSG00000211460	TSN	154
AOR	ENSG00000170584	NUDCD2	154
AOR	ENSG00000064726	BTBD1	154
AOR	ENSG00000115459	ELMOD3	154
AOR	ENSG00000073921	PICALM	154
AOR	ENSG00000113621	TXNDC15	154
AOR	ENSG00000168434	COG7	154
AOR	ENSG00000164176	EDIL3	154
AOR	ENSG00000269982	RP11-1020A11.2	154
AOR	ENSG00000198843	SELT	154
AOR	ENSG00000000419	DPM1	154
AOR	ENSG00000123562	MORF4L2	154
AOR	ENSG00000092847	AGO1	154
AOR	ENSG00000181019	NQO1	154
AOR	ENSG00000156976	EIF4A2	154
AOR	ENSG00000047315	POLR2B	154
AOR	ENSG00000107937	GTPBP4	154
AOR	ENSG00000072121	ZFYVE26	154
AOR	ENSG00000257337	RP11-983P16.4	154
AOR	ENSG00000142687	KIAA0319L	154
AOR	ENSG00000137497	NUMA1	154
AOR	ENSG00000166226	CCT2	154
AOR	ENSG00000136522	MRPL47	154
AOR	ENSG00000037637	FBXO42	154
AOR	ENSG00000106571	GLI3	154
AOR	ENSG00000131724	IL13RA1	154
AOR	ENSG00000124767	GLO1	154
AOR	ENSG00000164924	YWHAZ	154
AOR	ENSG00000164951	PDP1	154
AOR	ENSG00000179335	CLK3	154
AOR	ENSG00000083937	CHMP2B	154
AOR	ENSG00000257489	RP11-175P13.3	154
AOR	ENSG00000116906	GNPAT	154
AOR	ENSG00000108946	PRKAR1A	154
AOR	ENSG00000129636	ITFG1	154
AOR	ENSG00000123545	NDUFAF4	154
AOR	ENSG00000050130	JKAMP	154
AOR	ENSG00000260565	CTD-2270P14.1	154
AOR	ENSG00000142892	PIGK	154
AOR	ENSG00000085491	SLC25A24	154
AOR	ENSG00000134970	TMED7	154
AOR	ENSG00000235437	LINC01278	154
AOR	ENSG00000135365	PHF21A	154
AOR	ENSG00000156875	HIAT1	154
AOR	ENSG00000104343	UBE2W	154
AOR	ENSG00000141424	SLC39A6	154
AOR	ENSG00000184500	PROS1	154
AOR	ENSG00000126821	SGPP1	154
AOR	ENSG00000087269	NOP14	154
AOR	ENSG00000279811	RP11-862L9.2	154
AOR	ENSG00000128731	HERC2	154
AOR	ENSG00000111711	GOLT1B	154
AOR	ENSG00000129515	SNX6	154
AOR	ENSG00000279801	RP11-75C10.6	154
AOR	ENSG00000168679	SLC16A4	154
AOR	ENSG00000255434	CTD-2530H12.8	154
AOR	ENSG00000081913	PHLPP1	154
AOR	ENSG00000149218	ENDOD1	154
AOR	ENSG00000151148	UBE3B	154
AOR	ENSG00000120805	ARL1	154
AOR	ENSG00000139921	TMX1	154
AOR	ENSG00000185009	AP3M1	154
AOR	ENSG00000136068	FLNB	154
AOR	ENSG00000138069	RAB1A	154
AOR	ENSG00000197386	HTT	154
AOR	ENSG00000147853	AK3	154
AOR	ENSG00000142920	AZIN2	154
AOR	ENSG00000115520	COQ10B	154
AOR	ENSG00000138071	ACTR2	154
AOR	ENSG00000067365	METTL22	154
AOR	ENSG00000104388	RAB2A	154
AOR	ENSG00000125977	EIF2S2	154
AOR	ENSG00000111666	CHPT1	154
AOR	ENSG00000197375	SLC22A5	154
AOR	ENSG00000166130	IKBIP	154
AOR	ENSG00000227374	RP11-109A6.3	154
AOR	ENSG00000167088	SNRPD1	154
AOR	ENSG00000268516	CTD-3138B18.5	154
AOR	ENSG00000104129	DNAJC17	154
AOR	ENSG00000246922	UBAP1L	154
AOR	ENSG00000112697	TMEM30A	154
AOR	ENSG00000269713	NBPF9	154
AOR	ENSG00000151327	FAM177A1	154
AOR	ENSG00000125870	SNRPB2	154
AOR	ENSG00000146476	ARMT1	154
AOR	ENSG00000261175	CTD-2015G9.2	154
AOR	ENSG00000154930	ACSS1	154
AOR	ENSG00000136261	BZW2	154
AOR	ENSG00000172239	PAIP1	154
AOR	ENSG00000120438	TCP1	154
AOR	ENSG00000152904	GGPS1	154
AOR	ENSG00000120733	KDM3B	154
AOR	ENSG00000078687	TNRC6C	154
AOR	ENSG00000140807	NKD1	154
AOR	ENSG00000242247	ARFGAP3	154
AOR	ENSG00000149084	HSD17B12	154
AOR	ENSG00000181751	C5orf30	154
AOR	ENSG00000212694	LINC01089	154
AOR	ENSG00000132600	PRMT7	154
AOR	ENSG00000203867	RBM20	154
AOR	ENSG00000123091	RNF11	154
AOR	ENSG00000163516	ANKZF1	154
AOR	ENSG00000109814	UGDH	154
AOR	ENSG00000205659	LIN52	154
AOR	ENSG00000179387	ELMOD2	154
AOR	ENSG00000085719	CPNE3	154
AOR	ENSG00000152332	UHMK1	154
AOR	ENSG00000165792	METTL17	154
AOR	ENSG00000166295	ANAPC16	154
AOR	ENSG00000008282	SYPL1	154
AOR	ENSG00000160131	VMA21	154
AOR	ENSG00000134058	CDK7	154
AOR	ENSG00000167257	RNF214	154
AOR	ENSG00000198089	SFI1	154
AOR	ENSG00000165512	ZNF22	154
AOR	ENSG00000165389	SPTSSA	154
AOR	ENSG00000103591	AAGAB	154
AOR	ENSG00000100426	ZBED4	154
AOR	ENSG00000260316	LA16c-306A4.2	154
AOR	ENSG00000143727	ACP1	154
AOR	ENSG00000126883	NUP214	154
AOR	ENSG00000065154	OAT	154
AOR	ENSG00000136045	PWP1	154
AOR	ENSG00000135535	CD164	154
AOR	ENSG00000112137	PHACTR1	154
AOR	ENSG00000119396	RAB14	154
AOR	ENSG00000175895	PLEKHF2	154
AOR	ENSG00000180776	ZDHHC20	154
AOR	ENSG00000139505	MTMR6	154
AOR	ENSG00000109133	TMEM33	154
AOR	ENSG00000177879	AP3S1	154
AOR	ENSG00000213366	GSTM2	154
AOR	ENSG00000240053	LY6G5B	154
AOR	ENSG00000151632	AKR1C2	154
AOR	ENSG00000261685	RP11-401P9.4	154
AOR	ENSG00000127990	SGCE	154
AOR	ENSG00000204084	INPP5B	154
AOR	ENSG00000172331	BPGM	154
AOR	ENSG00000119414	PPP6C	154
AOR	ENSG00000182552	RWDD4	154
AOR	ENSG00000142867	BCL10	154
AOR	ENSG00000112320	SOBP	154
AOR	ENSG00000203667	COX20	154
AOR	ENSG00000072042	RDH11	154
AOR	ENSG00000137714	FDX1	154
AOR	ENSG00000159788	RGS12	154
AOR	ENSG00000005893	LAMP2	154
AOR	ENSG00000273559	CWC25	154
AOR	ENSG00000149100	EIF3M	154
AOR	ENSG00000119537	KDSR	154
AOR	ENSG00000121057	AKAP1	154
AOR	ENSG00000160305	DIP2A	154
AOR	ENSG00000132478	UNK	154
AOR	ENSG00000171928	TVP23B	154
AOR	ENSG00000180817	PPA1	154
AOR	ENSG00000148572	NRBF2	154
AOR	ENSG00000176407	KCMF1	154
AOR	ENSG00000079332	SAR1A	154
AOR	ENSG00000166887	VPS39	154
AOR	ENSG00000117152	RGS4	154
AOR	ENSG00000131368	MRPS25	154
AOR	ENSG00000135749	PCNXL2	154
AOR	ENSG00000064199	SPA17	154
AOR	ENSG00000146433	TMEM181	154
AOR	ENSG00000170632	ARMC10	154
AOR	ENSG00000123178	SPRYD7	154
AOR	ENSG00000138600	SPPL2A	154
AOR	ENSG00000055211	GINM1	154
AOR	ENSG00000164751	PEX2	154
AOR	ENSG00000134262	AP4B1	154
AOR	ENSG00000085365	SCAMP1	154
AOR	ENSG00000146223	RPL7L1	154
AOR	ENSG00000214331	RP11-252A24.2	154
AOR	ENSG00000099246	RAB18	154
AOR	ENSG00000181915	ADO	154
AOR	ENSG00000260105	AOC4P	154
AOR	ENSG00000135372	NAT10	154
AOR	ENSG00000134253	TRIM45	154
AOR	ENSG00000119938	PPP1R3C	154
AOR	ENSG00000115233	PSMD14	154
AOR	ENSG00000069345	DNAJA2	154
AOR	ENSG00000100207	TCF20	154
AOR	ENSG00000102158	MAGT1	154
AOR	ENSG00000184675	AMER1	154
AOR	ENSG00000133392	MYH11	154
AOR	ENSG00000130939	UBE4B	154
AOR	ENSG00000115128	SF3B6	154
AOR	ENSG00000236567	TCF3P1	154
AOR	ENSG00000174007	CEP19	154
AOR	ENSG00000144848	ATG3	154
AOR	ENSG00000124333	VAMP7	154
AOR	ENSG00000152700	SAR1B	154
AOR	ENSG00000166689	PLEKHA7	154
AOR	ENSG00000249661	TNRC18P1	154
AOR	ENSG00000141429	GALNT1	154
AOR	ENSG00000272655	POLR2J4	154
AOR	ENSG00000139990	DCAF5	154
AOR	ENSG00000277476	RP11-147L13.13	154
AOR	ENSG00000148672	GLUD1	154
AOR	ENSG00000259891	CTA-204B4.2	154
AOR	ENSG00000116580	GON4L	154
AOR	ENSG00000235683	AC018442.1	154
AOR	ENSG00000077147	TM9SF3	154
AOR	ENSG00000145740	SLC30A5	154
AOR	ENSG00000101928	MOSPD1	154
AOR	ENSG00000168887	C2orf68	154
AOR	ENSG00000122674	CCZ1	154
AOR	ENSG00000088038	CNOT3	154
AOR	ENSG00000068912	ERLEC1	154
AOR	ENSG00000198157	HMGN5	154
AOR	ENSG00000143379	SETDB1	154
AOR	ENSG00000011275	RNF216	154
AOR	ENSG00000157985	AGAP1	154
AOR	ENSG00000100296	THOC5	154
AOR	ENSG00000071967	CYBRD1	154
AOR	ENSG00000184708	EIF4ENIF1	154
AOR	ENSG00000069329	VPS35	154
AOR	ENSG00000276728	AC142472.6	154
AOR	ENSG00000171055	FEZ2	154
AOR	ENSG00000171155	C1GALT1C1	154
AOR	ENSG00000104660	LEPROTL1	154
AOR	ENSG00000072803	FBXW11	154
AOR	ENSG00000160584	SIK3	154
AOR	ENSG00000085231	AK6	154
AOR	ENSG00000166275	BORCS7	154
AOR	ENSG00000253276	CCDC71L	154
AOR	ENSG00000163683	SMIM14	154
AOR	ENSG00000213625	LEPROT	154
AOR	ENSG00000114850	SSR3	154
AOR	ENSG00000234616	JRK	154
AOR	ENSG00000048471	SNX29	154
AOR	ENSG00000237548	TTLL11-IT1	154
AOR	ENSG00000226696	LENG8-AS1	154
AOR	ENSG00000100744	GSKIP	154
AOR	ENSG00000131797	CLUHP3	154
AOR	ENSG00000109180	OCIAD1	154
AOR	ENSG00000123728	RAP2C	154
AOR	ENSG00000204882	GPR20	154
AOR	ENSG00000153130	SCOC	154
AOR	ENSG00000175582	RAB6A	154
AOR	ENSG00000134049	IER3IP1	154
AOR	ENSG00000101004	NINL	154
AOR	ENSG00000230751	AC007036.4	154
AOR	ENSG00000111897	SERINC1	154
AOR	ENSG00000185684	EP400NL	154
AOR	ENSG00000134265	NAPG	154
AOR	ENSG00000169057	MECP2	154
AOR	ENSG00000198860	TSEN15	154
AOR	ENSG00000280381	RP11-197N18.8	154
AOR	ENSG00000109466	KLHL2	154
AOR	ENSG00000173821	RNF213	154
AOR	ENSG00000279161	CTB-12A17.2	154
AOR	ENSG00000164758	MED30	154
AOR	ENSG00000137801	THBS1	154
AOR	ENSG00000147669	POLR2K	154
AOR	ENSG00000145817	YIPF5	154
AOR	ENSG00000205981	DNAJC19	154
AOR	ENSG00000197037	ZSCAN25	154
AOR	ENSG00000129484	PARP2	154
AOR	ENSG00000018625	ATP1A2	154
AOR	ENSG00000177889	UBE2N	154
AOR	ENSG00000198231	DDX42	154
AOR	ENSG00000182109	RP11-69E11.4	154
AOR	ENSG00000235033	RP11-61I13.3	154
AOR	ENSG00000139436	GIT2	154
AOR	ENSG00000137463	MGARP	154
AOR	ENSG00000244625	MIATNB	154
AOR	ENSG00000243696	RP5-966M1.6	154
AOR	ENSG00000198898	CAPZA2	154
AOR	ENSG00000147533	GOLGA7	154
AOR	ENSG00000198818	SFT2D1	154
AOR	ENSG00000138442	WDR12	154
AOR	ENSG00000166949	SMAD3	154
AOR	ENSG00000147576	ADHFE1	154
AOR	ENSG00000166135	HIF1AN	154
AOR	ENSG00000163482	STK36	154
AOR	ENSG00000281205	LINC00950	154
AOR	ENSG00000008083	JARID2	154
AOR	ENSG00000279792	RP11-893F2.18	154
AOR	ENSG00000164080	RAD54L2	154
AOR	ENSG00000127481	UBR4	154
AOR	ENSG00000058866	DGKG	154
AOR	ENSG00000105339	DENND3	154
AOR	ENSG00000197045	GMFB	154
AOR	ENSG00000137814	HAUS2	154
AOR	ENSG00000118900	UBN1	154
AOR	ENSG00000138448	ITGAV	154
AOR	ENSG00000153250	RBMS1	154
AOR	ENSG00000280163	CTC-277H1.6	154
AOR	ENSG00000263069	CTD-2047H16.4	154
AOR	ENSG00000167193	CRK	154
AOR	ENSG00000104714	ERICH1	154
AOR	ENSG00000213281	NRAS	154
AOR	ENSG00000151135	TMEM263	154
AOR	ENSG00000112078	KCTD20	154
AOR	ENSG00000102580	DNAJC3	154
AOR	ENSG00000170540	ARL6IP1	154
AOR	ENSG00000143933	CALM2	154
AOR	ENSG00000126001	CEP250	154
AOR	ENSG00000136783	NIPSNAP3A	154
AOR	ENSG00000198563	DDX39B	154
AOR	ENSG00000100150	DEPDC5	154
AOR	ENSG00000196139	AKR1C3	154
AOR	ENSG00000176624	MEX3C	154
AOR	ENSG00000186660	ZFP91	154
AOR	ENSG00000277450	CTB-96E2.10	154
AOR	ENSG00000170142	UBE2E1	154
AOR	ENSG00000141030	COPS3	154
AOR	ENSG00000168246	UBTD2	154
AOR	ENSG00000155096	AZIN1	154
AOR	ENSG00000111237	VPS29	154
AOR	ENSG00000143569	UBAP2L	154
AOR	ENSG00000205885	C1RL-AS1	154
AOR	ENSG00000100813	ACIN1	154
AOR	ENSG00000102805	CLN5	154
AOR	ENSG00000146842	TMEM209	154
AOR	ENSG00000117906	RCN2	154
AOR	ENSG00000069188	SDK2	154
AOR	ENSG00000101888	NXT2	154
AOR	ENSG00000124802	EEF1E1	154
AOR	ENSG00000236797	SPA17P1	154
AOR	ENSG00000129596	CDO1	154
AOR	ENSG00000146731	CCT6A	154
AOR	ENSG00000128596	CCDC136	154
AOR	ENSG00000238105	GOLGA2P5	154
AOR	ENSG00000230956	RP3-452M16.1	154
AOR	ENSG00000143183	TMCO1	154
AOR	ENSG00000114978	MOB1A	154
AOR	ENSG00000260249	RP11-401P9.5	154
AOR	ENSG00000237738	RNF216-IT1	154
AOR	ENSG00000180357	ZNF609	154
AOR	ENSG00000204370	SDHD	154
AOR	ENSG00000115561	CHMP3	154
AOR	ENSG00000137364	TPMT	154
AOR	ENSG00000181061	HIGD1A	154
AOR	ENSG00000163161	ERCC3	154
AOR	ENSG00000089280	FUS	154
AOR	ENSG00000197694	SPTAN1	154
AOR	ENSG00000129128	SPCS3	154
AOR	ENSG00000110958	PTGES3	154
AOR	ENSG00000128791	TWSG1	154
AOR	ENSG00000140750	ARHGAP17	154
AOR	ENSG00000134901	KDELC1	154
AOR	ENSG00000139684	ESD	154
AOR	ENSG00000111358	GTF2H3	154
AOR	ENSG00000075826	SEC31B	154
AOR	ENSG00000278909	RP11-401P9.7	154
AOR	ENSG00000167632	TRAPPC9	154
AOR	ENSG00000280205	RP11-504I13.2	154
AOR	ENSG00000171867	PRNP	154
AOR	ENSG00000274225	KB-68A7.1	154
AOR	ENSG00000105072	C19orf44	154
AOR	ENSG00000258757	RP11-841O20.2	154
AOR	ENSG00000180964	TCEAL8	154
AOR	ENSG00000155980	KIF5A	154
AOR	ENSG00000186532	SMYD4	154
AOR	ENSG00000101104	PABPC1L	154
AOR	ENSG00000163536	SERPINI1	154
AOR	ENSG00000120992	LYPLA1	154
AOR	ENSG00000279744	RP13-20L14.10	154
AOR	ENSG00000196204	RNF216P1	154
AOR	ENSG00000198668	CALM1	154
AOR	ENSG00000158352	SHROOM4	154
AOR	ENSG00000196663	TECPR2	154
AOR	ENSG00000175787	ZNF169	154
AOR	ENSG00000272234	CTD-2325A15.5	154
AOR	ENSG00000148943	LIN7C	154
AOR	ENSG00000114316	USP4	154
AOR	ENSG00000119862	LGALSL	154
AOR	ENSG00000168283	BMI1	154
AOR	ENSG00000100554	ATP6V1D	154
AOR	ENSG00000249592	RP11-440L14.1	154
AOR	ENSG00000082153	BZW1	154
AOR	ENSG00000171428	NAT1	154
AOR	ENSG00000204138	PHACTR4	154
AOR	ENSG00000135002	RFK	154
AOR	ENSG00000174695	TMEM167A	154
AOR	ENSG00000139291	TMEM19	154
AOR	ENSG00000116171	SCP2	154
AOR	ENSG00000143162	CREG1	154
AOR	ENSG00000184203	PPP1R2	154
AOR	ENSG00000178031	ADAMTSL1	154
AOR	ENSG00000225733	FGD5-AS1	154
AOR	ENSG00000205041	CTC-425O23.2	154
AOR	ENSG00000127324	TSPAN8	154
AOR	ENSG00000185432	METTL7A	154
AOR	ENSG00000215447	BX322557.10	154
AOR	ENSG00000173120	KDM2A	154
AOR	ENSG00000109111	SUPT6H	154
AOR	ENSG00000002016	RAD52	154
AOR	ENSG00000124191	TOX2	154
AOR	ENSG00000103248	MTHFSD	154
AOR	ENSG00000140577	CRTC3	154
AOR	ENSG00000231826	AC016735.2	154
AOR	ENSG00000165629	ATP5C1	154
AOR	ENSG00000196781	TLE1	154
AOR	ENSG00000255318	RP11-655M14.13	154
AOR	ENSG00000072501	SMC1A	154
AOR	ENSG00000260114	CTD-2574D22.4	154
AOR	ENSG00000276649	RP5-858L17.1	154
AOR	ENSG00000049449	RCN1	154
AOR	ENSG00000113761	ZNF346	154
AOR	ENSG00000089818	NECAP1	154
AOR	ENSG00000169299	PGM2	154
AOR	ENSG00000067167	TRAM1	154
AOR	ENSG00000110455	ACCS	154
AOR	ENSG00000261604	CTD-2636A23.2	154
AOR	ENSG00000196476	C20orf96	154
AOR	ENSG00000259581	TYRO3P	154
AOR	ENSG00000164244	PRRC1	154
AOR	ENSG00000244560	RP4-800G7.2	154
AOR	ENSG00000119801	YPEL5	154
AOR	ENSG00000100934	SEC23A	154
AOR	ENSG00000266338	NBPF15	154
AOR	ENSG00000111271	ACAD10	154
AOR	ENSG00000152558	TMEM123	154
AOR	ENSG00000266934	RP11-332H18.3	154
AOR	ENSG00000165119	HNRNPK	154
AOR	ENSG00000187239	FNBP1	154
AOR	ENSG00000272374	RP3-329A5.8	154
AOR	ENSG00000237940	AC093642.3	154
AOR	ENSG00000197771	MCMBP	154
AOR	ENSG00000120742	SERP1	154
AOR	ENSG00000088766	CRLS1	154
AOR	ENSG00000156398	SFXN2	154
AOR	ENSG00000144535	DIS3L2	154
AOR	ENSG00000128590	DNAJB9	154
AOR	ENSG00000086065	CHMP5	154
AOR	ENSG00000165832	TRUB1	154
AOR	ENSG00000143155	TIPRL	154
AOR	ENSG00000104331	IMPAD1	154
AOR	ENSG00000166387	PPFIBP2	154
AOR	ENSG00000169019	COMMD8	154
AOR	ENSG00000254017	IGHEP2	154
AOR	ENSG00000172943	PHF8	154
AOR	ENSG00000106459	NRF1	154
AOR	ENSG00000104164	BLOC1S6	154
AOR	ENSG00000196937	FAM3C	154
AOR	ENSG00000101191	DIDO1	154
AOR	ENSG00000143742	SRP9	154
BLOOD	ENSG00000243836	WDR86-AS1	154
BLOOD	ENSG00000037241	RPL26L1	154
BLOOD	ENSG00000237470	DCLRE1CP1	154
LIV	ENSG00000240041	IGHJ4	154
LIV	ENSG00000200170	Y_RNA	154
LIV	ENSG00000183943	PRKX	154
LIV	ENSG00000159958	TNFRSF13C	154
LIV	ENSG00000279396	AC130469.1	154
LIV	ENSG00000277559	RP11-434E6.4	154
LIV	ENSG00000257596	RP11-968A15.2	154
MAM	ENSG00000237852	RP4-630A11.3	154
MAM	ENSG00000205212	CCDC144NL	154
MAM	ENSG00000256690	RP11-727F15.9	154
MAM	ENSG00000207697	MIR573	154
MAM	ENSG00000255504	RP11-788M5.3	154
MAM	ENSG00000168385	sep-02	154
MAM	ENSG00000277758	ABC7-42404400C24.1	154
MAM	ENSG00000236753	MKLN1-AS	154
MAM	ENSG00000275560	RP11-180M15.7	154
MAM	ENSG00000232450	RP4-730K3.3	154
MAM	ENSG00000198908	BHLHB9	154
MAM	ENSG00000158201	ABHD3	154
MAM	ENSG00000227214	HCG15	154
MAM	ENSG00000163975	MFI2	154
MAM	ENSG00000229897	SEPT7P7	154
MAM	ENSG00000172594	SMPDL3A	154
MAM	ENSG00000142494	SLC47A1	154
MAM	ENSG00000202125	RNU1-100P	154
MAM	ENSG00000224728	AC090945.1	154
MAM	ENSG00000248735	R3HDM2P1	154
MAM	ENSG00000124479	NDP	154
MAM	ENSG00000144354	CDCA7	154
MAM	ENSG00000165899	OTOGL	154
MAM	ENSG00000266053	NDUFV2-AS1	154
MAM	ENSG00000196352	CD55	154
MAM	ENSG00000201684	RN7SKP239	154
MAM	ENSG00000259539	CTD-2651B20.1	154
MAM	ENSG00000151164	RAD9B	154
MAM	ENSG00000280734	LINC01232	154
MAM	ENSG00000171612	SLC25A33	154
MAM	ENSG00000260793	RP5-882C2.2	154
MAM	ENSG00000002587	HS3ST1	154
MAM	ENSG00000256030	CBX3P4	154
MAM	ENSG00000260000	RP3-467N11.1	154
MAM	ENSG00000235527	HIPK1-AS1	154
MAM	ENSG00000184206	GOLGA6L4	154
MAM	ENSG00000259865	RP11-488L18.10	154
MAM	ENSG00000161267	BDH1	154
MAM	ENSG00000263400	TMEM220-AS1	154
MAM	ENSG00000215529	EFCAB8	154
MAM	ENSG00000278390	RP11-74J13.8	154
MAM	ENSG00000181264	TMEM136	154
MAM	ENSG00000270332	SMC2-AS1	154
MAM	ENSG00000141582	CBX4	154
MAM	ENSG00000230733	AC092171.4	154
MAM	ENSG00000275693	FAS-AS1	154
MAM	ENSG00000114405	C3orf14	154
MAM	ENSG00000197980	LEKR1	154
MAM	ENSG00000186665	C17orf58	154
MAM	ENSG00000261618	RP11-79H23.3	154
MAM	ENSG00000214293	APTR	154
MAM	ENSG00000189184	PCDH18	154
MAM	ENSG00000169507	SLC38A11	154
MAM	ENSG00000271882	KB-1410C5.5	154
MAM	ENSG00000125871	MGME1	154
MAM	ENSG00000183798	EMILIN3	154
MAM	ENSG00000256116	RP11-783K16.14	154
MAM	ENSG00000189050	RNFT1	154
MAM	ENSG00000207750	MIR553	154
MAM	ENSG00000203943	SAMD13	154
MAM	ENSG00000200397	Y_RNA	154
MAM	ENSG00000253251	CTC-534A2.2	154
MAM	ENSG00000253485	PCDHGA5	154
