tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000164885	CDK5	47
BLOOD	ENSG00000125352	RNF113A	47
BLOOD	ENSG00000270571	RP11-355F16.1	47
BLOOD	ENSG00000073060	SCARB1	47
BLOOD	ENSG00000125651	GTF2F1	47
BLOOD	ENSG00000100294	MCAT	47
BLOOD	ENSG00000007520	TSR3	47
BLOOD	ENSG00000138835	RGS3	47
BLOOD	ENSG00000069248	NUP133	47
BLOOD	ENSG00000149781	FERMT3	47
BLOOD	ENSG00000168758	SEMA4C	47
BLOOD	ENSG00000185122	HSF1	47
BLOOD	ENSG00000225190	PLEKHM1	47
BLOOD	ENSG00000135624	CCT7	47
BLOOD	ENSG00000125733	TRIP10	47
BLOOD	ENSG00000139428	MMAB	47
BLOOD	ENSG00000155252	PI4K2A	47
BLOOD	ENSG00000267534	S1PR2	47
BLOOD	ENSG00000167114	SLC27A4	47
BLOOD	ENSG00000174917	C19orf70	47
BLOOD	ENSG00000160293	VAV2	47
BLOOD	ENSG00000010295	IFFO1	47
BLOOD	ENSG00000173457	PPP1R14B	47
BLOOD	ENSG00000108604	SMARCD2	47
BLOOD	ENSG00000141552	ANAPC11	47
BLOOD	ENSG00000068079	IFI35	47
BLOOD	ENSG00000132600	PRMT7	47
BLOOD	ENSG00000140464	PML	47
BLOOD	ENSG00000165175	MID1IP1	47
BLOOD	ENSG00000126903	SLC10A3	47
BLOOD	ENSG00000143387	CTSK	47
BLOOD	ENSG00000169972	PUSL1	47
BLOOD	ENSG00000074842	MYDGF	47
BLOOD	ENSG00000205544	TMEM256	47
BLOOD	ENSG00000112297	AIM1	47
BLOOD	ENSG00000239382	ALKBH6	47
BLOOD	ENSG00000203485	INF2	47
BLOOD	ENSG00000168701	TMEM208	47
BLOOD	ENSG00000148296	SURF6	47
BLOOD	ENSG00000172354	GNB2	47
BLOOD	ENSG00000131899	LLGL1	47
BLOOD	ENSG00000167674	CTB-50L17.10	47
BLOOD	ENSG00000274105	RP11-278C7.3	47
BLOOD	ENSG00000174749	C4orf32	47
BLOOD	ENSG00000205220	PSMB10	47
BLOOD	ENSG00000172543	CTSW	47
BLOOD	ENSG00000169372	CRADD	47
BLOOD	ENSG00000072518	MARK2	47
BLOOD	ENSG00000110697	PITPNM1	47
BLOOD	ENSG00000167395	ZNF646	47
BLOOD	ENSG00000164347	GFM2	47
BLOOD	ENSG00000125844	RRBP1	47
BLOOD	ENSG00000167977	KCTD5	47
BLOOD	ENSG00000086504	MRPL28	47
BLOOD	ENSG00000150990	DHX37	47
BLOOD	ENSG00000106991	ENG	47
BLOOD	ENSG00000164609	SLU7	47
BLOOD	ENSG00000076924	XAB2	47
BLOOD	ENSG00000157379	DHRS1	47
BLOOD	ENSG00000140548	ZNF710	47
BLOOD	ENSG00000106683	LIMK1	47
BLOOD	ENSG00000235530	AC087294.2	47
BLOOD	ENSG00000118960	HS1BP3	47
BLOOD	ENSG00000136877	FPGS	47
BLOOD	ENSG00000140471	LINS1	47
BLOOD	ENSG00000130985	UBA1	47
BLOOD	ENSG00000276023	DUSP14	47
BLOOD	ENSG00000077232	DNAJC10	47
BLOOD	ENSG00000173928	SWSAP1	47
BLOOD	ENSG00000184990	SIVA1	47
BLOOD	ENSG00000101189	MRGBP	47
BLOOD	ENSG00000167657	DAPK3	47
BLOOD	ENSG00000213390	ARHGAP19	47
BLOOD	ENSG00000168040	FADD	47
BLOOD	ENSG00000103522	IL21R	47
BLOOD	ENSG00000134352	IL6ST	47
BLOOD	ENSG00000087258	GNAO1	47
BLOOD	ENSG00000103197	TSC2	47
BLOOD	ENSG00000165698	C9orf9	47
BLOOD	ENSG00000166145	SPINT1	47
BLOOD	ENSG00000171604	CXXC5	47
BLOOD	ENSG00000187091	PLCD1	47
BLOOD	ENSG00000185272	RBM11	47
BLOOD	ENSG00000124275	MTRR	47
BLOOD	ENSG00000063176	SPHK2	47
BLOOD	ENSG00000184281	TSSC4	47
BLOOD	ENSG00000175467	SART1	47
BLOOD	ENSG00000107816	LZTS2	47
BLOOD	ENSG00000196182	STK40	47
BLOOD	ENSG00000229809	ZNF688	47
BLOOD	ENSG00000269825	CTD-3099C6.9	47
BLOOD	ENSG00000277147	LINC00869	47
BLOOD	ENSG00000120688	WBP4	47
BLOOD	ENSG00000105576	TNPO2	47
BLOOD	ENSG00000095906	NUBP2	47
BLOOD	ENSG00000088280	ASAP3	47
BLOOD	ENSG00000167962	ZNF598	47
BLOOD	ENSG00000146833	TRIM4	47
BLOOD	ENSG00000105722	ERF	47
BLOOD	ENSG00000171603	CLSTN1	47
BLOOD	ENSG00000107902	LHPP	47
BLOOD	ENSG00000128309	MPST	47
BLOOD	ENSG00000160446	ZDHHC12	47
BLOOD	ENSG00000106682	EIF4H	47
BLOOD	ENSG00000138768	USO1	47
BLOOD	ENSG00000167670	CHAF1A	47
BLOOD	ENSG00000117153	KLHL12	47
BLOOD	ENSG00000213563	C8orf82	47
BLOOD	ENSG00000244038	DDOST	47
BLOOD	ENSG00000139182	CLSTN3	47
BLOOD	ENSG00000124228	DDX27	47
BLOOD	ENSG00000166971	AKTIP	47
BLOOD	ENSG00000168517	HEXIM2	47
BLOOD	ENSG00000182362	YBEY	47
BLOOD	ENSG00000134001	EIF2S1	47
BLOOD	ENSG00000117984	CTSD	47
BLOOD	ENSG00000070423	RNF126	47
BLOOD	ENSG00000104859	CLASRP	47
BLOOD	ENSG00000179115	FARSA	47
BLOOD	ENSG00000100075	SLC25A1	47
BLOOD	ENSG00000129480	DTD2	47
BLOOD	ENSG00000099203	TMED1	47
BLOOD	ENSG00000031823	RANBP3	47
BLOOD	ENSG00000260751	CTD-2196E14.6	47
BLOOD	ENSG00000099860	GADD45B	47
BLOOD	ENSG00000185885	IFITM1	47
BLOOD	ENSG00000159674	SPON2	47
BLOOD	ENSG00000143398	PIP5K1A	47
BLOOD	ENSG00000112658	SRF	47
BLOOD	ENSG00000103126	AXIN1	47
BLOOD	ENSG00000144061	NPHP1	47
BLOOD	ENSG00000071655	MBD3	47
BLOOD	ENSG00000196839	ADA	47
BLOOD	ENSG00000268996	MAN1B1-AS1	47
BLOOD	ENSG00000029363	BCLAF1	47
BLOOD	ENSG00000101266	CSNK2A1	47
BLOOD	ENSG00000149257	SERPINH1	47
BLOOD	ENSG00000105552	BCAT2	47
BLOOD	ENSG00000196365	LONP1	47
BLOOD	ENSG00000134265	NAPG	47
BLOOD	ENSG00000070087	PFN2	47
BLOOD	ENSG00000125995	ROMO1	47
BLOOD	ENSG00000172893	DHCR7	47
BLOOD	ENSG00000198911	SREBF2	47
BLOOD	ENSG00000170175	CHRNB1	47
BLOOD	ENSG00000184428	TOP1MT	47
BLOOD	ENSG00000174915	PTDSS2	47
BLOOD	ENSG00000249471	ZNF324B	47
BLOOD	ENSG00000162063	CCNF	47
BLOOD	ENSG00000105671	DDX49	47
BLOOD	ENSG00000174516	PELI3	47
BLOOD	ENSG00000174600	CMKLR1	47
BLOOD	ENSG00000250479	CHCHD10	47
BLOOD	ENSG00000123415	SMUG1	47
BLOOD	ENSG00000138286	FAM149B1	47
BLOOD	ENSG00000144040	SFXN5	47
BLOOD	ENSG00000177352	CCDC71	47
BLOOD	ENSG00000100979	PLTP	47
BLOOD	ENSG00000189227	C15orf61	47
BLOOD	ENSG00000158716	DUSP23	47
BLOOD	ENSG00000011451	WIZ	47
BLOOD	ENSG00000143252	SDHC	47
BLOOD	ENSG00000164897	TMUB1	47
BLOOD	ENSG00000172831	CES2	47
BLOOD	ENSG00000176476	SGF29	47
BLOOD	ENSG00000167081	PBX3	47
BLOOD	ENSG00000138468	SENP7	47
BLOOD	ENSG00000183751	TBL3	47
BLOOD	ENSG00000173801	JUP	47
BLOOD	ENSG00000179085	DPM3	47
BLOOD	ENSG00000176108	CHMP6	47
BLOOD	ENSG00000114742	WDR48	47
BLOOD	ENSG00000242802	AP5Z1	47
BLOOD	ENSG00000132128	LRRC41	47
BLOOD	ENSG00000184967	NOC4L	47
BLOOD	ENSG00000097021	ACOT7	47
BLOOD	ENSG00000168872	DDX19A	47
BLOOD	ENSG00000141252	VPS53	47
BLOOD	ENSG00000230082	PRRT3-AS1	47
BLOOD	ENSG00000253106	RP11-158K1.3	47
BLOOD	ENSG00000175221	MED16	47
BLOOD	ENSG00000122390	NAA60	47
BLOOD	ENSG00000254858	MPV17L2	47
BLOOD	ENSG00000141759	TXNL4A	47
BLOOD	ENSG00000107833	NPM3	47
BLOOD	ENSG00000167969	ECI1	47
BLOOD	ENSG00000101181	MTG2	47
BLOOD	ENSG00000130312	MRPL34	47
BLOOD	ENSG00000235314	LINC00957	47
BLOOD	ENSG00000165724	ZMYND19	47
BLOOD	ENSG00000264772	RP11-186B7.4	47
BLOOD	ENSG00000127399	LRRC61	47
BLOOD	ENSG00000007080	CCDC124	47
BLOOD	ENSG00000171813	PWWP2B	47
BLOOD	ENSG00000149929	HIRIP3	47
BLOOD	ENSG00000153443	UBALD1	47
BLOOD	ENSG00000108854	SMURF2	47
BLOOD	ENSG00000103671	TRIP4	47
BLOOD	ENSG00000164880	INTS1	47
BLOOD	ENSG00000196227	FAM217B	47
BLOOD	ENSG00000182054	IDH2	47
BLOOD	ENSG00000274523	WBSCR16	47
BLOOD	ENSG00000143641	GALNT2	47
BLOOD	ENSG00000138032	PPM1B	47
BLOOD	ENSG00000136950	ARPC5L	47
BLOOD	ENSG00000133321	RARRES3	47
BLOOD	ENSG00000110200	ANAPC15	47
BLOOD	ENSG00000168101	NUDT16L1	47
BLOOD	ENSG00000120913	PDLIM2	47
BLOOD	ENSG00000162104	ADCY9	47
BLOOD	ENSG00000165424	ZCCHC24	47
BLOOD	ENSG00000167778	SPRYD3	47
BLOOD	ENSG00000100319	ZMAT5	47
BLOOD	ENSG00000238045	AC009133.12	47
BLOOD	ENSG00000115286	NDUFS7	47
BLOOD	ENSG00000134461	ANKRD16	47
BLOOD	ENSG00000175182	FAM131A	47
BLOOD	ENSG00000078902	TOLLIP	47
BLOOD	ENSG00000177854	TMEM187	47
BLOOD	ENSG00000035681	NSMAF	47
BLOOD	ENSG00000131462	TUBG1	47
BLOOD	ENSG00000121486	TRMT1L	47
BLOOD	ENSG00000270179	RP11-159N11.4	47
BLOOD	ENSG00000114026	OGG1	47
BLOOD	ENSG00000105321	CCDC9	47
BLOOD	ENSG00000141101	NOB1	47
BLOOD	ENSG00000170619	COMMD5	47
BLOOD	ENSG00000267904	CTC-429P9.5	47
BLOOD	ENSG00000232934	RP11-324O2.3	47
BLOOD	ENSG00000230606	AC159540.1	47
BLOOD	ENSG00000072958	AP1M1	47
BLOOD	ENSG00000040487	PQLC2	47
BLOOD	ENSG00000163170	BOLA3	47
BLOOD	ENSG00000197119	SLC25A29	47
BLOOD	ENSG00000163704	PRRT3	47
BLOOD	ENSG00000243547	HNRNPKP4	47
BLOOD	ENSG00000143952	VPS54	47
BLOOD	ENSG00000107651	SEC23IP	47
BLOOD	ENSG00000103248	MTHFSD	47
BLOOD	ENSG00000171067	C11orf24	47
BLOOD	ENSG00000006282	SPATA20	47
BLOOD	ENSG00000187193	MT1X	47
BLOOD	ENSG00000204789	ZNF204P	47
BLOOD	ENSG00000248333	CDK11B	47
BLOOD	ENSG00000101940	WDR13	47
BLOOD	ENSG00000141753	IGFBP4	47
BLOOD	ENSG00000002822	MAD1L1	47
BLOOD	ENSG00000152256	PDK1	47
BLOOD	ENSG00000125648	SLC25A23	47
BLOOD	ENSG00000166228	PCBD1	47
BLOOD	ENSG00000269858	EGLN2	47
BLOOD	ENSG00000167965	MLST8	47
BLOOD	ENSG00000171169	NAIF1	47
BLOOD	ENSG00000134748	PRPF38A	47
BLOOD	ENSG00000187840	EIF4EBP1	47
BLOOD	ENSG00000197982	C1orf122	47
BLOOD	ENSG00000172725	CORO1B	47
BLOOD	ENSG00000196544	BORCS6	47
BLOOD	ENSG00000104497	SNX16	47
BLOOD	ENSG00000166188	ZNF319	47
BLOOD	ENSG00000181830	SLC35C1	47
BLOOD	ENSG00000213923	CSNK1E	47
BLOOD	ENSG00000163785	RYK	47
BLOOD	ENSG00000178585	CTNNBIP1	47
BLOOD	ENSG00000130706	ADRM1	47
BLOOD	ENSG00000163930	BAP1	47
BLOOD	ENSG00000196072	BLOC1S2	47
BLOOD	ENSG00000196605	ZNF846	47
BLOOD	ENSG00000059145	UNKL	47
BLOOD	ENSG00000067057	PFKP	47
BLOOD	ENSG00000136451	VEZF1	47
BLOOD	ENSG00000166780	C16orf45	47
BLOOD	ENSG00000093144	ECHDC1	47
BLOOD	ENSG00000105325	FZR1	47
BLOOD	ENSG00000173653	RCE1	47
BLOOD	ENSG00000214765	SEPT7P2	47
BLOOD	ENSG00000100311	PDGFB	47
BLOOD	ENSG00000204677	FAM153C	47
BLOOD	ENSG00000179921	GPBAR1	47
BLOOD	ENSG00000127585	FBXL16	47
BLOOD	ENSG00000240322	RN7SL481P	47
BLOOD	ENSG00000197561	ELANE	47
BLOOD	ENSG00000271734	RP1-111B22.3	47
BLOOD	ENSG00000238152	OR7E140P	47
BLOOD	ENSG00000234902	AC007879.2	47
BLOOD	ENSG00000178464	CTD-2192J16.15	47
BLOOD	ENSG00000167618	LAIR2	47
BLOOD	ENSG00000275476	RP11-996F15.4	47
BLOOD	ENSG00000244459	RP11-1398P2.1	47
BLOOD	ENSG00000271869	RP11-51J9.5	47
BLOOD	ENSG00000218018	RP4-800J21.3	47
LIV	ENSG00000104537	ANXA13	47
LIV	ENSG00000174950	CD164L2	47
MAM	ENSG00000241168	RP11-10O22.1	47
SF	ENSG00000235649	MXRA5Y	47
SF	ENSG00000236216	PPP1R11P1	47
VAF	ENSG00000173809	TDRD12	47
VAF	ENSG00000235649	MXRA5Y	47
