tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000140396	NCOA2	89
BLOOD	ENSG00000108061	SHOC2	89
BLOOD	ENSG00000158615	PPP1R15B	89
BLOOD	ENSG00000134371	CDC73	89
BLOOD	ENSG00000081237	PTPRC	89
BLOOD	ENSG00000133657	ATP13A3	89
BLOOD	ENSG00000154124	OTULIN	89
BLOOD	ENSG00000143970	ASXL2	89
BLOOD	ENSG00000124486	USP9X	89
BLOOD	ENSG00000138814	PPP3CA	89
BLOOD	ENSG00000119314	PTBP3	89
BLOOD	ENSG00000116539	ASH1L	89
BLOOD	ENSG00000075568	TMEM131	89
BLOOD	ENSG00000134825	TMEM258	89
BLOOD	ENSG00000198740	ZNF652	89
BLOOD	ENSG00000140307	GTF2A2	89
BLOOD	ENSG00000147684	NDUFB9	89
BLOOD	ENSG00000005483	KMT2E	89
BLOOD	ENSG00000179454	KLHL28	89
BLOOD	ENSG00000065413	ANKRD44	89
BLOOD	ENSG00000054267	ARID4B	89
BLOOD	ENSG00000162434	JAK1	89
BLOOD	ENSG00000143337	TOR1AIP1	89
BLOOD	ENSG00000119541	VPS4B	89
BLOOD	ENSG00000196655	TRAPPC4	89
BLOOD	ENSG00000107290	SETX	89
BLOOD	ENSG00000100030	MAPK1	89
BLOOD	ENSG00000021574	SPAST	89
BLOOD	ENSG00000096401	CDC5L	89
BLOOD	ENSG00000055609	KMT2C	89
BLOOD	ENSG00000145703	IQGAP2	89
BLOOD	ENSG00000181885	CLDN7	89
BLOOD	ENSG00000101972	STAG2	89
BLOOD	ENSG00000152223	EPG5	89
BLOOD	ENSG00000172500	FIBP	89
BLOOD	ENSG00000178980	SEPW1	89
BLOOD	ENSG00000074603	DPP8	89
BLOOD	ENSG00000081913	PHLPP1	89
BLOOD	ENSG00000105518	TMEM205	89
BLOOD	ENSG00000078142	PIK3C3	89
BLOOD	ENSG00000124570	SERPINB6	89
BLOOD	ENSG00000023287	RB1CC1	89
BLOOD	ENSG00000102317	RBM3	89
BLOOD	ENSG00000124789	NUP153	89
BLOOD	ENSG00000127452	FBXL12	89
BLOOD	ENSG00000275052	PPP4R3B	89
BLOOD	ENSG00000115364	MRPL19	89
BLOOD	ENSG00000115520	COQ10B	89
BLOOD	ENSG00000168438	CDC40	89
BLOOD	ENSG00000118690	ARMC2	89
BLOOD	ENSG00000224892	RPS4XP16	89
BLOOD	ENSG00000122882	ECD	89
BLOOD	ENSG00000109787	KLF3	89
BLOOD	ENSG00000197653	DNAH10	89
BLOOD	ENSG00000256683	ZNF350	89
BLOOD	ENSG00000233178	RP11-88I18.2	89
BLOOD	ENSG00000137478	FCHSD2	89
BLOOD	ENSG00000257315	ZBED6	89
BLOOD	ENSG00000124702	KLHDC3	89
BLOOD	ENSG00000197102	DYNC1H1	89
BLOOD	ENSG00000176390	CRLF3	89
BLOOD	ENSG00000174574	AKIRIN1	89
BLOOD	ENSG00000170340	B3GNT2	89
BLOOD	ENSG00000083457	ITGAE	89
BLOOD	ENSG00000135837	CEP350	89
BLOOD	ENSG00000005812	FBXL3	89
BLOOD	ENSG00000023228	NDUFS1	89
BLOOD	ENSG00000062650	WAPL	89
BLOOD	ENSG00000093000	NUP50	89
BLOOD	ENSG00000152413	HOMER1	89
BLOOD	ENSG00000163349	HIPK1	89
BLOOD	ENSG00000166233	ARIH1	89
BLOOD	ENSG00000039123	SKIV2L2	89
BLOOD	ENSG00000167613	LAIR1	89
BLOOD	ENSG00000131401	NAPSB	89
BLOOD	ENSG00000234231	AC093616.4	89
BLOOD	ENSG00000173230	GOLGB1	89
BLOOD	ENSG00000101966	XIAP	89
BLOOD	ENSG00000131018	SYNE1	89
BLOOD	ENSG00000115548	KDM3A	89
BLOOD	ENSG00000201217	Y_RNA	89
BLOOD	ENSG00000118260	CREB1	89
BLOOD	ENSG00000141858	SAMD1	89
BLOOD	ENSG00000138085	ATRAID	89
BLOOD	ENSG00000123144	C19orf43	89
BLOOD	ENSG00000178502	KLHL11	89
BLOOD	ENSG00000136536	MARCH7	89
BLOOD	ENSG00000138336	TET1	89
BLOOD	ENSG00000176542	USF3	89
BLOOD	ENSG00000004779	NDUFAB1	89
BLOOD	ENSG00000136731	UGGT1	89
BLOOD	ENSG00000071859	FAM50A	89
BLOOD	ENSG00000139218	SCAF11	89
BLOOD	ENSG00000073614	KDM5A	89
BLOOD	ENSG00000153207	AHCTF1	89
BLOOD	ENSG00000131374	TBC1D5	89
BLOOD	ENSG00000087338	GMCL1	89
BLOOD	ENSG00000198265	HELZ	89
BLOOD	ENSG00000169964	TMEM42	89
BLOOD	ENSG00000279873	LINC01126	89
BLOOD	ENSG00000115760	BIRC6	89
BLOOD	ENSG00000053254	FOXN3	89
BLOOD	ENSG00000266094	RASSF5	89
BLOOD	ENSG00000198961	PJA2	89
BLOOD	ENSG00000125686	MED1	89
BLOOD	ENSG00000083168	KAT6A	89
BLOOD	ENSG00000169919	GUSB	89
BLOOD	ENSG00000108826	MRPL27	89
BLOOD	ENSG00000177189	RPS6KA3	89
BLOOD	ENSG00000207741	MIR590	89
BLOOD	ENSG00000095139	ARCN1	89
BLOOD	ENSG00000198663	C6orf89	89
BLOOD	ENSG00000074755	ZZEF1	89
BLOOD	ENSG00000122557	HERPUD2	89
BLOOD	ENSG00000256229	ZNF486	89
BLOOD	ENSG00000081148	IMPG2	89
BLOOD	ENSG00000115808	STRN	89
BLOOD	ENSG00000170776	AKAP13	89
BLOOD	ENSG00000113580	NR3C1	89
BLOOD	ENSG00000160584	SIK3	89
BLOOD	ENSG00000112406	HECA	89
BLOOD	ENSG00000107614	TRDMT1	89
BLOOD	ENSG00000067066	SP100	89
BLOOD	ENSG00000008018	PSMB1	89
BLOOD	ENSG00000123200	ZC3H13	89
BLOOD	ENSG00000170759	KIF5B	89
BLOOD	ENSG00000102908	NFAT5	89
BLOOD	ENSG00000165650	PDZD8	89
BLOOD	ENSG00000036257	CUL3	89
BLOOD	ENSG00000163848	ZNF148	89
BLOOD	ENSG00000165240	ATP7A	89
BLOOD	ENSG00000111897	SERINC1	89
BLOOD	ENSG00000273284	RP11-888D10.4	89
BLOOD	ENSG00000102043	MTMR8	89
BLOOD	ENSG00000160551	TAOK1	89
BLOOD	ENSG00000163513	TGFBR2	89
BLOOD	ENSG00000011114	BTBD7	89
BLOOD	ENSG00000175556	LONRF3	89
BLOOD	ENSG00000151366	NDUFC2	89
BLOOD	ENSG00000067900	ROCK1	89
BLOOD	ENSG00000128833	MYO5C	89
BLOOD	ENSG00000065613	SLK	89
BLOOD	ENSG00000234329	RP11-767N6.2	89
BLOOD	ENSG00000185499	MUC1	89
BLOOD	ENSG00000163788	SNRK	89
BLOOD	ENSG00000232160	RAP2C-AS1	89
BLOOD	ENSG00000279348	RP11-566E18.1	89
BLOOD	ENSG00000124201	ZNFX1	89
BLOOD	ENSG00000054118	THRAP3	89
BLOOD	ENSG00000100138	SNU13	89
BLOOD	ENSG00000167863	ATP5H	89
BLOOD	ENSG00000157077	ZFYVE9	89
BLOOD	ENSG00000150054	MPP7	89
BLOOD	ENSG00000108510	MED13	89
BLOOD	ENSG00000143314	MRPL24	89
BLOOD	ENSG00000151062	CACNA2D4	89
BLOOD	ENSG00000127481	UBR4	89
BLOOD	ENSG00000111276	CDKN1B	89
BLOOD	ENSG00000104517	UBR5	89
BLOOD	ENSG00000175073	VCPIP1	89
BLOOD	ENSG00000120063	GNA13	89
BLOOD	ENSG00000164691	TAGAP	89
BLOOD	ENSG00000135250	SRPK2	89
BLOOD	ENSG00000025293	PHF20	89
BLOOD	ENSG00000100731	PCNX	89
BLOOD	ENSG00000114796	KLHL24	89
BLOOD	ENSG00000116221	MRPL37	89
BLOOD	ENSG00000115165	CYTIP	89
BLOOD	ENSG00000240849	TMEM189	89
BLOOD	ENSG00000058272	PPP1R12A	89
BLOOD	ENSG00000004478	FKBP4	89
BLOOD	ENSG00000131379	C3orf20	89
BLOOD	ENSG00000163659	TIPARP	89
BLOOD	ENSG00000267100	ILF3-AS1	89
BLOOD	ENSG00000186432	KPNA4	89
BLOOD	ENSG00000127922	SHFM1	89
BLOOD	ENSG00000075539	FRYL	89
BLOOD	ENSG00000172493	AFF1	89
BLOOD	ENSG00000101109	STK4	89
BLOOD	ENSG00000172939	OXSR1	89
BLOOD	ENSG00000118482	PHF3	89
BLOOD	ENSG00000151650	VENTX	89
BLOOD	ENSG00000138688	KIAA1109	89
BLOOD	ENSG00000110367	DDX6	89
BLOOD	ENSG00000165671	NSD1	89
BLOOD	ENSG00000256139	RP11-968O1.5	89
BLOOD	ENSG00000116731	PRDM2	89
BLOOD	ENSG00000134516	DOCK2	89
BLOOD	ENSG00000055208	TAB2	89
BLOOD	ENSG00000112893	MAN2A1	89
BLOOD	ENSG00000261101	RP4-545K15.5	89
BLOOD	ENSG00000131871	VIMP	89
BLOOD	ENSG00000110713	NUP98	89
BLOOD	ENSG00000115232	ITGA4	89
BLOOD	ENSG00000115421	PAPOLG	89
BLOOD	ENSG00000273723	RP11-93H24.3	89
BLOOD	ENSG00000163297	ANTXR2	89
BLOOD	ENSG00000170571	EMB	89
BLOOD	ENSG00000054654	SYNE2	89
BLOOD	ENSG00000256464	YWHABP2	89
BLOOD	ENSG00000106799	TGFBR1	89
BLOOD	ENSG00000120756	PLS1	89
BLOOD	ENSG00000058063	ATP11B	89
BLOOD	ENSG00000130783	CCDC62	89
BLOOD	ENSG00000196110	ZNF699	89
BLOOD	ENSG00000064393	HIPK2	89
BLOOD	ENSG00000162378	ZYG11B	89
BLOOD	ENSG00000006459	KDM7A	89
BLOOD	ENSG00000047410	TPR	89
BLOOD	ENSG00000160229	ZNF66	89
BLOOD	ENSG00000239941	RP11-246A10.1	89
BLOOD	ENSG00000109320	NFKB1	89
BLOOD	ENSG00000173473	SMARCC1	89
BLOOD	ENSG00000253729	PRKDC	89
BLOOD	ENSG00000130779	CLIP1	89
BLOOD	ENSG00000072501	SMC1A	89
BLOOD	ENSG00000118007	STAG1	89
BLOOD	ENSG00000196712	NF1	89
BLOOD	ENSG00000164190	NIPBL	89
BLOOD	ENSG00000090060	PAPOLA	89
BLOOD	ENSG00000164142	FAM160A1	89
BLOOD	ENSG00000100983	GSS	89
BLOOD	ENSG00000223725	AC007879.5	89
BLOOD	ENSG00000165119	HNRNPK	89
BLOOD	ENSG00000066777	ARFGEF1	89
BLOOD	ENSG00000266405	CBX3P2	89
BLOOD	ENSG00000277258	PCGF2	89
BLOOD	ENSG00000179295	PTPN11	89
BLOOD	ENSG00000115464	USP34	89
BLOOD	ENSG00000164754	RAD21	89
BLOOD	ENSG00000103494	RPGRIP1L	89
BLOOD	ENSG00000181555	SETD2	89
BLOOD	ENSG00000159199	ATP5G1	89
BLOOD	ENSG00000032219	ARID4A	89
BLOOD	ENSG00000120690	ELF1	89
BLOOD	ENSG00000171316	CHD7	89
BLOOD	ENSG00000005381	MPO	89
BLOOD	ENSG00000232053	AC009784.3	89
BLOOD	ENSG00000198883	PNMA5	89
BLOOD	ENSG00000267253	RP11-209M4.1	89
BLOOD	ENSG00000211816	TRAV38-1	89
BLOOD	ENSG00000278107	RP11-162A12.4	89
BLOOD	ENSG00000268729	CTD-2105E13.14	89
BLOOD	ENSG00000246790	RP11-730K11.1	89
BLOOD	ENSG00000228002	DHX9P1	89
BLOOD	ENSG00000198406	BZW1P2	89
BLOOD	ENSG00000237350	CDC42P6	89
BLOOD	ENSG00000227436	FCF1P1	89
BLOOD	ENSG00000174482	LINGO2	89
BLOOD	ENSG00000179934	CCR8	89
BLOOD	ENSG00000211856	TRAJ33	89
BLOOD	ENSG00000272696	RP11-339B21.13	89
BLOOD	ENSG00000211847	TRAJ42	89
BLOOD	ENSG00000241547	ACTG1P20	89
BLOOD	ENSG00000211692	TRGJP1	89
BLOOD	ENSG00000211841	TRAJ48	89
BLOOD	ENSG00000232380	ZDHHC20P4	89
BLOOD	ENSG00000213212	NCLP1	89
LIV	ENSG00000272293	RP11-91J19.3	89
SF	ENSG00000257551	HLX-AS1	89
