ensembl	tissue	gene	P	FDR
ENSG00000174837	LIV	ADGRE1	2.03E-304	3.53E-304
ENSG00000136250	LIV	AOAH	2.03E-304	3.53E-304
ENSG00000105383	LIV	CD33	2.03E-304	3.53E-304
ENSG00000073754	LIV	CD5L	2.03E-304	3.53E-304
ENSG00000109861	LIV	CTSC	2.03E-304	3.53E-304
ENSG00000163131	LIV	CTSS	2.03E-304	3.53E-304
ENSG00000203747	LIV	FCGR3A	2.03E-304	3.53E-304
ENSG00000171115	LIV	GIMAP8	2.03E-304	3.53E-304
ENSG00000177807	LIV	KCNJ10	2.03E-304	3.53E-304
ENSG00000104974	LIV	LILRA1	2.03E-304	3.53E-304
ENSG00000271605	LIV	MILR1	2.03E-304	3.53E-304
ENSG00000091106	LIV	NLRC4	2.03E-304	3.53E-304
ENSG00000181631	LIV	P2RY13	2.03E-304	3.53E-304
ENSG00000197646	LIV	PDCD1LG2	2.03E-304	3.53E-304
ENSG00000101347	LIV	SAMHD1	2.03E-304	3.53E-304
ENSG00000142512	LIV	SIGLEC10	2.03E-304	3.53E-304
ENSG00000134955	LIV	SLC37A2	2.03E-304	3.53E-304
ENSG00000166927	LIV	MS4A7	5.84E-210	9.31E-210
ENSG00000106066	LIV	CPVL	7.52E-113	1.08E-112
