ensembl	tissue	gene	P	FDR
ENSG00000076108	LIV	BAZ2A	2.03E-304	3.53E-304
ENSG00000126001	LIV	CEP250	2.03E-304	3.53E-304
ENSG00000151208	LIV	DLG5	2.03E-304	3.53E-304
ENSG00000065970	LIV	FOXJ2	2.03E-304	3.53E-304
ENSG00000164916	LIV	FOXK1	2.03E-304	3.53E-304
ENSG00000173120	LIV	KDM2A	2.03E-304	3.53E-304
ENSG00000099308	LIV	MAST3	2.03E-304	3.53E-304
ENSG00000068654	LIV	POLR1A	2.03E-304	3.53E-304
ENSG00000196313	LIV	POM121	2.03E-304	3.53E-304
ENSG00000148396	LIV	SEC16A	2.03E-304	3.53E-304
ENSG00000197818	LIV	SLC9A8	2.03E-304	3.53E-304
ENSG00000065526	LIV	SPEN	2.03E-304	3.53E-304
ENSG00000080603	LIV	SRCAP	2.03E-304	3.53E-304
ENSG00000173757	LIV	STAT5B	2.03E-304	3.53E-304
ENSG00000137076	LIV	TLN1	2.03E-304	3.53E-304
ENSG00000124422	LIV	USP22	2.03E-304	3.53E-304
ENSG00000141252	LIV	VPS53	2.03E-304	3.53E-304
ENSG00000181638	LIV	ZFP41	2.03E-304	3.53E-304
ENSG00000115568	LIV	ZNF142	2.03E-304	3.53E-304
ENSG00000126746	LIV	ZNF384	2.03E-304	3.53E-304
ENSG00000166716	LIV	ZNF592	2.03E-304	3.53E-304
ENSG00000157657	LIV	ZNF618	2.03E-304	3.53E-304
ENSG00000101493	LIV	ZNF516	4.19E-22	4.86E-22
