ensembl	tissue	gene	P	FDR
ENSG00000157601	BLOOD	MX1	2.03E-304	3.53E-304
ENSG00000228318	LIV	AP001610.5	2.03E-304	3.53E-304
ENSG00000168062	LIV	BATF2	2.03E-304	3.53E-304
ENSG00000133106	LIV	EPSTI1	2.03E-304	3.53E-304
ENSG00000225492	LIV	GBP1P1	2.03E-304	3.53E-304
ENSG00000225964	LIV	NRIR	2.03E-304	3.53E-304
ENSG00000115155	LIV	OTOF	2.03E-304	3.53E-304
ENSG00000188282	LIV	RUFY4	2.03E-304	3.53E-304
ENSG00000111335	MAM	OAS2	2.03E-304	3.53E-304
ENSG00000115415	MAM	STAT1	2.03E-304	3.53E-304
ENSG00000132274	MAM	TRIM22	2.03E-304	3.53E-304
ENSG00000157601	SF	MX1	2.03E-304	3.53E-304
ENSG00000089127	SKLM	OAS1	2.03E-304	3.53E-304
ENSG00000205837	LIV	LINC00487	5.76E-207	9.16E-207
ENSG00000108771	AOR	DHX58	3.92E-203	6.21E-203
ENSG00000170581	AOR	STAT2	5.61E-171	8.65E-171
ENSG00000173193	AOR	PARP14	4.65E-150	7.00E-150
ENSG00000181381	AOR	DDX60L	1.42E-138	2.12E-138
ENSG00000177409	AOR	SAMD9L	4.06E-129	5.96E-129
ENSG00000117228	AOR	GBP1	1.83E-117	2.64E-117
ENSG00000168062	AOR	BATF2	1.96E-66	2.60E-66
ENSG00000115415	AOR	STAT1	1.88E-62	2.48E-62
