ensembl	tissue	gene	P	FDR
ENSG00000189079	MAM	ARID2	2.03E-304	3.53E-304
ENSG00000102908	MAM	NFAT5	2.03E-304	3.53E-304
ENSG00000162599	MAM	NFIA	2.03E-304	3.53E-304
ENSG00000100731	MAM	PCNX	2.03E-304	3.53E-304
ENSG00000146676	MAM	PURB	2.03E-304	3.53E-304
ENSG00000162924	MAM	REL	2.03E-304	3.53E-304
ENSG00000176542	MAM	USF3	2.03E-304	3.53E-304
ENSG00000198315	MAM	ZKSCAN8	2.03E-304	3.53E-304
ENSG00000198740	MAM	ZNF652	2.03E-304	3.53E-304
ENSG00000040199	MAM	PHLPP2	4.33E-88	5.99E-88
ENSG00000143190	MAM	POU2F1	2.96E-76	4.03E-76
