ensembl	tissue	gene	P	FDR
ENSG00000166523	MAM	CLEC4E	2.03E-304	3.53E-304
ENSG00000007968	MAM	E2F2	2.03E-304	3.53E-304
ENSG00000162747	MAM	FCGR3B	2.03E-304	3.53E-304
ENSG00000165702	MAM	GFI1B	2.03E-304	3.53E-304
ENSG00000196565	MAM	HBG2	2.03E-304	3.53E-304
ENSG00000116299	MAM	KIAA1324	2.03E-304	3.53E-304
ENSG00000167768	MAM	KRT1	2.03E-304	3.53E-304
ENSG00000138795	MAM	LEF1	2.03E-304	3.53E-304
ENSG00000012223	MAM	LTF	2.03E-304	3.53E-304
ENSG00000160588	MAM	MPZL3	2.03E-304	3.53E-304
ENSG00000059728	MAM	MXD1	2.03E-304	3.53E-304
ENSG00000123405	MAM	NFE2	2.03E-304	3.53E-304
ENSG00000073861	MAM	TBX21	2.03E-304	3.53E-304
ENSG00000196565	SF	HBG2	2.03E-304	3.53E-304
ENSG00000134539	MAM	KLRD1	1.59E-166	2.44E-166
