ensembl	tissue	gene	P	FDR
ENSG00000184009	SKLM	ACTG1	2.03E-304	3.53E-304
ENSG00000166825	SKLM	ANPEP	2.03E-304	3.53E-304
ENSG00000188112	SKLM	C6orf132	2.03E-304	3.53E-304
ENSG00000042493	SKLM	CAPG	2.03E-304	3.53E-304
ENSG00000125726	SKLM	CD70	2.03E-304	3.53E-304
ENSG00000143320	SKLM	CRABP2	2.03E-304	3.53E-304
ENSG00000112977	SKLM	DAP	2.03E-304	3.53E-304
ENSG00000149781	SKLM	FERMT3	2.03E-304	3.53E-304
ENSG00000100626	SKLM	GALNT16	2.03E-304	3.53E-304
ENSG00000128604	SKLM	IRF5	2.03E-304	3.53E-304
ENSG00000100968	SKLM	NFATC4	2.03E-304	3.53E-304
ENSG00000188257	SKLM	PLA2G2A	2.03E-304	3.53E-304
ENSG00000134955	SKLM	SLC37A2	2.03E-304	3.53E-304
ENSG00000066336	SKLM	SPI1	2.03E-304	3.53E-304
ENSG00000166888	SKLM	STAT6	2.03E-304	3.53E-304
ENSG00000002933	SKLM	TMEM176A	2.03E-304	3.53E-304
ENSG00000106565	SKLM	TMEM176B	2.03E-304	3.53E-304
ENSG00000143867	SKLM	OSR1	7.36E-222	1.18E-221
ENSG00000189143	SKLM	CLDN4	3.16E-107	4.49E-107
