ensembl	tissue	gene	P	FDR
ENSG00000196704	VAF	AMZ2	2.03E-304	3.53E-304
ENSG00000138175	VAF	ARL3	2.03E-304	3.53E-304
ENSG00000118292	VAF	C1orf54	2.03E-304	3.53E-304
ENSG00000176731	VAF	C8orf59	2.03E-304	3.53E-304
ENSG00000171735	VAF	CAMTA1	2.03E-304	3.53E-304
ENSG00000168275	VAF	COA6	2.03E-304	3.53E-304
ENSG00000198721	VAF	ECI2	2.03E-304	3.53E-304
ENSG00000115541	VAF	HSPE1	2.03E-304	3.53E-304
ENSG00000170860	VAF	LSM3	2.03E-304	3.53E-304
ENSG00000168958	VAF	MFF	2.03E-304	3.53E-304
ENSG00000111639	VAF	MRPL51	2.03E-304	3.53E-304
ENSG00000101608	VAF	MYL12A	2.03E-304	3.53E-304
ENSG00000184983	VAF	NDUFA6	2.03E-304	3.53E-304
ENSG00000113068	VAF	PFDN1	2.03E-304	3.53E-304
ENSG00000185808	VAF	PIGP	2.03E-304	3.53E-304
ENSG00000107020	VAF	PLGRKT	2.03E-304	3.53E-304
ENSG00000165502	VAF	RPL36AL	2.03E-304	3.53E-304
ENSG00000132432	VAF	SEC61G	2.03E-304	3.53E-304
ENSG00000176209	VAF	SMIM19	2.03E-304	3.53E-304
ENSG00000142168	VAF	SOD1	2.03E-304	3.53E-304
ENSG00000170310	VAF	STX8	2.03E-304	3.53E-304
ENSG00000151500	VAF	THYN1	2.03E-304	3.53E-304
ENSG00000162604	VAF	TM2D1	2.03E-304	3.53E-304
ENSG00000135211	VAF	TMEM60	2.03E-304	3.53E-304
ENSG00000120963	VAF	ZNF706	2.03E-304	3.53E-304
ENSG00000121552	VAF	CSTA	4.60E-238	7.49E-238
ENSG00000232063	LIV	RP11-307E17.8	4.37E-21	5.04E-21
ENSG00000213965	LIV	NUDT19	2.41E-20	2.77E-20
ENSG00000249709	LIV	ZNF564	9.17E-15	1.02E-14
