ensembl	tissue	gene	P	FDR
ENSG00000204149	LIV	AGAP6	2.03E-304	3.53E-304
ENSG00000173209	LIV	AHSA2	2.03E-304	3.53E-304
ENSG00000272578	LIV	AP000347.2	2.03E-304	3.53E-304
ENSG00000110274	LIV	CEP164	2.03E-304	3.53E-304
ENSG00000185684	LIV	EP400NL	2.03E-304	3.53E-304
ENSG00000109063	LIV	MYH3	2.03E-304	3.53E-304
ENSG00000245532	LIV	NEAT1	2.03E-304	3.53E-304
ENSG00000004534	LIV	RBM6	2.03E-304	3.53E-304
ENSG00000223745	LIV	RP4-717I23.3	2.03E-304	3.53E-304
ENSG00000248124	LIV	RRN3P1	2.03E-304	3.53E-304
ENSG00000075826	LIV	SEC31B	2.03E-304	3.53E-304
ENSG00000224660	LIV	SH3BP5-AS1	2.03E-304	3.53E-304
ENSG00000272752	LIV	STAG3L5P-PVRIG2P-PILRB	2.03E-304	3.53E-304
ENSG00000124222	LIV	STX16	2.03E-304	3.53E-304
ENSG00000166436	LIV	TRIM66	2.03E-304	3.53E-304
ENSG00000165275	LIV	TRMT10B	2.03E-304	3.53E-304
ENSG00000214021	LIV	TTLL3	2.03E-304	3.53E-304
ENSG00000198556	LIV	ZNF789	2.03E-304	3.53E-304
ENSG00000245849	LIV	RAD51-AS1	3.79E-08	4.05E-08
ENSG00000147789	LIV	ZNF7	0.11921	0.12
