ensembl	tissue	gene	P	FDR
ENSG00000180535	VAF	BHLHA15	2.03E-304	3.53E-304
ENSG00000223648	VAF	IGHV3-64	2.03E-304	3.53E-304
ENSG00000211972	VAF	IGHV3-66	2.03E-304	3.53E-304
ENSG00000211959	VAF	IGHV4-39	2.03E-304	3.53E-304
ENSG00000211970	VAF	IGHV4-61	2.03E-304	3.53E-304
ENSG00000211642	VAF	IGLV10-54	2.03E-304	3.53E-304
ENSG00000211639	VAF	IGLV4-60	2.03E-304	3.53E-304
ENSG00000223350	VAF	IGLV9-49	2.03E-304	3.53E-304
ENSG00000110777	VAF	POU2AF1	2.03E-304	3.53E-304
ENSG00000102547	MAM	CAB39L	4.19E-08	4.47E-08
