ensembl	tissue	gene	P	FDR
ENSG00000145736	AOR	GTF2H2	1.93E-164	2.94E-164
ENSG00000145736	VAF	GTF2H2	4.27E-163	6.51E-163
ENSG00000230847	AOR	RP11-195E2.1	1.62E-160	2.45E-160
ENSG00000145736	SKLM	GTF2H2	8.19E-151	1.23E-150
ENSG00000145736	LIV	GTF2H2	3.47E-142	5.19E-142
ENSG00000145736	SF	GTF2H2	7.39E-140	1.10E-139
ENSG00000226259	LIV	GTF2H2B	8.74E-139	1.30E-138
ENSG00000215630	AOR	GUSBP9	4.31E-136	6.39E-136
ENSG00000226259	SF	GTF2H2B	5.98E-131	8.80E-131
ENSG00000230847	VAF	RP11-195E2.1	9.70E-96	1.36E-95
ENSG00000230847	BLOOD	RP11-195E2.1	4.85E-73	6.53E-73
ENSG00000226259	SKLM	GTF2H2B	1.33E-72	1.78E-72
ENSG00000226259	BLOOD	GTF2H2B	2.69E-58	3.49E-58
ENSG00000226259	AOR	GTF2H2B	3.31E-53	4.25E-53
ENSG00000145736	BLOOD	GTF2H2	3.58E-37	4.37E-37
ENSG00000230847	LIV	RP11-195E2.1	9.13E-29	1.08E-28
ENSG00000226259	VAF	GTF2H2B	5.86E-25	6.86E-25
ENSG00000205571	AOR	SMN2	7.57E-20	8.68E-20
ENSG00000205571	LIV	SMN2	2.80E-16	3.15E-16
ENSG00000205571	VAF	SMN2	0.000047746	0.0000498
ENSG00000205572	SKLM	SERF1B	0.0048925	0.0049889
