ensembl	tissue	gene	P	FDR
ENSG00000176022	BLOOD	B3GALT6	2.03E-304	3.53E-304
ENSG00000184381	BLOOD	PLA2G6	2.03E-304	3.53E-304
ENSG00000113504	BLOOD	SLC12A7	2.03E-304	3.53E-304
ENSG00000177732	BLOOD	SOX12	2.03E-304	3.53E-304
ENSG00000100321	BLOOD	SYNGR1	2.03E-304	3.53E-304
ENSG00000171045	BLOOD	TSNARE1	2.03E-304	3.53E-304
ENSG00000181404	BLOOD	WASH1	2.03E-304	3.53E-304
ENSG00000015532	BLOOD	XYLT2	2.03E-304	3.53E-304
ENSG00000116809	BLOOD	ZBTB17	2.03E-304	3.53E-304
ENSG00000179922	BLOOD	ZNF784	2.03E-304	3.53E-304
ENSG00000132005	BLOOD	RFX1	6.34E-217	1.01E-216
ENSG00000182446	BLOOD	NPLOC4	2.82E-209	4.49E-209
ENSG00000197355	BLOOD	UAP1L1	5.50E-186	8.57E-186
ENSG00000130653	BLOOD	PNPLA7	3.90E-95	5.46E-95
