ensembl	tissue	gene	P	FDR
ENSG00000116922	MAM	C1orf109	2.03E-304	3.53E-304
ENSG00000203666	MAM	EFCAB2	2.03E-304	3.53E-304
ENSG00000076650	MAM	GPATCH1	2.03E-304	3.53E-304
ENSG00000103160	MAM	HSDL1	2.03E-304	3.53E-304
ENSG00000204138	MAM	PHACTR4	2.03E-304	3.53E-304
ENSG00000135365	MAM	PHF21A	2.03E-304	3.53E-304
ENSG00000160633	MAM	SAFB	2.03E-304	3.53E-304
ENSG00000167182	MAM	SP2	2.03E-304	3.53E-304
ENSG00000167881	MAM	SRP68	2.03E-304	3.53E-304
ENSG00000135457	MAM	TFCP2	2.03E-304	3.53E-304
ENSG00000103671	MAM	TRIP4	2.03E-304	3.53E-304
ENSG00000177125	MAM	ZBTB34	2.03E-304	3.53E-304
ENSG00000169946	MAM	ZFPM2	2.03E-304	3.53E-304
ENSG00000263072	MAM	ZNF213-AS1	2.03E-304	3.53E-304
ENSG00000130856	MAM	ZNF236	2.03E-304	3.53E-304
ENSG00000160094	MAM	ZNF362	2.03E-304	3.53E-304
