ensembl	tissue	gene	P	FDR
ENSG00000116539	LIV	ASH1L	2.03E-304	3.53E-304
ENSG00000171634	LIV	BPTF	2.03E-304	3.53E-304
ENSG00000053254	LIV	FOXN3	2.03E-304	3.53E-304
ENSG00000054523	LIV	KIF1B	2.03E-304	3.53E-304
ENSG00000118058	LIV	KMT2A	2.03E-304	3.53E-304
ENSG00000174197	LIV	MGA	2.03E-304	3.53E-304
ENSG00000084676	LIV	NCOA1	2.03E-304	3.53E-304
ENSG00000124151	LIV	NCOA3	2.03E-304	3.53E-304
ENSG00000102908	LIV	NFAT5	2.03E-304	3.53E-304
ENSG00000072736	LIV	NFATC3	2.03E-304	3.53E-304
ENSG00000177463	LIV	NR2C2	2.03E-304	3.53E-304
ENSG00000159140	LIV	SON	2.03E-304	3.53E-304
ENSG00000151090	LIV	THRB	2.03E-304	3.53E-304
ENSG00000173273	LIV	TNKS	2.03E-304	3.53E-304
ENSG00000060237	LIV	WNK1	2.03E-304	3.53E-304
ENSG00000185278	LIV	ZBTB37	2.03E-304	3.53E-304
ENSG00000198315	LIV	ZKSCAN8	2.03E-304	3.53E-304
ENSG00000130856	LIV	ZNF236	2.03E-304	3.53E-304
ENSG00000172888	LIV	ZNF621	2.03E-304	3.53E-304
ENSG00000197779	LIV	ZNF81	1.0586E-06	1.1203E-06
ENSG00000196110	LIV	ZNF699	2.5035E-06	2.6422E-06
ENSG00000143190	LIV	POU2F1	5.5959E-06	5.8897E-06
ENSG00000225603	LIV	RP11-325P15.1	0.0023027	0.0023626
