ensembl	tissue	gene	P	FDR
ENSG00000106624	LIV	AEBP1	2.03E-304	3.53E-304
ENSG00000140937	LIV	CDH11	2.03E-304	3.53E-304
ENSG00000109846	LIV	CRYAB	2.03E-304	3.53E-304
ENSG00000071967	LIV	CYBRD1	2.03E-304	3.53E-304
ENSG00000140545	LIV	MFGE8	2.03E-304	3.53E-304
ENSG00000116132	LIV	PRRX1	2.03E-304	3.53E-304
ENSG00000116260	LIV	QSOX1	2.03E-304	3.53E-304
ENSG00000123096	LIV	SSPN	2.03E-304	3.53E-304
ENSG00000165072	LIV	MAMDC2	2.30E-49	2.92E-49
ENSG00000146674	LIV	IGFBP3	1.08E-47	1.36E-47
ENSG00000149591	LIV	TAGLN	1.21E-22	1.40E-22
ENSG00000183287	LIV	CCBE1	1.00E-12	1.10E-12
ENSG00000198542	LIV	ITGBL1	1.42E-11	1.56E-11
ENSG00000154096	LIV	THY1	2.52E-10	2.74E-10
ENSG00000152583	LIV	SPARCL1	0.00006125	0.000063746
