ensembl	tissue	gene	P	FDR
ENSG00000118217	AOR	ATF6	2.03E-304	3.53E-304
ENSG00000155097	AOR	ATP6V1C1	2.03E-304	3.53E-304
ENSG00000156273	AOR	BACH1	2.03E-304	3.53E-304
ENSG00000106392	AOR	C1GALT1	2.03E-304	3.53E-304
ENSG00000132357	AOR	CARD6	2.03E-304	3.53E-304
ENSG00000169515	AOR	CCDC8	2.03E-304	3.53E-304
ENSG00000097046	AOR	CDC7	2.03E-304	3.53E-304
ENSG00000119403	AOR	PHF19	2.03E-304	3.53E-304
ENSG00000081320	AOR	STK17B	2.03E-304	3.53E-304
ENSG00000197321	AOR	SVIL	2.03E-304	3.53E-304
ENSG00000184677	AOR	ZBTB40	2.03E-304	3.53E-304
ENSG00000187720	AOR	THSD4	1.19E-194	1.87E-194
ENSG00000103642	AOR	LACTB	2.15E-189	3.36E-189
ENSG00000135272	AOR	MDFIC	8.29E-170	1.28E-169
ENSG00000188313	AOR	PLSCR1	1.32E-145	1.97E-145
ENSG00000112308	AOR	C6orf62	4.68E-93	6.52E-93
