ensembl	tissue	gene	P	FDR
ENSG00000116127	AOR	ALMS1	2.03E-304	3.53E-304
ENSG00000135976	AOR	ANKRD36	2.03E-304	3.53E-304
ENSG00000116539	AOR	ASH1L	2.03E-304	3.53E-304
ENSG00000171634	AOR	BPTF	2.03E-304	3.53E-304
ENSG00000206530	AOR	CFAP44	2.03E-304	3.53E-304
ENSG00000135164	AOR	DMTF1	2.03E-304	3.53E-304
ENSG00000084207	AOR	GSTP1	2.03E-304	3.53E-304
ENSG00000231074	AOR	HCG18	2.03E-304	3.53E-304
ENSG00000112159	AOR	MDN1	2.03E-304	3.53E-304
ENSG00000165671	AOR	NSD1	2.03E-304	3.53E-304
ENSG00000116731	AOR	PRDM2	2.03E-304	3.53E-304
ENSG00000159140	AOR	SON	2.03E-304	3.53E-304
ENSG00000065526	AOR	SPEN	2.03E-304	3.53E-304
ENSG00000163728	AOR	TTC14	2.03E-304	3.53E-304
ENSG00000166432	AOR	ZMAT1	2.03E-304	3.53E-304
ENSG00000215421	AOR	ZNF407	2.03E-304	3.53E-304
ENSG00000182903	AOR	ZNF721	2.03E-304	3.53E-304
ENSG00000167232	AOR	ZNF91	2.03E-304	3.53E-304
ENSG00000089220	AOR	PEBP1	1.19E-288	2.03E-288
ENSG00000198105	AOR	ZNF248	6.70E-203	1.06E-202
ENSG00000221983	AOR	UBA52	9.37E-143	1.40E-142
ENSG00000161016	AOR	RPL8	2.85E-116	4.10E-116
ENSG00000196705	AOR	ZNF431	2.88E-75	3.91E-75
ENSG00000189079	AOR	ARID2	1.98E-50	2.52E-50
ENSG00000183648	AOR	NDUFB1	3.06E-38	3.75E-38
ENSG00000196683	AOR	TOMM7	2.46E-34	2.97E-34
ENSG00000135541	AOR	AHI1	9.08E-22	1.05E-21
ENSG00000181722	AOR	ZBTB20	6.81E-17	7.68E-17
ENSG00000181827	AOR	RFX7	1.97E-16	2.22E-16
ENSG00000198393	AOR	ZNF26	8.81E-16	9.87E-16
ENSG00000153291	AOR	SLC25A27	1.99E-08	2.13E-08
ENSG00000147421	AOR	HMBOX1	6.3318E-06	6.6531E-06
ENSG00000150760	AOR	DOCK1	0.0047155	0.004811
ENSG00000004534	AOR	RBM6	0.065968	0.066559
ENSG00000196263	AOR	ZNF471	0.13442	0.13523
