ensembl	tissue	gene	P	FDR
ENSG00000087884	SKLM	AAMDC	2.03E-304	3.53E-304
ENSG00000138175	SKLM	ARL3	2.03E-304	3.53E-304
ENSG00000176386	SKLM	CDC26	2.03E-304	3.53E-304
ENSG00000163528	SKLM	CHCHD4	2.03E-304	3.53E-304
ENSG00000088766	SKLM	CRLS1	2.03E-304	3.53E-304
ENSG00000109919	SKLM	MTCH2	2.03E-304	3.53E-304
ENSG00000170515	SKLM	PA2G4	2.03E-304	3.53E-304
ENSG00000254093	SKLM	PINX1	2.03E-304	3.53E-304
ENSG00000235904	SKLM	RBMS3-AS3	2.03E-304	3.53E-304
ENSG00000258675	SKLM	RP11-299L17.3	2.03E-304	3.53E-304
ENSG00000251580	SKLM	RP11-539L10.3	2.03E-304	3.53E-304
ENSG00000186468	SKLM	RPS23	2.03E-304	3.53E-304
ENSG00000129657	SKLM	SEC14L1	2.03E-304	3.53E-304
ENSG00000132432	SKLM	SEC61G	2.03E-304	3.53E-304
ENSG00000177868	SKLM	SVBP	2.03E-304	3.53E-304
ENSG00000151500	SKLM	THYN1	2.03E-304	3.53E-304
ENSG00000169490	SKLM	TM2D2	2.03E-304	3.53E-304
ENSG00000151353	SKLM	TMEM18	2.03E-304	3.53E-304
ENSG00000135211	SKLM	TMEM60	2.03E-304	3.53E-304
ENSG00000070010	SKLM	UFD1L	2.03E-304	3.53E-304
