ensembl	tissue	gene	P	FDR
ENSG00000105419	MAM	MEIS3	2.03E-304	3.53E-304
ENSG00000106624	SKLM	AEBP1	2.03E-304	3.53E-304
ENSG00000111249	SKLM	CUX2	2.03E-304	3.53E-304
ENSG00000157851	SKLM	DPYSL5	2.03E-304	3.53E-304
ENSG00000034971	SKLM	MYOC	2.03E-304	3.53E-304
ENSG00000124813	SKLM	RUNX2	2.03E-304	3.53E-304
ENSG00000154556	SKLM	SORBS2	2.03E-304	3.53E-304
ENSG00000169989	SKLM	TIGD4	2.03E-304	3.53E-304
ENSG00000154277	SKLM	UCHL1	2.03E-304	3.53E-304
ENSG00000138311	SKLM	ZNF365	2.03E-304	3.53E-304
ENSG00000150051	SKLM	MKX	1.53E-229	2.48E-229
ENSG00000074211	SKLM	PPP2R2C	3.23E-188	5.04E-188
ENSG00000149294	SKLM	NCAM1	2.64E-71	3.55E-71
