ensembl	tissue	gene	P	FDR
ENSG00000139344	LIV	AMDHD1	2.03E-304	3.53E-304
ENSG00000174990	LIV	CA5A	2.03E-304	3.53E-304
ENSG00000165972	LIV	CCDC38	2.03E-304	3.53E-304
ENSG00000006652	LIV	IFRD1	2.03E-304	3.53E-304
ENSG00000140968	LIV	IRF8	2.03E-304	3.53E-304
ENSG00000163884	LIV	KLF15	2.03E-304	3.53E-304
ENSG00000067082	LIV	KLF6	2.03E-304	3.53E-304
ENSG00000166833	LIV	NAV2	2.03E-304	3.53E-304
ENSG00000153234	LIV	NR4A2	2.03E-304	3.53E-304
ENSG00000205060	LIV	SLC35B4	2.03E-304	3.53E-304
ENSG00000088451	LIV	TGDS	2.03E-304	3.53E-304
ENSG00000177426	LIV	TGIF1	2.03E-304	3.53E-304
ENSG00000130844	LIV	ZNF331	2.03E-304	3.53E-304
ENSG00000174951	VAF	FUT1	2.03E-304	3.53E-304
ENSG00000136826	VAF	KLF4	2.03E-304	3.53E-304
ENSG00000153234	VAF	NR4A2	2.03E-304	3.53E-304
ENSG00000102804	VAF	TSC22D1	2.03E-304	3.53E-304
ENSG00000188868	LIV	ZNF563	2.55E-242	4.17E-242
ENSG00000132906	LIV	CASP9	6.64E-53	8.52E-53
